"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",14,0,7,36392,1,1,1,1,0
"Paul",14,0,7,36066,1,2,1,0,0
"James",11,0,10,35677,1,3,1,1,1
"Simon",11,0,10,34558,1,4,1,0,0
"Mark",9,0,12,36567,1,5,0,0,0
"Lester",9,0,12,35246,1,6,0,0,0
"Jordan",8,0,13,35443,1,7,0,0,0
"Anthony",8,0,13,35047,1,8,0,0,0
"Paul",16,0,5,36782,2,1,1,0,0
"Luke",15,0,6,36785,2,2,1,1,1
"Anthony",11,0,10,35590,2,3,1,0,0
"Mark",9,0,12,36112,2,4,1,1,0
"Lester",9,0,12,34862,2,5,0,0,0
"James",8,0,13,35649,2,6,0,0,0
"Jordan",8,0,13,34567,2,7,0,0,0
"Simon",8,0,13,33975,2,8,0,0,0
"Paul",17,0,4,37121,3,1,1,1,1
"Luke",16,0,5,37043,3,2,1,1,0
"Lester",10,0,11,35679,3,3,1,0,0
"Mark",9,0,12,35908,3,4,1,0,0
"Anthony",9,0,12,35277,3,5,0,0,0
"James",9,0,12,35122,3,6,0,0,0
"Simon",9,0,12,33662,3,7,0,0,0
"Jordan",5,0,16,34329,3,8,0,0,0
"Luke",17,0,4,37077,4,1,1,1,1
"Paul",17,0,4,36922,4,2,1,1,0
"James",10,0,11,35508,4,3,1,0,0
"Lester",9,0,12,35441,4,4,1,0,0
"Jordan",9,0,12,34993,4,5,0,0,0
"Anthony",8,0,13,35426,4,6,0,0,0
"Mark",7,0,14,35824,4,7,0,0,0
"Simon",7,0,14,34279,4,8,0,0,0
"Luke",17,0,4,36912,5,1,1,1,1
"Paul",15,0,6,37221,5,2,1,1,0
"James",10,0,11,36023,5,3,1,0,0
"Lester",10,0,11,35851,5,4,1,0,0
"Jordan",10,0,11,35058,5,5,0,0,0
"Simon",8,0,13,34125,5,6,0,0,0
"Mark",7,0,14,35439,5,7,0,0,0
"Anthony",7,0,14,35081,5,8,0,0,0
"Luke",16,0,5,36935,6,1,1,1,1
"Paul",13,0,8,36562,6,2,1,1,0
"Jordan",12,0,9,35482,6,3,1,0,0
"James",10,0,11,35825,6,4,1,0,0
"Anthony",9,0,12,35053,6,5,0,0,0
"Lester",8,0,13,35760,6,6,0,0,0
"Mark",8,0,13,35484,6,7,0,0,0
"Simon",8,0,13,34572,6,8,0,0,0
"Paul",16,0,5,37266,7,1,1,0,0
"Luke",15,0,6,36991,7,2,1,0,0
"James",10,0,11,36011,7,3,1,1,0
"Lester",10,0,11,35789,7,4,1,1,1
"Anthony",9,0,12,35512,7,5,0,0,0
"Mark",8,0,13,35223,7,6,0,0,0
"Simon",8,0,13,34453,7,7,0,0,0
"Jordan",8,0,13,34374,7,8,0,0,0
"Luke",16,0,5,36927,8,1,1,1,1
"Paul",15,0,6,36599,8,2,1,0,0
"Lester",11,0,10,36535,8,3,1,1,0
"Anthony",11,0,10,36001,8,4,1,0,0
"James",11,0,10,35988,8,5,0,0,0
"Mark",8,0,13,35343,8,6,0,0,0
"Jordan",7,0,14,34971,8,7,0,0,0
"Simon",5,0,16,33999,8,8,0,0,0
"Paul",16,0,5,36286,9,1,1,0,0
"Luke",13,0,8,35925,9,2,1,1,0
"Anthony",12,0,9,35909,9,3,1,0,0
"Lester",11,0,10,36287,9,4,1,1,1
"James",10,0,11,35684,9,5,0,0,0
"Simon",8,0,13,33814,9,6,0,0,0
"Mark",7,0,14,35213,9,7,0,0,0
"Jordan",7,0,14,33571,9,8,0,0,0
"Luke",16,0,5,36786,10,1,1,1,1
"Paul",13,0,8,36643,10,2,1,1,0
"James",11,0,10,35793,10,3,1,0,0
"Mark",10,0,11,36410,10,4,1,0,0
"Lester",9,0,12,35305,10,5,0,0,0
