"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",17,0,4,37076,1,1,1,0,0
"Paul",16,0,5,35751,1,2,1,0,0
"James",11,0,10,35079,1,3,1,1,1
"Lester",10,0,11,35662,1,4,1,1,0
"Anthony",10,0,11,34744,1,5,0,0,0
"Jordan",7,0,14,33831,1,6,0,0,0
"Simon",7,0,14,33070,1,7,0,0,0
"Mark",6,0,15,34454,1,8,0,0,0
"Paul",17,0,4,36137,2,1,1,1,1
"Luke",16,0,5,36895,2,2,1,0,0
"Lester",11,0,10,35623,2,3,1,1,0
"James",10,0,11,34995,2,4,1,0,0
"Simon",9,0,12,33646,2,5,0,0,0
"Mark",7,0,14,35552,2,6,0,0,0
"Anthony",7,0,14,34102,2,7,0,0,0
"Jordan",7,0,14,33697,2,8,0,0,0
"Luke",17,0,4,36412,3,1,1,0,0
"Paul",15,0,6,36010,3,2,1,1,0
"Lester",11,0,10,35387,3,3,1,0,0
"James",11,0,10,35300,3,4,1,1,1
"Anthony",10,0,11,34674,3,5,0,0,0
"Mark",8,0,13,34955,3,6,0,0,0
"Simon",7,0,14,32710,3,7,0,0,0
"Jordan",5,0,16,33314,3,8,0,0,0
"Paul",17,0,4,35787,4,1,1,1,1
"Luke",16,0,5,36651,4,2,1,1,0
"James",11,0,10,35127,4,3,1,0,0
"Lester",11,0,10,35072,4,4,1,0,0
"Mark",8,0,13,34878,4,5,0,0,0
"Anthony",8,0,13,34570,4,6,0,0,0
"Simon",7,0,14,33011,4,7,0,0,0
"Jordan",6,0,15,33718,4,8,0,0,0
"Luke",17,0,4,37054,5,1,1,1,1
"Paul",17,0,4,36433,5,2,1,1,0
"James",11,0,10,35200,5,3,1,0,0
"Lester",10,0,11,35308,5,4,1,0,0
"Anthony",9,0,12,34827,5,5,0,0,0
"Mark",8,0,13,35241,5,6,0,0,0
"Simon",7,0,14,32865,5,7,0,0,0
"Jordan",5,0,16,32842,5,8,0,0,0
"Luke",16,0,5,37003,6,1,1,0,0
"Paul",15,0,6,35984,6,2,1,0,0
"Lester",12,0,9,35841,6,3,1,1,0
"James",11,0,10,34831,6,4,1,1,1
"Anthony",9,0,12,34570,6,5,0,0,0
