"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",16,0,5,37405,1,1,1,1,1
"Paul",13,0,8,36544,1,2,1,1,1
"James",12,0,9,36090,1,3,1,0,0
"Lester",11,0,10,36696,1,4,1,0,0
"Simon",10,0,11,35371,1,5,0,0,0
"Anthony",8,0,13,35658,1,6,0,0,0
"Mark",7,0,14,36293,1,7,0,0,0
"Jordan",7,0,14,34922,1,8,0,0,0
"Paul",15,0,6,37247,2,1,1,0,0
"Luke",13,0,8,36677,2,2,1,1,0
"Simon",13,0,8,35233,2,3,1,0,0
"James",11,0,10,36355,2,4,1,1,1
"Jordan",10,0,11,35513,2,5,0,0,0
"Lester",8,0,13,35831,2,6,0,0,0
"Mark",7,0,14,36296,2,7,0,0,0
"Anthony",7,0,14,35297,2,8,0,0,0
"Paul",16,0,5,37433,3,1,1,0,0
"Luke",15,0,6,37606,3,2,1,1,1
"Lester",11,0,10,37113,3,3,1,0,0
"Jordan",11,0,10,35122,3,4,1,1,0
"Mark",9,0,12,35685,3,5,0,0,0
"Anthony",8,0,13,35174,3,6,0,0,0
"James",7,0,14,35771,3,7,0,0,0
"Simon",7,0,14,33960,3,8,0,0,0
"Luke",15,0,6,37295,4,1,1,1,1
"Paul",13,0,8,36051,4,2,1,0,0
"Lester",11,0,10,35838,4,3,1,1,0
"James",10,0,11,36322,4,4,1,0,0
"Jordan",10,0,11,35390,4,5,0,0,0
"Anthony",10,0,11,35325,4,6,0,0,0
"Mark",8,0,13,35863,4,7,0,0,0
"Simon",7,0,14,35487,4,8,0,0,0
"Luke",13,0,8,37151,5,1,1,1,0
"Paul",13,0,8,36739,5,2,1,1,1
"Anthony",12,0,9,35302,5,3,1,0,0
"James",10,0,11,36513,5,4,1,0,0
"Lester",10,0,11,35369,5,5,0,0,0
"Jordan",9,0,12,35512,5,6,0,0,0
"Simon",9,0,12,34930,5,7,0,0,0
"Mark",8,0,13,36453,5,8,0,0,0
"Paul",17,0,4,37045,6,1,1,1,0
"Luke",15,0,6,37294,6,2,1,1,1
"James",10,0,11,36153,6,3,1,0,0
"Simon",10,0,11,34752,6,4,1,0,0
"Lester",9,0,12,35587,6,5,0,0,0
"Anthony",9,0,12,35146,6,6,0,0,0
"Mark",8,0,13,36488,6,7,0,0,0
"Jordan",6,0,15,34942,6,8,0,0,0
"Luke",17,0,4,37428,7,1,1,1,0
"Paul",14,0,7,36213,7,2,1,1,1
"Mark",11,0,10,36360,7,3,1,0,0
"Lester",10,0,11,36231,7,4,1,0,0
"Jordan",10,0,11,35517,7,5,0,0,0
