"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",16,0,5,36837,1,1,1,1,1
"Paul",15,0,6,35923,1,2,1,0,0
"Lester",11,0,10,35710,1,3,1,1,0
"James",11,0,10,35236,1,4,1,0,0
"Anthony",10,0,11,34840,1,5,0,0,0
"Simon",8,0,13,33293,1,6,0,0,0
"Mark",7,0,14,35439,1,7,0,0,0
"Jordan",6,0,15,33501,1,8,0,0,0
"Luke",16,0,5,36866,2,1,1,1,1
"Paul",15,0,6,35731,2,2,1,0,0
"Lester",11,0,10,35884,2,3,1,1,0
"James",11,0,10,35526,2,4,1,0,0
"Anthony",10,0,11,35016,2,5,0,0,0
"Simon",8,0,13,33294,2,6,0,0,0
"Jordan",7,0,14,33937,2,7,0,0,0
"Mark",6,0,15,35477,2,8,0,0,0
"Luke",16,0,5,36831,3,1,1,1,0
"Paul",16,0,5,36062,3,2,1,1,1
"Lester",11,0,10,35732,3,3,1,0,0
"James",11,0,10,35312,3,4,1,0,0
"Anthony",9,0,12,34714,3,5,0,0,0
"Simon",8,0,13,33032,3,6,0,0,0
"Jordan",7,0,14,34015,3,7,0,0,0
"Mark",6,0,15,35478,3,8,0,0,0
"Luke",16,0,5,36769,4,1,1,1,1
"Paul",16,0,5,36188,4,2,1,1,0
"Lester",12,0,9,35749,4,3,1,0,0
"James",11,0,10,35039,4,4,1,0,0
"Anthony",9,0,12,34665,4,5,0,0,0
"Mark",7,0,14,35515,4,6,0,0,0
"Simon",7,0,14,32997,4,7,0,0,0
"Jordan",6,0,15,33673,4,8,0,0,0
"Luke",17,0,4,37205,5,1,1,1,1
"Paul",16,0,5,36121,5,2,1,1,0
"Lester",12,0,9,35795,5,3,1,0,0
"James",10,0,11,34854,5,4,1,0,0
"Anthony",9,0,12,34559,5,5,0,0,0
"Jordan",7,0,14,33839,5,6,0,0,0
"Simon",7,0,14,32849,5,7,0,0,0
"Mark",6,0,15,35305,5,8,0,0,0
"Luke",17,0,4,37140,6,1,1,0,0
"Paul",15,0,6,35757,6,2,1,1,1
"Lester",12,0,9,35967,6,3,1,0,0
"James",10,0,11,35024,6,4,1,1,0
"Anthony",10,0,11,34790,6,5,0,0,0
"Jordan",7,0,14,33793,6,6,0,0,0
"Simon",7,0,14,32845,6,7,0,0,0
"Mark",6,0,15,35083,6,8,0,0,0
"Luke",16,0,5,36796,7,1,1,0,0
"Paul",16,0,5,36153,7,2,1,0,0
"Lester",11,0,10,35589,7,3,1,1,1
"James",11,0,10,35082,7,4,1,1,0
"Anthony",9,0,12,34583,7,5,0,0,0
"Simon",8,0,13,33074,7,6,0,0,0
"Mark",7,0,14,35491,7,7,0,0,0
"Jordan",6,0,15,33645,7,8,0,0,0
"Luke",16,0,5,36942,8,1,1,0,0
"Paul",16,0,5,36164,8,2,1,1,0
"Lester",12,0,9,36072,8,3,1,0,0
"James",11,0,10,35187,8,4,1,1,1
"Anthony",9,0,12,34744,8,5,0,0,0
"Mark",7,0,14,35387,8,6,0,0,0
"Simon",7,0,14,33125,8,7,0,0,0
"Jordan",6,0,15,33484,8,8,0,0,0
"Luke",17,0,4,37039,9,1,1,1,1
"Paul",16,0,5,36282,9,2,1,0,0
"Lester",11,0,10,35622,9,3,1,1,0
"James",10,0,11,35102,9,4,1,0,0
"Anthony",9,0,12,34883,9,5,0,0,0
"Simon",8,0,13,33180,9,6,0,0,0
"Jordan",7,0,14,33676,9,7,0,0,0
"Mark",6,0,15,35365,9,8,0,0,0
"Luke",17,0,4,37104,10,1,1,0,0
"Paul",16,0,5,36164,10,2,1,0,0
"Lester",11,0,10,35765,10,3,1,1,1
"James",10,0,11,35074,10,4,1,1,0
"Anthony",9,0,12,34696,10,5,0,0,0
"Simon",8,0,13,33101,10,6,0,0,0
"Jordan",7,0,14,33906,10,7,0,0,0
"Mark",6,0,15,35167,10,8,0,0,0
"Luke",17,0,4,36984,11,1,1,0,0
"Paul",15,0,6,35831,11,2,1,0,0
"Lester",12,0,9,36070,11,3,1,1,0
"James",10,0,11,35135,11,4,1,1,1
"Anthony",10,0,11,34991,11,5,0,0,0
"Mark",7,0,14,35305,11,6,0,0,0
"Simon",7,0,14,33266,11,7,0,0,0
"Jordan",6,0,15,33437,11,8,0,0,0
"Luke",17,0,4,36840,12,1,1,1,1
"Paul",15,0,6,35748,12,2,1,0,0
"Lester",12,0,9,36072,12,3,1,1,0
"James",10,0,11,34997,12,4,1,0,0
"Anthony",10,0,11,34736,12,5,0,0,0
"Mark",7,0,14,35344,12,6,0,0,0
"Simon",7,0,14,33114,12,7,0,0,0
"Jordan",6,0,15,33531,12,8,0,0,0
"Luke",17,0,4,36961,13,1,1,1,0
"Paul",16,0,5,36106,13,2,1,1,1
"Lester",11,0,10,35710,13,3,1,0,0
"James",10,0,11,35124,13,4,1,0,0
