"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",17,0,4,35737,1,1,1,0,0
"Luke",15,0,6,35555,1,2,1,0,0
"Anthony",11,0,10,34843,1,3,1,1,0
"Lester",11,0,10,34798,1,4,1,1,1
"Mark",8,0,13,34772,1,5,0,0,0
"James",8,0,13,34505,1,6,0,0,0
"Simon",8,0,13,32594,1,7,0,0,0
"Jordan",6,0,15,33407,1,8,0,0,0
"Luke",15,0,6,36047,2,1,1,1,0
"Paul",13,0,8,35687,2,2,1,0,0
"Lester",10,0,11,34936,2,3,1,1,1
"Anthony",10,0,11,34690,2,4,1,0,0
"Mark",9,0,12,35344,2,5,0,0,0
"James",9,0,12,34525,2,6,0,0,0
"Jordan",9,0,12,33982,2,7,0,0,0
"Simon",9,0,12,33623,2,8,0,0,0
"Luke",17,0,4,36116,3,1,1,1,0
"Paul",16,0,5,35502,3,2,1,1,1
"Lester",11,0,10,35515,3,3,1,0,0
"Anthony",11,0,10,34521,3,4,1,0,0
"James",9,0,12,34784,3,5,0,0,0
"Jordan",8,0,13,34104,3,6,0,0,0
"Mark",6,0,15,35010,3,7,0,0,0
"Simon",6,0,15,33413,3,8,0,0,0
"Luke",17,0,4,36334,4,1,1,0,0
"Paul",15,0,6,35648,4,2,1,0,0
"Lester",11,0,10,34766,4,3,1,1,1
"James",10,0,11,34754,4,4,1,1,0
"Anthony",9,0,12,34597,4,5,0,0,0
"Simon",9,0,12,32973,4,6,0,0,0
"Mark",8,0,13,35209,4,7,0,0,0
"Jordan",5,0,16,32830,4,8,0,0,0
"Paul",16,0,5,36079,5,1,1,1,1
"Luke",16,0,5,35532,5,2,1,0,0
"Lester",11,0,10,35125,5,3,1,1,0
"James",11,0,10,34618,5,4,1,0,0
"Anthony",8,0,13,34276,5,5,0,0,0
"Simon",8,0,13,32970,5,6,0,0,0
"Mark",7,0,14,34327,5,7,0,0,0
"Jordan",7,0,14,33263,5,8,0,0,0
"Paul",16,0,5,35220,6,1,1,0,0
"Luke",15,0,6,35594,6,2,1,0,0
"Anthony",10,0,11,34217,6,3,1,1,1
"Jordan",10,0,11,33784,6,4,1,1,0
"James",9,0,12,34683,6,5,0,0,0
"Lester",9,0,12,34388,6,6,0,0,0
"Mark",8,0,13,35394,6,7,0,0,0
"Simon",7,0,14,32780,6,8,0,0,0
"Luke",17,0,4,36666,7,1,1,1,1
"Paul",17,0,4,36202,7,2,1,1,0
"Lester",12,0,9,34946,7,3,1,0,0
"Anthony",10,0,11,34584,7,4,1,0,0
"James",8,0,13,34717,7,5,0,0,0
"Simon",8,0,13,33508,7,6,0,0,0
"Jordan",7,0,14,32998,7,7,0,0,0
"Mark",5,0,16,34393,7,8,0,0,0
"Paul",15,0,6,35841,8,1,1,1,1
"Luke",14,0,7,36771,8,2,1,1,0
"James",11,0,10,35021,8,3,1,0,0
"Lester",11,0,10,34986,8,4,1,0,0
"Jordan",9,0,12,34687,8,5,0,0,0
"Simon",9,0,12,33415,8,6,0,0,0
"Mark",8,0,13,34941,8,7,0,0,0
"Anthony",7,0,14,34053,8,8,0,0,0
"Luke",15,0,6,35732,9,1,1,0,0
"Paul",14,0,7,35151,9,2,1,1,1
"Anthony",11,0,10,34891,9,3,1,0,0
"Lester",10,0,11,35135,9,4,1,1,0
"James",9,0,12,34552,9,5,0,0,0
"Simon",9,0,12,33244,9,6,0,0,0
"Mark",8,0,13,34573,9,7,0,0,0
"Jordan",8,0,13,34003,9,8,0,0,0
"Luke",17,0,4,36812,10,1,1,0,0
"Paul",16,0,5,36311,10,2,1,1,0
"Lester",11,0,10,35176,10,3,1,0,0
"Anthony",10,0,11,35145,10,4,1,1,1
"Mark",9,0,12,34835,10,5,0,0,0
"James",8,0,13,34679,10,6,0,0,0
"Simon",7,0,14,33580,10,7,0,0,0
"Jordan",6,0,15,33595,10,8,0,0,0
"Paul",16,0,5,36256,11,1,1,1,1
"Luke",15,0,6,36461,11,2,1,1,0
"Lester",12,0,9,35146,11,3,1,0,0
"Anthony",10,0,11,34886,11,4,1,0,0
"Simon",9,0,12,33243,11,5,0,0,0
"James",8,0,13,34629,11,6,0,0,0
"Mark",7,0,14,34469,11,7,0,0,0
"Jordan",7,0,14,33505,11,8,0,0,0
"Luke",16,0,5,36319,12,1,1,1,0
"Paul",16,0,5,36023,12,2,1,1,1
"Simon",10,0,11,33764,12,3,1,0,0
"Lester",9,0,12,34498,12,4,1,0,0
"James",9,0,12,34419,12,5,0,0,0
"Mark",8,0,13,35550,12,6,0,0,0
"Anthony",8,0,13,34161,12,7,0,0,0
"Jordan",8,0,13,34087,12,8,0,0,0
"Luke",16,0,5,36244,13,1,1,0,0
"Paul",16,0,5,36038,13,2,1,1,0
"Lester",11,0,10,35513,13,3,1,0,0
"Mark",9,0,12,35488,13,4,1,1,1
"James",9,0,12,34836,13,5,0,0,0
"Anthony",8,0,13,34145,13,6,0,0,0
"Jordan",8,0,13,33791,13,7,0,0,0
"Simon",7,0,14,33141,13,8,0,0,0
"Luke",16,0,5,36225,14,1,1,1,0
"Paul",16,0,5,35614,14,2,1,0,0
"Lester",10,0,11,34507,14,3,1,1,1
"James",10,0,11,34497,14,4,1,0,0
"Anthony",9,0,12,34338,14,5,0,0,0
"Simon",9,0,12,33074,14,6,0,0,0
"Mark",7,0,14,34361,14,7,0,0,0
"Jordan",7,0,14,33574,14,8,0,0,0
"Paul",18,0,3,35827,15,1,1,0,0
"Luke",15,0,6,35794,15,2,1,0,0
"Lester",10,0,11,34421,15,3,1,1,0
"Anthony",9,0,12,34218,15,4,1,1,1
"James",9,0,12,33847,15,5,0,0,0
"Jordan",9,0,12,33661,15,6,0,0,0
"Mark",7,0,14,35116,15,7,0,0,0
"Simon",7,0,14,32853,15,8,0,0,0
"Paul",16,0,5,36096,16,1,1,1,1
"Luke",14,0,7,36117,16,2,1,0,0
"Lester",12,0,9,35348,16,3,1,1,0
"James",9,0,12,34718,16,4,1,0,0
"Anthony",9,0,12,34174,16,5,0,0,0
"Jordan",9,0,12,33849,16,6,0,0,0
"Simon",9,0,12,33445,16,7,0,0,0
"Mark",6,0,15,34794,16,8,0,0,0
"Luke",16,0,5,36745,17,1,1,1,0
"Paul",16,0,5,36378,17,2,1,1,1
"Anthony",10,0,11,34995,17,3,1,0,0
