"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",14,0,7,36002,1,1,1,0,0
"Simon",14,0,7,34779,1,2,1,1,0
"Luke",11,0,10,36464,1,3,1,0,0
"Lester",11,0,10,35282,1,4,1,1,1
"James",10,0,11,35627,1,5,0,0,0
"Mark",8,0,13,35309,1,6,0,0,0
"Jordan",8,0,13,34256,1,7,0,0,0
"Anthony",8,0,13,34064,1,8,0,0,0
"Luke",17,0,4,37053,2,1,1,1,0
"Paul",15,0,6,35228,2,2,1,1,1
"Jordan",12,0,9,36069,2,3,1,0,0
"Simon",10,0,11,35097,2,4,1,0,0
"Anthony",9,0,12,34401,2,5,0,0,0
"Mark",8,0,13,35453,2,6,0,0,0
"James",7,0,14,35113,2,7,0,0,0
"Lester",6,0,15,34341,2,8,0,0,0
"Paul",14,0,7,35346,3,1,1,0,0
"Luke",13,0,8,36634,3,2,1,0,0
"Jordan",11,0,10,34383,3,3,1,1,1
"Mark",10,0,11,35675,3,4,1,1,0
"Simon",10,0,11,34605,3,5,0,0,0
"Lester",9,0,12,35145,3,6,0,0,0
"Anthony",9,0,12,33948,3,7,0,0,0
"James",8,0,13,35088,3,8,0,0,0
"Paul",14,0,7,36134,4,1,1,1,1
"Luke",12,0,9,36499,4,2,1,1,0
"Anthony",11,0,10,34984,4,3,1,0,0
"Simon",11,0,10,34604,4,4,1,0,0
"Jordan",11,0,10,34388,4,5,0,0,0
"Mark",10,0,11,35096,4,6,0,0,0
"Lester",9,0,12,34142,4,7,0,0,0
"James",6,0,15,34913,4,8,0,0,0
"Anthony",13,0,8,36012,5,1,1,0,0
"Paul",13,0,8,35734,5,2,1,0,0
"Lester",11,0,10,35823,5,3,1,1,1
"James",11,0,10,35196,5,4,1,1,0
"Luke",10,0,11,35345,5,5,0,0,0
"Jordan",10,0,11,35109,5,6,0,0,0
"Mark",8,0,13,36285,5,7,0,0,0
"Simon",8,0,13,34353,5,8,0,0,0
"Paul",12,0,9,35334,6,1,1,0,0
"Lester",12,0,9,35133,6,2,1,0,0
"Luke",11,0,10,36362,6,3,1,1,0
"Simon",11,0,10,36026,6,4,1,1,1
"Mark",10,0,11,35294,6,5,0,0,0
"Jordan",10,0,11,35139,6,6,0,0,0
"Anthony",10,0,11,34320,6,7,0,0,0
"James",8,0,13,34521,6,8,0,0,0
"Paul",18,0,3,36631,7,1,1,0,0
"Simon",13,1,7,34855,7,2,1,1,1
"Lester",11,0,10,35628,7,3,1,0,0
"Luke",10,0,11,35661,7,4,1,1,0
"James",9,0,12,35498,7,5,0,0,0
"Mark",8,1,12,35061,7,6,0,0,0
