"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",13,0,8,37292,1,1,1,1,1
"Paul",13,0,8,36240,1,2,1,0,0
"Jordan",12,0,9,35767,1,3,1,1,0
"Lester",11,0,10,36491,1,4,1,0,0
"James",11,0,10,35870,1,5,0,0,0
"Simon",9,0,12,34550,1,6,0,0,0
"Mark",8,0,13,36061,1,7,0,0,0
"Anthony",7,0,14,34470,1,8,0,0,0
"Luke",12,0,9,36706,2,1,1,1,1
"Paul",12,0,9,35978,2,2,1,0,0
"Lester",11,0,10,36700,2,3,1,1,0
"Anthony",11,0,10,36187,2,4,1,0,0
"Jordan",11,0,10,34911,2,5,0,0,0
"Simon",10,0,11,35002,2,6,0,0,0
"James",9,0,12,35511,2,7,0,0,0
"Mark",8,0,13,35882,2,8,0,0,0
"Paul",16,1,4,37574,3,1,1,1,0
"Luke",16,0,5,37379,3,2,1,1,1
"Simon",11,0,10,34792,3,3,1,0,0
"James",9,0,12,35675,3,4,1,0,0
"Mark",8,1,12,35732,3,5,0,0,0
"Jordan",8,0,13,35097,3,6,0,0,0
"Anthony",8,0,13,34279,3,7,0,0,0
"Lester",7,0,14,36198,3,8,0,0,0
"James",13,0,8,37046,4,1,1,0,0
"Paul",13,0,8,35895,4,2,1,0,0
"Luke",11,1,9,36829,4,3,1,1,1
"Lester",11,0,10,36505,4,4,1,1,0
"Jordan",11,0,10,35362,4,5,0,0,0
"Simon",11,0,10,35041,4,6,0,0,0
"Mark",7,0,14,36115,4,7,0,0,0
"Anthony",6,1,14,35262,4,8,0,0,0
"Paul",19,0,2,37360,5,1,1,1,1
"Luke",17,0,4,37024,5,2,1,1,0
"Jordan",11,0,10,35618,5,3,1,0,0
"Simon",10,0,11,35118,5,4,1,0,0
"Lester",9,0,12,35987,5,5,0,0,0
"Mark",8,0,13,36348,5,6,0,0,0
"Anthony",6,0,15,35153,5,7,0,0,0
"James",4,0,17,35375,5,8,0,0,0
"Luke",14,0,7,37398,6,1,1,0,0
"Paul",13,0,8,36466,6,2,1,0,0
"Lester",12,0,9,36658,6,3,1,1,0
"Jordan",11,0,10,35924,6,4,1,1,1
"James",10,0,11,36058,6,5,0,0,0
"Mark",9,0,12,36881,6,6,0,0,0
"Simon",8,0,13,34667,6,7,0,0,0
"Anthony",7,0,14,34983,6,8,0,0,0
"Paul",16,0,5,36913,7,1,1,1,1
"Luke",12,0,9,36861,7,2,1,1,0
"Mark",12,0,9,36497,7,3,1,0,0
"Simon",11,0,10,35217,7,4,1,0,0
"Lester",10,0,11,35778,7,5,0,0,0
"James",9,0,12,35755,7,6,0,0,0
"Anthony",9,0,12,34731,7,7,0,0,0
"Jordan",5,0,16,34711,7,8,0,0,0
"Paul",17,0,4,36933,8,1,1,0,0
"Luke",13,0,8,36862,8,2,1,1,1
"Jordan",11,0,10,36012,8,3,1,0,0
"Mark",9,0,12,36463,8,4,1,1,0
"Simon",9,0,12,35551,8,5,0,0,0
"Anthony",9,0,12,35145,8,6,0,0,0
"Lester",8,0,13,35654,8,7,0,0,0
"James",8,0,13,35431,8,8,0,0,0
"Luke",17,0,4,37304,9,1,1,0,0
"Lester",12,0,9,37116,9,2,1,1,1
"Jordan",10,0,11,36209,9,3,1,0,0
"Paul",10,0,11,36202,9,4,1,1,0
"Mark",10,0,11,35449,9,5,0,0,0
"Simon",9,0,12,34215,9,6,0,0,0
"Anthony",8,0,13,35523,9,7,0,0,0
"James",8,0,13,35142,9,8,0,0,0
"Luke",13,0,8,37231,10,1,1,1,1
"Paul",13,0,8,35963,10,2,1,0,0
"Simon",13,0,8,35349,10,3,1,1,0
"Lester",10,0,11,36533,10,4,1,0,0
"Anthony",10,0,11,35044,10,5,0,0,0
"James",9,0,12,35830,10,6,0,0,0
"Mark",9,0,12,35464,10,7,0,0,0
"Jordan",7,0,14,34699,10,8,0,0,0
"Luke",15,0,6,37351,11,1,1,1,1
"Paul",13,0,8,35807,11,2,1,1,0
"Jordan",12,0,9,35835,11,3,1,0,0
"Simon",12,0,9,35822,11,4,1,0,0
"Lester",10,0,11,35920,11,5,0,0,0
"Anthony",9,0,12,35146,11,6,0,0,0
"Mark",7,0,14,35381,11,7,0,0,0
"James",6,0,15,35225,11,8,0,0,0
"Luke",13,0,8,37011,12,1,1,0,0
"Jordan",13,0,8,35249,12,2,1,1,0
"Anthony",12,0,9,35876,12,3,1,0,0
"Paul",11,0,10,36567,12,4,1,1,1
"Mark",10,0,11,36549,12,5,0,0,0
"James",9,0,12,35750,12,6,0,0,0
"Lester",8,0,13,35509,12,7,0,0,0
"Simon",8,0,13,34512,12,8,0,0,0
"Paul",15,0,6,36957,13,1,1,1,0
"Luke",13,0,8,37684,13,2,1,1,1
"Lester",13,0,8,36690,13,3,1,0,0
"Jordan",10,0,11,35311,13,4,1,0,0
"James",9,0,12,36213,13,5,0,0,0
"Mark",9,0,12,35818,13,6,0,0,0
"Anthony",9,0,12,35255,13,7,0,0,0
"Simon",6,0,15,34601,13,8,0,0,0
"Paul",16,0,5,36174,14,1,1,0,0
"Luke",14,0,7,36579,14,2,1,0,0
"Mark",12,0,9,36337,14,3,1,1,1
"Lester",10,0,11,36262,14,4,1,1,0
"Jordan",9,0,12,35137,14,5,0,0,0
"Simon",8,0,13,34945,14,6,0,0,0
"Anthony",8,0,13,34466,14,7,0,0,0
"James",7,0,14,35413,14,8,0,0,0
"Paul",16,1,4,36661,15,1,1,1,1
"Luke",13,0,8,36565,15,2,1,1,0
"Jordan",13,0,8,36173,15,3,1,0,0
"Anthony",12,0,9,36014,15,4,1,0,0
"Mark",8,1,12,34946,15,5,0,0,0
"Lester",8,0,13,35886,15,6,0,0,0
"Simon",8,0,13,34695,15,7,0,0,0
"James",5,0,16,35129,15,8,0,0,0
"Paul",14,0,7,36627,16,1,1,0,0
"Simon",12,0,9,34418,16,2,1,0,0
"Jordan",11,0,10,35753,16,3,1,1,1
"Luke",10,0,11,36564,16,4,1,1,0
"James",10,0,11,36139,16,5,0,0,0
"Anthony",10,0,11,35860,16,6,0,0,0
"Lester",9,0,12,36242,16,7,0,0,0
"Mark",8,0,13,35883,16,8,0,0,0
"Paul",14,0,7,36505,17,1,1,1,1
"Luke",13,0,8,36992,17,2,1,0,0
"Mark",11,0,10,36407,17,3,1,1,0
"Anthony",10,0,11,35654,17,4,1,0,0
"Jordan",10,0,11,34780,17,5,0,0,0
"Lester",9,0,12,35404,17,6,0,0,0
"James",9,0,12,35296,17,7,0,0,0
"Simon",8,0,13,34852,17,8,0,0,0
"Paul",15,0,6,36580,18,1,1,0,0
"Luke",14,0,7,37182,18,2,1,0,0
"Mark",11,0,10,36366,18,3,1,1,1
"Jordan",10,0,11,35343,18,4,1,1,0
"Lester",9,0,12,36332,18,5,0,0,0
"Simon",9,0,12,35310,18,6,0,0,0
"Anthony",9,0,12,34769,18,7,0,0,0
"James",7,0,14,35868,18,8,0,0,0
"Jordan",14,0,7,35160,19,1,1,1,0
"Paul",13,0,8,36339,19,2,1,1,1
"Luke",11,0,10,36418,19,3,1,0,0
"Simon",11,0,10,35001,19,4,1,0,0
"James",10,0,11,36214,19,5,0,0,0
"Lester",10,0,11,36076,19,6,0,0,0
"Anthony",8,0,13,35269,19,7,0,0,0
"Mark",7,0,14,35875,19,8,0,0,0
"Luke",13,0,8,37211,20,1,1,0,0
"Paul",12,0,9,36172,20,2,1,1,1
"Jordan",12,0,9,36039,20,3,1,0,0
"Mark",11,0,10,37371,20,4,1,1,0
"Anthony",11,0,10,35465,20,5,0,0,0
"Simon",9,0,12,35454,20,6,0,0,0
"Lester",8,0,13,36016,20,7,0,0,0
"James",8,0,13,35886,20,8,0,0,0
"Luke",15,0,6,37517,21,1,1,0,0
"Paul",12,0,9,36491,21,2,1,0,0
"Jordan",12,0,9,36199,21,3,1,1,0
"James",10,0,11,36305,21,4,1,1,1
"Anthony",10,0,11,35574,21,5,0,0,0
"Lester",9,0,12,36111,21,6,0,0,0
"Mark",8,0,13,35941,21,7,0,0,0
"Simon",8,0,13,35062,21,8,0,0,0
"Paul",16,0,5,36687,22,1,1,1,1
"Jordan",12,0,9,35706,22,2,1,0,0
"Luke",11,0,10,36384,22,3,1,1,0
"Anthony",10,0,11,36078,22,4,1,0,0
"Lester",10,0,11,35830,22,5,0,0,0
"Simon",10,0,11,34692,22,6,0,0,0
"Mark",8,0,13,35490,22,7,0,0,0
"James",7,0,14,36766,22,8,0,0,0
"Luke",15,0,6,37861,23,1,1,1,1
"Paul",15,0,6,36968,23,2,1,0,0
"Jordan",12,0,9,36333,23,3,1,1,0
"Lester",9,0,12,36494,23,4,1,0,0
"Simon",9,0,12,35452,23,5,0,0,0
"Anthony",9,0,12,35019,23,6,0,0,0
"James",8,0,13,36094,23,7,0,0,0
"Mark",7,0,14,36348,23,8,0,0,0
"Paul",16,0,5,37214,24,1,1,0,0
"Luke",15,0,6,37726,24,2,1,1,0
"Jordan",12,0,9,35415,24,3,1,0,0
"Simon",10,0,11,35842,24,4,1,1,1
"Mark",9,0,12,36495,24,5,0,0,0
"James",8,0,13,35892,24,6,0,0,0
"Anthony",8,0,13,35350,24,7,0,0,0
"Lester",6,0,15,36124,24,8,0,0,0
"Luke",15,0,6,37447,25,1,1,0,0
"Paul",15,0,6,37083,25,2,1,0,0
"Jordan",11,0,10,36421,25,3,1,1,0
"Lester",10,0,11,36320,25,4,1,1,1
"Anthony",9,0,12,35288,25,5,0,0,0
"Simon",9,0,12,35252,25,6,0,0,0
"James",8,0,13,35713,25,7,0,0,0
"Mark",7,0,14,35718,25,8,0,0,0
"Paul",15,0,6,37336,26,1,1,1,1
"Luke",12,0,9,37274,26,2,1,1,0
"Simon",12,0,9,35421,26,3,1,0,0
"Mark",11,0,10,36654,26,4,1,0,0
"Jordan",11,0,10,34935,26,5,0,0,0
"Anthony",9,0,12,34691,26,6,0,0,0
"James",7,0,14,35415,26,7,0,0,0
"Lester",7,0,14,35350,26,8,0,0,0
"Luke",15,0,6,37064,27,1,1,1,0
"Paul",13,0,8,36832,27,2,1,0,0
"Mark",11,0,10,35778,27,3,1,1,1
"Anthony",11,0,10,35039,27,4,1,0,0
"James",10,0,11,35887,27,5,0,0,0
"Lester",8,0,13,36290,27,6,0,0,0
"Jordan",8,0,13,35279,27,7,0,0,0
"Simon",8,0,13,34264,27,8,0,0,0
"Paul",16,0,5,36123,28,1,1,0,0
"Luke",11,0,10,36228,28,2,1,0,0
"James",11,0,10,35866,28,3,1,1,0
"Jordan",10,0,11,35850,28,4,1,1,1
"Simon",10,0,11,34724,28,5,0,0,0
"Lester",9,0,12,35403,28,6,0,0,0
"Anthony",9,0,12,34685,28,7,0,0,0
"Mark",8,0,13,35149,28,8,0,0,0
"Paul",14,0,7,37330,29,1,1,1,1
"Luke",14,0,7,36869,29,2,1,0,0
"Jordan",13,0,8,35972,29,3,1,1,0
"Anthony",10,0,11,35580,29,4,1,0,0
"Simon",10,0,11,35266,29,5,0,0,0
"James",8,0,13,36114,29,6,0,0,0
"Mark",8,0,13,35777,29,7,0,0,0
"Lester",7,0,14,36165,29,8,0,0,0
"Luke",17,0,4,38188,30,1,1,0,0
"Paul",14,0,7,36467,30,2,1,0,0
"James",11,0,10,37480,30,3,1,1,1
"Simon",10,0,11,35163,30,4,1,1,0
"Mark",9,0,12,35611,30,5,0,0,0
"Anthony",9,0,12,35007,30,6,0,0,0
"Lester",7,0,14,35844,30,7,0,0,0
"Jordan",7,0,14,35456,30,8,0,0,0
"Paul",17,0,4,37086,31,1,1,1,0
"Luke",15,0,6,37116,31,2,1,1,1
"Jordan",11,0,10,35080,31,3,1,0,0
"Mark",10,0,11,36310,31,4,1,0,0
"James",8,0,13,36169,31,5,0,0,0
"Anthony",8,0,13,35440,31,6,0,0,0
"Simon",8,0,13,34544,31,7,0,0,0
"Lester",7,0,14,35876,31,8,0,0,0
"Simon",13,0,8,36009,32,1,1,1,0
"Paul",13,0,8,35916,32,2,1,1,1
"Mark",12,0,9,37219,32,3,1,0,0
"Luke",12,0,9,36671,32,4,1,0,0
"James",11,0,10,36278,32,5,0,0,0
"Jordan",9,0,12,35241,32,6,0,0,0
"Lester",8,0,13,36013,32,7,0,0,0
"Anthony",6,0,15,34192,32,8,0,0,0
"Paul",15,0,6,35587,33,1,1,1,0
"Luke",13,0,8,37362,33,2,1,1,1
"Jordan",11,0,10,36160,33,3,1,0,0
"Mark",10,0,11,35812,33,4,1,0,0
"Simon",10,0,11,35358,33,5,0,0,0
"Anthony",9,0,12,35841,33,6,0,0,0
"Lester",8,0,13,35871,33,7,0,0,0
"James",8,0,13,35178,33,8,0,0,0
"Luke",17,0,4,38210,34,1,1,1,0
"Paul",13,0,8,36322,34,2,1,1,1
"Jordan",11,0,10,36338,34,3,1,0,0
"Anthony",11,0,10,35951,34,4,1,0,0
"Mark",8,0,13,36123,34,5,0,0,0
"Lester",8,0,13,36033,34,6,0,0,0
"James",8,0,13,35737,34,7,0,0,0
"Simon",8,0,13,35018,34,8,0,0,0
"Luke",16,0,5,37215,35,1,1,1,1
"Jordan",14,0,7,36143,35,2,1,0,0
"Paul",12,0,9,36435,35,3,1,1,0
"Anthony",11,0,10,35733,35,4,1,0,0
"Lester",9,0,12,35511,35,5,0,0,0
"Simon",9,0,12,35130,35,6,0,0,0
"Mark",7,0,14,35506,35,7,0,0,0
"James",6,0,15,35594,35,8,0,0,0
"Luke",16,0,5,37348,36,1,1,1,1
"Paul",13,0,8,35999,36,2,1,0,0
"Jordan",11,0,10,35499,36,3,1,1,0
"James",10,0,11,36568,36,4,1,0,0
"Simon",10,0,11,35392,36,5,0,0,0
"Mark",9,0,12,36694,36,6,0,0,0
"Anthony",9,0,12,35883,36,7,0,0,0
"Lester",6,0,15,35212,36,8,0,0,0
"Paul",17,0,4,36481,37,1,1,1,0
"Luke",14,0,7,38184,37,2,1,1,1
