"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",17,0,4,35942,1,1,1,0,0
"Luke",15,0,6,36275,1,2,1,1,1
"Lester",10,0,11,35349,1,3,1,0,0
"Anthony",10,0,11,35115,1,4,1,1,0
"James",10,0,11,34891,1,5,0,0,0
"Jordan",9,0,12,34076,1,6,0,0,0
"Mark",7,0,14,35045,1,7,0,0,0
"Simon",6,0,15,33302,1,8,0,0,0
"Paul",16,0,5,35762,2,1,1,0,0
"Luke",14,0,7,36266,2,2,1,1,1
"Simon",11,0,10,33654,2,3,1,0,0
"James",9,0,12,35238,2,4,1,1,0
"Anthony",9,0,12,34696,2,5,0,0,0
"Jordan",9,0,12,33838,2,6,0,0,0
"Lester",8,0,13,35279,2,7,0,0,0
"Mark",8,0,13,35218,2,8,0,0,0
"Paul",18,0,3,36608,3,1,1,0,0
"Luke",14,0,7,36090,3,2,1,0,0
"James",10,0,11,35865,3,3,1,1,1
"Lester",10,0,11,35752,3,4,1,1,0
"Anthony",9,0,12,35106,3,5,0,0,0
"Mark",8,0,13,34928,3,6,0,0,0
"Jordan",8,0,13,33800,3,7,0,0,0
"Simon",7,0,14,33484,3,8,0,0,0
"Luke",16,0,5,36680,4,1,1,0,0
"Paul",16,0,5,36500,4,2,1,1,0
"Mark",10,0,11,35713,4,3,1,0,0
"Lester",10,0,11,35335,4,4,1,1,1
"Anthony",9,0,12,34902,4,5,0,0,0
"James",8,0,13,35564,4,6,0,0,0
"Jordan",8,0,13,34464,4,7,0,0,0
"Simon",7,0,14,33580,4,8,0,0,0
"Paul",15,0,6,36342,5,1,1,0,0
"Luke",15,0,6,36258,5,2,1,0,0
"Lester",11,0,10,36030,5,3,1,1,0
"Anthony",10,0,11,35040,5,4,1,1,1
"James",9,0,12,35346,5,5,0,0,0
"Mark",8,0,13,35307,5,6,0,0,0
"Jordan",8,0,13,34037,5,7,0,0,0
"Simon",8,0,13,33510,5,8,0,0,0
"Paul",15,0,6,36633,6,1,1,1,1
"Luke",15,0,6,36541,6,2,1,0,0
"Lester",11,0,10,35613,6,3,1,1,0
"Anthony",10,0,11,34897,6,4,1,0,0
"James",9,0,12,35751,6,5,0,0,0
"Jordan",9,0,12,34060,6,6,0,0,0
"Mark",8,0,13,34739,6,7,0,0,0
"Simon",7,0,14,33445,6,8,0,0,0
"Luke",17,0,4,36666,7,1,1,1,1
"Paul",16,0,5,36184,7,2,1,1,0
"Lester",10,0,11,35103,7,3,1,0,0
"Anthony",10,0,11,34868,7,4,1,0,0
"Mark",9,0,12,35437,7,5,0,0,0
"James",8,0,13,35081,7,6,0,0,0
"Jordan",7,0,14,34200,7,7,0,0,0
"Simon",7,0,14,33525,7,8,0,0,0
"Paul",16,0,5,36667,8,1,1,0,0
"Luke",15,0,6,36336,8,2,1,1,0
"Lester",11,0,10,35695,8,3,1,0,0
"Anthony",10,0,11,35363,8,4,1,1,1
"Mark",9,0,12,35558,8,5,0,0,0
"Jordan",9,0,12,34215,8,6,0,0,0
