"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",17,0,4,37173,1,1,1,1,1
"Paul",15,0,6,35627,1,2,1,0,0
"Lester",11,0,10,35607,1,3,1,1,0
"James",10,0,11,34907,1,4,1,0,0
"Anthony",10,0,11,34573,1,5,0,0,0
"Mark",8,0,13,35624,1,6,0,0,0
"Simon",7,0,14,32637,1,7,0,0,0
"Jordan",6,0,15,33449,1,8,0,0,0
"Paul",17,0,4,36164,2,1,1,0,0
"Luke",16,0,5,36852,2,2,1,1,1
"Lester",10,0,11,35352,2,3,1,0,0
"James",10,0,11,34774,2,4,1,1,0
"Simon",9,0,12,33243,2,5,0,0,0
"Mark",8,0,13,35585,2,6,0,0,0
"Anthony",8,0,13,34228,2,7,0,0,0
"Jordan",6,0,15,33584,2,8,0,0,0
"Paul",16,0,5,35949,3,1,1,1,0
"Luke",15,0,6,36844,3,2,1,1,1
"Lester",12,0,9,35452,3,3,1,0,0
"James",10,0,11,35209,3,4,1,0,0
"Anthony",10,0,11,34919,3,5,0,0,0
"Mark",7,0,14,35428,3,6,0,0,0
"Jordan",7,0,14,33485,3,7,0,0,0
"Simon",7,0,14,32889,3,8,0,0,0
"Luke",16,0,5,37142,4,1,1,1,1
"Paul",15,0,6,36093,4,2,1,1,0
"James",11,0,10,35311,4,3,1,0,0
"Anthony",10,0,11,35236,4,4,1,0,0
"Lester",10,0,11,35077,4,5,0,0,0
"Simon",8,0,13,33036,4,6,0,0,0
"Mark",7,0,14,35170,4,7,0,0,0
"Jordan",7,0,14,33691,4,8,0,0,0
"Luke",16,0,5,36962,5,1,1,1,1
"Paul",16,0,5,36020,5,2,1,1,0
"Lester",10,0,11,35172,5,3,1,0,0
"James",10,0,11,34974,5,4,1,0,0
"Simon",9,0,12,33308,5,5,0,0,0
"Mark",8,0,13,35345,5,6,0,0,0
"Anthony",8,0,13,34532,5,7,0,0,0
"Jordan",7,0,14,33554,5,8,0,0,0
"Luke",16,0,5,36716,6,1,1,0,0
"Paul",15,0,6,35682,6,2,1,0,0
"Lester",11,0,10,35392,6,3,1,1,1
"James",10,0,11,35041,6,4,1,1,0
"Anthony",9,0,12,34206,6,5,0,0,0
"Mark",8,0,13,35102,6,6,0,0,0
"Simon",8,0,13,32932,6,7,0,0,0
"Jordan",7,0,14,33781,6,8,0,0,0
"Luke",16,0,5,36575,7,1,1,0,0
"Paul",16,0,5,36281,7,2,1,0,0
"Lester",12,0,9,35625,7,3,1,1,1
"James",11,0,10,34968,7,4,1,1,0
"Anthony",8,0,13,34624,7,5,0,0,0
"Simon",8,0,13,33181,7,6,0,0,0
"Mark",7,0,14,35126,7,7,0,0,0
"Jordan",6,0,15,33670,7,8,0,0,0
"Paul",17,0,4,36221,8,1,1,1,0
"Luke",16,0,5,37304,8,2,1,0,0
"Lester",10,0,11,35293,8,3,1,1,1
"James",9,0,12,34856,8,4,1,0,0
"Anthony",9,0,12,34291,8,5,0,0,0
"Jordan",8,0,13,33866,8,6,0,0,0
"Simon",8,0,13,32946,8,7,0,0,0
"Mark",7,0,14,35320,8,8,0,0,0
"Paul",16,0,5,35822,9,1,1,1,1
"Luke",15,0,6,36887,9,2,1,1,0
"James",11,0,10,35181,9,3,1,0,0
"Lester",10,0,11,35119,9,4,1,0,0
"Simon",9,0,12,33407,9,5,0,0,0
"Anthony",8,0,13,34308,9,6,0,0,0
"Jordan",8,0,13,34122,9,7,0,0,0
"Mark",7,0,14,35313,9,8,0,0,0
"Luke",16,0,5,36627,10,1,1,1,0
"Paul",16,0,5,36366,10,2,1,0,0
"Lester",10,0,11,35577,10,3,1,1,1
"James",10,0,11,35064,10,4,1,0,0
"Anthony",9,0,12,34640,10,5,0,0,0
"Jordan",8,0,13,33766,10,6,0,0,0
"Simon",8,0,13,33156,10,7,0,0,0
"Mark",7,0,14,35304,10,8,0,0,0
"Paul",16,0,5,35769,11,1,1,0,0
"Luke",15,0,6,36638,11,2,1,0,0
"Lester",10,0,11,35060,11,3,1,1,0
"James",10,0,11,34827,11,4,1,1,1
"Anthony",9,0,12,34453,11,5,0,0,0
"Simon",9,0,12,33737,11,6,0,0,0
"Jordan",8,0,13,33739,11,7,0,0,0
"Mark",7,0,14,35008,11,8,0,0,0
"Luke",16,0,5,36709,12,1,1,1,1
"Paul",16,0,5,35910,12,2,1,0,0
"Lester",12,0,9,35597,12,3,1,1,0
"James",10,0,11,35075,12,4,1,0,0
"Anthony",8,0,13,34462,12,5,0,0,0
"Jordan",8,0,13,33593,12,6,0,0,0
"Simon",8,0,13,33215,12,7,0,0,0
"Mark",6,0,15,35005,12,8,0,0,0
"Luke",16,0,5,36761,13,1,1,1,0
"Paul",16,0,5,35934,13,2,1,1,1
"Lester",11,0,10,34921,13,3,1,0,0
"James",10,0,11,34961,13,4,1,0,0
"Anthony",9,0,12,34557,13,5,0,0,0
"Jordan",8,0,13,33719,13,6,0,0,0
"Mark",7,0,14,35007,13,7,0,0,0
"Simon",7,0,14,32983,13,8,0,0,0
"Paul",16,0,5,36283,14,1,1,0,0
"Luke",15,0,6,36965,14,2,1,1,1
"Lester",11,0,10,35250,14,3,1,0,0
"James",10,0,11,35265,14,4,1,1,0
"Anthony",9,0,12,34545,14,5,0,0,0
"Simon",9,0,12,33296,14,6,0,0,0
"Mark",7,0,14,35163,14,7,0,0,0
"Jordan",7,0,14,33654,14,8,0,0,0
"Luke",16,0,5,37256,15,1,1,0,0
"Paul",15,0,6,35773,15,2,1,1,0
"James",11,0,10,35492,15,3,1,0,0
"Lester",11,0,10,35429,15,4,1,1,1
"Anthony",9,0,12,34546,15,5,0,0,0
"Simon",8,0,13,33298,15,6,0,0,0
"Mark",7,0,14,35319,15,7,0,0,0
"Jordan",7,0,14,33743,15,8,0,0,0
"Luke",17,0,4,37082,16,1,1,1,1
"Paul",17,0,4,36350,16,2,1,0,0
"Lester",11,0,10,35418,16,3,1,1,0
"James",9,0,12,35145,16,4,1,0,0
"Mark",8,0,13,35469,16,5,0,0,0
"Anthony",8,0,13,34202,16,6,0,0,0
"Simon",8,0,13,32823,16,7,0,0,0
"Jordan",6,0,15,33588,16,8,0,0,0
"Luke",15,0,6,36828,17,1,1,1,1
"Paul",15,0,6,35783,17,2,1,1,0
"James",11,0,10,35125,17,3,1,0,0
"Lester",10,0,11,35239,17,4,1,0,0
"Anthony",9,0,12,34267,17,5,0,0,0
"Simon",9,0,12,33140,17,6,0,0,0
"Mark",8,0,13,35419,17,7,0,0,0
"Jordan",7,0,14,33769,17,8,0,0,0
"Luke",16,0,5,36830,18,1,1,0,0
"Paul",16,0,5,36090,18,2,1,1,1
"Lester",12,0,9,35789,18,3,1,0,0
"James",10,0,11,35160,18,4,1,1,0
"Anthony",9,0,12,34624,18,5,0,0,0
"Mark",7,0,14,35037,18,6,0,0,0
"Jordan",7,0,14,33610,18,7,0,0,0
"Simon",7,0,14,33205,18,8,0,0,0
"Luke",17,0,4,37009,19,1,1,0,0
