"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Lester",14,0,7,36514,1,1,1,1,1
"Luke",13,0,8,35051,1,2,1,1,0
"James",12,0,9,34901,1,3,1,0,0
"Mark",11,0,10,35795,1,4,1,0,0
"Anthony",11,0,10,34937,1,5,0,0,0
"Paul",9,0,12,36033,1,6,0,0,0
"Jordan",8,0,13,34460,1,7,0,0,0
"Simon",6,0,15,33912,1,8,0,0,0
"Lester",14,0,7,36047,2,1,1,0,0
"Luke",13,0,8,35133,2,2,1,0,0
"Mark",12,0,9,36281,2,3,1,1,1
"Paul",11,0,10,36354,2,4,1,1,0
"Anthony",11,0,10,35285,2,5,0,0,0
"James",11,0,10,35008,2,6,0,0,0
"Jordan",8,0,13,34074,2,7,0,0,0
"Simon",4,0,17,33508,2,8,0,0,0
"Lester",14,0,7,36403,3,1,1,1,1
"Mark",14,0,7,36079,3,2,1,1,0
"Paul",12,0,9,36161,3,3,1,0,0
"Luke",11,0,10,34675,3,4,1,0,0
"James",11,0,10,34672,3,5,0,0,0
"Anthony",10,0,11,35535,3,6,0,0,0
"Jordan",7,0,14,33894,3,7,0,0,0
"Simon",5,0,16,33252,3,8,0,0,0
"Lester",14,0,7,36817,4,1,1,1,1
"Paul",13,1,7,36476,4,2,1,1,0
"Luke",13,0,8,35283,4,3,1,0,0
"Mark",11,0,10,35924,4,4,1,0,0
"Anthony",10,0,11,34918,4,5,0,0,0
"James",9,0,12,34354,4,6,0,0,0
"Jordan",7,0,14,33900,4,7,0,0,0
"Simon",6,1,14,34087,4,8,0,0,0
"Lester",14,0,7,36532,5,1,1,1,1
"Mark",13,0,8,36024,5,2,1,0,0
"Luke",12,0,9,35015,5,3,1,1,0
"James",11,0,10,35008,5,4,1,0,0
"Paul",10,0,11,35693,5,5,0,0,0
"Jordan",9,0,12,34457,5,6,0,0,0
"Anthony",8,0,13,35205,5,7,0,0,0
"Simon",7,0,14,33802,5,8,0,0,0
"Lester",14,0,7,36408,6,1,1,1,1
"Mark",12,0,9,36109,6,2,1,1,0
"Luke",12,0,9,34619,6,3,1,0,0
"Paul",11,0,10,36225,6,4,1,0,0
"James",11,0,10,34878,6,5,0,0,0
"Anthony",10,0,11,35483,6,6,0,0,0
"Jordan",8,0,13,34688,6,7,0,0,0
"Simon",6,0,15,33577,6,8,0,0,0
"Mark",13,0,8,36521,7,1,1,1,1
"Lester",13,0,8,36394,7,2,1,0,0
"Luke",13,0,8,35215,7,3,1,1,0
"Anthony",12,0,9,35534,7,4,1,0,0
"Paul",11,0,10,35930,7,5,0,0,0
"James",9,0,12,33974,7,6,0,0,0
"Jordan",8,0,13,34639,7,7,0,0,0
"Simon",5,0,16,33464,7,8,0,0,0
"Luke",14,0,7,35392,8,1,1,0,0
"Paul",13,0,8,35900,8,2,1,1,0
"Lester",12,0,9,36111,8,3,1,0,0
"Mark",12,0,9,36025,8,4,1,1,1
"Anthony",10,0,11,35389,8,5,0,0,0
"Jordan",10,0,11,34724,8,6,0,0,0
"James",9,0,12,34675,8,7,0,0,0
"Simon",4,0,17,33592,8,8,0,0,0
"Lester",13,0,8,36696,9,1,1,1,1
"Anthony",12,0,9,35833,9,2,1,1,0
"Luke",12,0,9,34608,9,3,1,0,0
"Paul",11,0,10,36277,9,4,1,0,0
"Mark",11,0,10,35889,9,5,0,0,0
"James",11,0,10,34674,9,6,0,0,0
"Jordan",9,0,12,34474,9,7,0,0,0
"Simon",5,0,16,33858,9,8,0,0,0
"Lester",13,0,8,35661,10,1,1,1,0
"Mark",12,0,9,35715,10,2,1,1,1
"Luke",12,0,9,34648,10,3,1,0,0
"Paul",11,0,10,36020,10,4,1,0,0
"James",10,0,11,34621,10,5,0,0,0
"Anthony",10,0,11,34595,10,6,0,0,0
"Jordan",8,0,13,34227,10,7,0,0,0
"Simon",8,0,13,34213,10,8,0,0,0
"Paul",14,0,7,36515,11,1,1,1,0
"Lester",14,0,7,35938,11,2,1,0,0
"James",12,0,9,34741,11,3,1,1,1
"Mark",11,0,10,35569,11,4,1,0,0
"Anthony",11,0,10,35013,11,5,0,0,0
"Luke",11,0,10,34741,11,6,0,0,0
"Jordan",8,0,13,34733,11,7,0,0,0
"Simon",3,0,18,33182,11,8,0,0,0
"Lester",13,0,8,36494,12,1,1,0,0
"Luke",13,0,8,34942,12,2,1,1,0
"Anthony",11,0,10,35342,12,3,1,0,0
"James",11,0,10,34872,12,4,1,1,1
"Mark",10,0,11,35484,12,5,0,0,0
"Paul",9,0,12,35360,12,6,0,0,0
"Jordan",9,0,12,34770,12,7,0,0,0
"Simon",8,0,13,33940,12,8,0,0,0
"Anthony",13,0,8,35344,13,1,1,1,1
"Lester",12,0,9,35846,13,2,1,1,0
"Paul",12,0,9,35748,13,3,1,0,0
"Luke",12,0,9,34353,13,4,1,0,0
"Mark",11,0,10,36066,13,5,0,0,0
"James",10,0,11,34399,13,6,0,0,0
"Jordan",8,0,13,34322,13,7,0,0,0
"Simon",6,0,15,33990,13,8,0,0,0
"Lester",15,0,6,36679,14,1,1,1,1
"Paul",13,0,8,36657,14,2,1,1,0
"Luke",12,0,9,35074,14,3,1,0,0
"Anthony",11,0,10,35575,14,4,1,0,0
"Mark",11,0,10,35247,14,5,0,0,0
"James",10,0,11,34851,14,6,0,0,0
"Jordan",7,0,14,33934,14,7,0,0,0
"Simon",5,0,16,33685,14,8,0,0,0
"Paul",13,0,8,36335,15,1,1,1,1
"Lester",12,0,9,36037,15,2,1,0,0
"Mark",11,0,10,35966,15,3,1,1,0
"Anthony",11,0,10,35295,15,4,1,0,0
"Luke",11,0,10,34978,15,5,0,0,0
"James",11,0,10,34651,15,6,0,0,0
"Jordan",10,0,11,34645,15,7,0,0,0
"Simon",5,0,16,33238,15,8,0,0,0
"Lester",14,0,7,36167,16,1,1,0,0
"Luke",14,0,7,35284,16,2,1,1,1
"Paul",12,0,9,36293,16,3,1,0,0
"James",11,0,10,34777,16,4,1,1,0
"Anthony",10,0,11,34945,16,5,0,0,0
"Mark",9,0,12,35460,16,6,0,0,0
"Jordan",8,0,13,34322,16,7,0,0,0
"Simon",6,0,15,33972,16,8,0,0,0
"Lester",13,0,8,36815,17,1,1,1,0
"Paul",12,0,9,36154,17,2,1,1,1
"Mark",12,0,9,35941,17,3,1,0,0
"Luke",12,0,9,34777,17,4,1,0,0
"Anthony",11,0,10,35079,17,5,0,0,0
"James",11,0,10,34766,17,6,0,0,0
"Jordan",8,0,13,34595,17,7,0,0,0
"Simon",5,0,16,33199,17,8,0,0,0
"Lester",14,0,7,36587,18,1,1,1,1
"Paul",13,0,8,36387,18,2,1,1,0
"Luke",13,0,8,35302,18,3,1,0,0
"Mark",11,0,10,35485,18,4,1,0,0
"Anthony",9,0,12,35512,18,5,0,0,0
"Jordan",9,0,12,34800,18,6,0,0,0
"James",9,0,12,34205,18,7,0,0,0
"Simon",6,0,15,33625,18,8,0,0,0
"Anthony",13,0,8,36393,19,1,1,0,0
"Luke",13,0,8,35401,19,2,1,1,0
"Paul",12,0,9,36827,19,3,1,0,0
"Lester",12,0,9,36611,19,4,1,1,1
"Mark",11,0,10,35515,19,5,0,0,0
"Jordan",10,0,11,34623,19,6,0,0,0
"James",9,0,12,34313,19,7,0,0,0
"Simon",4,0,17,33596,19,8,0,0,0
"Lester",14,0,7,36066,20,1,1,0,0
"Luke",14,0,7,35287,20,2,1,0,0
