"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Mark",14,0,7,36187,1,1,1,1,1
"Luke",14,0,7,35745,1,2,1,1,0
"Anthony",12,0,9,36208,1,3,1,0,0
"Lester",10,0,11,35723,1,4,1,0,0
"Jordan",10,0,11,35107,1,5,0,0,0
"Paul",9,0,12,35976,1,6,0,0,0
"Simon",8,0,13,34452,1,7,0,0,0
"James",7,0,14,35948,1,8,0,0,0
"Anthony",15,0,6,36230,2,1,1,1,1
"Lester",12,0,9,36046,2,2,1,1,0
"Luke",11,0,10,35868,2,3,1,0,0
"Mark",11,0,10,35084,2,4,1,0,0
"Simon",10,0,11,35436,2,5,0,0,0
"Paul",9,0,12,35407,2,6,0,0,0
"James",8,0,13,35542,2,7,0,0,0
"Jordan",8,0,13,34696,2,8,0,0,0
"Luke",14,0,7,35623,3,1,1,1,0
"Lester",12,0,9,36053,3,2,1,1,1
"Jordan",12,0,9,35583,3,3,1,0,0
"Anthony",10,0,11,36128,3,4,1,0,0
"James",10,0,11,35425,3,5,0,0,0
"Paul",10,0,11,35315,3,6,0,0,0
"Mark",8,0,13,35323,3,7,0,0,0
"Simon",8,0,13,35128,3,8,0,0,0
"Lester",13,0,8,36894,4,1,1,1,0
"Anthony",13,0,8,35987,4,2,1,1,1
"Mark",13,0,8,35814,4,3,1,0,0
"James",11,0,10,36018,4,4,1,0,0
"Luke",9,1,11,35911,4,5,0,0,0
"Simon",8,1,12,35735,4,6,0,0,0
"Paul",8,0,13,35077,4,7,0,0,0
"Jordan",8,0,13,34876,4,8,0,0,0
"Mark",14,0,7,36173,5,1,1,0,0
"Anthony",14,0,7,36018,5,2,1,0,0
"Lester",13,0,8,36262,5,3,1,1,1
"Luke",11,0,10,36437,5,4,1,1,0
"James",11,0,10,35926,5,5,0,0,0
"Paul",8,1,12,34881,5,6,0,0,0
"Jordan",8,1,12,34399,5,7,0,0,0
"Simon",4,0,17,35003,5,8,0,0,0
"Paul",13,0,8,35360,6,1,1,0,0
"Anthony",12,0,9,36536,6,2,1,1,1
"Simon",12,0,9,35498,6,3,1,0,0
"Lester",11,0,10,36191,6,4,1,1,0
"Jordan",11,0,10,35028,6,5,0,0,0
"Mark",10,0,11,36254,6,6,0,0,0
"Luke",9,0,12,35945,6,7,0,0,0
"James",6,0,15,35035,6,8,0,0,0
"Anthony",16,0,5,37127,7,1,1,1,0
"Lester",15,0,6,36945,7,2,1,1,1
"Luke",13,0,8,35713,7,3,1,0,0
"James",11,0,10,36097,7,4,1,0,0
"Paul",10,0,11,35634,7,5,0,0,0
"Mark",10,0,11,35578,7,6,0,0,0
"Jordan",7,0,14,34544,7,7,0,0,0
"Simon",2,0,19,35030,7,8,0,0,0
"Anthony",13,1,7,36359,8,1,1,1,0
"Luke",13,0,8,36079,8,2,1,1,1
"Lester",13,0,8,35979,8,3,1,0,0
"Mark",12,0,9,35541,8,4,1,0,0
"Paul",12,0,9,35492,8,5,0,0,0
"Simon",8,0,13,35325,8,6,0,0,0
"Jordan",6,1,14,34013,8,7,0,0,0
"James",6,0,15,34192,8,8,0,0,0
"Anthony",15,0,6,35536,9,1,1,1,1
"Lester",12,0,9,35970,9,2,1,0,0
"Paul",11,0,10,35982,9,3,1,1,0
"Simon",10,0,11,35970,9,4,1,0,0
"Jordan",10,0,11,34805,9,5,0,0,0
"Luke",9,0,12,35526,9,6,0,0,0
"James",9,0,12,35216,9,7,0,0,0
"Mark",8,0,13,35907,9,8,0,0,0
"Luke",15,0,6,36707,10,1,1,0,0
"Anthony",14,0,7,36577,10,2,1,0,0
"Lester",13,0,8,36065,10,3,1,1,1
"Mark",12,0,9,36061,10,4,1,1,0
"Simon",9,0,12,35794,10,5,0,0,0
"Paul",9,0,12,35430,10,6,0,0,0
"James",6,0,15,35499,10,7,0,0,0
"Jordan",6,0,15,34986,10,8,0,0,0
"Anthony",17,0,4,36991,11,1,1,0,0
"Luke",14,0,7,35874,11,2,1,0,0
"Mark",12,0,9,35794,11,3,1,1,0
"Paul",9,0,12,36130,11,4,1,1,1
"Lester",9,0,12,35802,11,5,0,0,0
"Jordan",9,0,12,34810,11,6,0,0,0
"Simon",7,0,14,35790,11,7,0,0,0
"James",7,0,14,35518,11,8,0,0,0
"Luke",13,0,8,36419,12,1,1,1,1
"Anthony",13,0,8,35729,12,2,1,1,0
"James",12,0,9,36177,12,3,1,0,0
"Mark",11,0,10,35809,12,4,1,0,0
"Lester",10,0,11,35784,12,5,0,0,0
"Paul",9,0,12,36336,12,6,0,0,0
"Jordan",9,0,12,34656,12,7,0,0,0
"Simon",7,0,14,35197,12,8,0,0,0
"Lester",14,0,7,36117,13,1,1,0,0
"Anthony",13,0,8,35441,13,2,1,0,0
"Paul",10,0,11,36366,13,3,1,1,1
"Luke",10,0,11,36252,13,4,1,1,0
"Simon",10,0,11,35339,13,5,0,0,0
"Jordan",10,0,11,34968,13,6,0,0,0
"James",9,0,12,35506,13,7,0,0,0
"Mark",8,0,13,35247,13,8,0,0,0
"Anthony",15,0,6,36663,14,1,1,1,0
"Luke",14,0,7,36186,14,2,1,0,0
"Lester",12,0,9,35849,14,3,1,1,1
"Mark",11,0,10,36170,14,4,1,0,0
"Jordan",9,0,12,34690,14,5,0,0,0
"Simon",8,0,13,36000,14,6,0,0,0
"Paul",8,0,13,35401,14,7,0,0,0
"James",7,0,14,35297,14,8,0,0,0
"Jordan",15,0,6,36371,15,1,1,0,0
"Anthony",14,0,7,35987,15,2,1,1,1
"Luke",12,0,9,36972,15,3,1,0,0
"Lester",11,0,10,36325,15,4,1,1,0
"James",11,0,10,35502,15,5,0,0,0
"Mark",9,1,11,34911,15,6,0,0,0
"Paul",6,0,15,35132,15,7,0,0,0
"Simon",5,1,15,35058,15,8,0,0,0
"Anthony",14,0,7,36497,16,1,1,0,0
"James",13,0,8,36076,16,2,1,0,0
"Lester",13,0,8,35937,16,3,1,1,1
"Simon",10,0,11,35508,16,4,1,1,0
"Mark",9,0,12,36355,16,5,0,0,0
"Luke",9,0,12,35718,16,6,0,0,0
"Paul",8,0,13,35421,16,7,0,0,0
"Jordan",8,0,13,34592,16,8,0,0,0
"Luke",19,0,2,36397,17,1,1,1,1
"Anthony",18,0,3,36991,17,2,1,1,0
"Jordan",10,0,11,34775,17,3,1,0,0
"James",8,0,13,35767,17,4,1,0,0
"Simon",8,0,13,35717,17,5,0,0,0
"Mark",8,0,13,35105,17,6,0,0,0
"Paul",7,0,14,35252,17,7,0,0,0
"Lester",6,0,15,35383,17,8,0,0,0
"Anthony",15,0,6,36665,18,1,1,1,1
"Luke",13,0,8,36469,18,2,1,0,0
"Paul",13,0,8,36232,18,3,1,1,0
"James",11,0,10,35545,18,4,1,0,0
"Mark",9,0,12,35883,18,5,0,0,0
"Lester",8,0,13,35867,18,6,0,0,0
"Jordan",8,0,13,34723,18,7,0,0,0
"Simon",7,0,14,35439,18,8,0,0,0
"Anthony",15,0,6,36478,19,1,1,0,0
"James",14,0,7,36477,19,2,1,1,1
"Luke",10,0,11,35974,19,3,1,0,0
"Mark",10,0,11,35940,19,4,1,1,0
"Paul",9,0,12,36177,19,5,0,0,0
"Lester",9,0,12,35064,19,6,0,0,0
"Jordan",9,0,12,34825,19,7,0,0,0
"Simon",8,0,13,34818,19,8,0,0,0
"Paul",12,0,9,36309,20,1,1,1,1
"Anthony",12,0,9,36253,20,2,1,1,0
"Jordan",12,0,9,35231,20,3,1,0,0
"Simon",11,0,10,36081,20,4,1,0,0
"Luke",11,0,10,35993,20,5,0,0,0
"Lester",10,0,11,35740,20,6,0,0,0
"Mark",9,0,12,35127,20,7,0,0,0
"James",7,0,14,34713,20,8,0,0,0
"Anthony",18,0,3,37088,21,1,1,0,0
"Luke",14,0,7,36579,21,2,1,1,0
"James",11,0,10,35861,21,3,1,0,0
"Mark",11,0,10,35764,21,4,1,1,1
"Lester",9,0,12,36090,21,5,0,0,0
"Paul",9,0,12,35446,21,6,0,0,0
"Jordan",8,0,13,34922,21,7,0,0,0
"Simon",4,0,17,34971,21,8,0,0,0
"Anthony",15,0,6,36454,22,1,1,1,0
"Luke",14,0,7,36599,22,2,1,1,1
"Mark",11,0,10,35659,22,3,1,0,0
"Lester",10,0,11,35821,22,4,1,0,0
"Simon",10,0,11,35787,22,5,0,0,0
"Jordan",9,0,12,35506,22,6,0,0,0
"James",8,0,13,35375,22,7,0,0,0
"Paul",7,0,14,35455,22,8,0,0,0
"Anthony",13,0,8,35861,23,1,1,0,0
"Mark",12,0,9,36178,23,2,1,0,0
"Lester",11,0,10,35810,23,3,1,1,0
"Jordan",11,0,10,34798,23,4,1,1,1
"Luke",10,0,11,36046,23,5,0,0,0
"Paul",10,0,11,35999,23,6,0,0,0
"Simon",9,0,12,35619,23,7,0,0,0
"James",8,0,13,35800,23,8,0,0,0
"Anthony",16,0,5,36468,24,1,1,1,1
"Lester",14,0,7,36584,24,2,1,1,0
"Luke",11,0,10,35883,24,3,1,0,0
"Jordan",10,0,11,34587,24,4,1,0,0
"Mark",9,0,12,35316,24,5,0,0,0
"Simon",9,0,12,35282,24,6,0,0,0
