"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",14,0,7,36234,1,1,1,1,1
"Anthony",14,0,7,35722,1,2,1,1,0
"Lester",12,0,9,35440,1,3,1,0,0
"James",11,0,10,33767,1,4,1,0,0
"Simon",10,0,11,35596,1,5,0,0,0
"Mark",9,0,12,34137,1,6,0,0,0
"Paul",8,0,13,34716,1,7,0,0,0
"Jordan",6,0,15,33810,1,8,0,0,0
"Luke",15,0,6,36258,2,1,1,1,1
"Anthony",15,0,6,35669,2,2,1,0,0
"Lester",11,0,10,35795,2,3,1,1,0
"James",11,0,10,33929,2,4,1,0,0
"Paul",9,0,12,34967,2,5,0,0,0
"Mark",9,0,12,34010,2,6,0,0,0
"Simon",8,0,13,34973,2,7,0,0,0
"Jordan",6,0,15,33525,2,8,0,0,0
"Luke",15,0,6,36119,3,1,1,1,1
"Anthony",14,0,7,34930,3,2,1,0,0
"Lester",12,0,9,35734,3,3,1,1,0
"James",10,0,11,34018,3,4,1,0,0
"Mark",10,0,11,33996,3,5,0,0,0
"Paul",9,0,12,34921,3,6,0,0,0
"Simon",7,0,14,34900,3,7,0,0,0
"Jordan",7,0,14,33657,3,8,0,0,0
"Luke",16,0,5,36228,4,1,1,1,1
"Anthony",15,0,6,35687,4,2,1,0,0
"Lester",12,0,9,35415,4,3,1,1,0
"Simon",9,0,12,35685,4,4,1,0,0
"Paul",9,0,12,35367,4,5,0,0,0
"James",9,0,12,33910,4,6,0,0,0
"Mark",8,0,13,33747,4,7,0,0,0
"Jordan",6,0,15,34170,4,8,0,0,0
"Luke",16,0,5,36214,5,1,1,1,1
"Anthony",13,0,8,34826,5,2,1,1,0
"Lester",11,0,10,34967,5,3,1,0,0
"James",11,0,10,33756,5,4,1,0,0
"Mark",9,0,12,34120,5,5,0,0,0
"Simon",8,0,13,35386,5,6,0,0,0
"Paul",8,0,13,34901,5,7,0,0,0
"Jordan",8,0,13,34197,5,8,0,0,0
"Luke",14,0,7,35681,6,1,1,1,0
"Anthony",14,0,7,35318,6,2,1,1,1
"Lester",12,0,9,35343,6,3,1,0,0
"Paul",10,0,11,35138,6,4,1,0,0
"James",10,0,11,33667,6,5,0,0,0
"Simon",9,0,12,35174,6,6,0,0,0
"Mark",9,0,12,33799,6,7,0,0,0
"Jordan",6,0,15,33576,6,8,0,0,0
"Luke",16,0,5,36637,7,1,1,0,0
"Anthony",15,0,6,35618,7,2,1,1,1
"James",11,0,10,34040,7,3,1,0,0
"Lester",10,0,11,35755,7,4,1,1,0
"Paul",9,0,12,35005,7,5,0,0,0
"Mark",9,0,12,34315,7,6,0,0,0
"Simon",8,0,13,35151,7,7,0,0,0
"Jordan",6,0,15,33374,7,8,0,0,0
"Luke",16,0,5,36264,8,1,1,0,0
"Anthony",15,0,6,35092,8,2,1,0,0
"Lester",11,0,10,34732,8,3,1,1,1
"Mark",10,0,11,34508,8,4,1,1,0
"James",10,0,11,34253,8,5,0,0,0
"Paul",9,0,12,35187,8,6,0,0,0
"Simon",7,0,14,35143,8,7,0,0,0
"Jordan",6,0,15,33729,8,8,0,0,0
"Anthony",15,0,6,35606,9,1,1,0,0
"Luke",13,0,8,35321,9,2,1,1,0
"James",12,0,9,34491,9,3,1,0,0
"Lester",11,0,10,34911,9,4,1,1,1
"Mark",10,0,11,34261,9,5,0,0,0
"Simon",9,0,12,35247,9,6,0,0,0
"Paul",8,0,13,35318,9,7,0,0,0
"Jordan",6,0,15,33990,9,8,0,0,0
"Luke",16,0,5,36431,10,1,1,0,0
"Anthony",15,0,6,35177,10,2,1,0,0
"James",11,0,10,33855,10,3,1,1,1
"Paul",10,0,11,35239,10,4,1,1,0
"Lester",10,0,11,34925,10,5,0,0,0
"Mark",9,0,12,34097,10,6,0,0,0
"Simon",7,0,14,34868,10,7,0,0,0
"Jordan",6,0,15,33463,10,8,0,0,0
"Luke",15,0,6,35978,11,1,1,1,0
"Anthony",14,0,7,35079,11,2,1,1,1
"Lester",10,0,11,34923,11,3,1,0,0
"Mark",10,0,11,34394,11,4,1,0,0
"James",10,0,11,33847,11,5,0,0,0
"Simon",9,0,12,35215,11,6,0,0,0
"Paul",9,0,12,35175,11,7,0,0,0
"Jordan",7,0,14,33662,11,8,0,0,0
"Luke",15,0,6,36227,12,1,1,1,1
"Anthony",13,0,8,34923,12,2,1,0,0
"Lester",12,0,9,35513,12,3,1,1,0
"James",12,0,9,34739,12,4,1,0,0
"Mark",10,0,11,33908,12,5,0,0,0
"Paul",8,0,13,35362,12,6,0,0,0
"Simon",7,0,14,34913,12,7,0,0,0
"Jordan",7,0,14,34180,12,8,0,0,0
"Anthony",15,0,6,35600,13,1,1,0,0
"Luke",14,0,7,35639,13,2,1,0,0
"Lester",12,0,9,35022,13,3,1,1,0
"James",11,0,10,33782,13,4,1,1,1
"Mark",10,0,11,34128,13,5,0,0,0
"Simon",9,0,12,35441,13,6,0,0,0
"Paul",8,0,13,35241,13,7,0,0,0
"Jordan",5,0,16,33378,13,8,0,0,0
"Luke",15,0,6,36344,14,1,1,1,1
"Anthony",13,0,8,35111,14,2,1,1,0
"Lester",12,0,9,35471,14,3,1,0,0
"Simon",10,0,11,35329,14,4,1,0,0
"Mark",9,0,12,34271,14,5,0,0,0
"James",9,0,12,33285,14,6,0,0,0
"Paul",8,0,13,35407,14,7,0,0,0
"Jordan",8,0,13,34356,14,8,0,0,0
"Anthony",15,0,6,35699,15,1,1,1,0
"Luke",14,0,7,35496,15,2,1,0,0
"Lester",12,0,9,36122,15,3,1,1,1
"James",10,0,11,34363,15,4,1,0,0
"Mark",9,0,12,33852,15,5,0,0,0
"Paul",8,0,13,35622,15,6,0,0,0
"Simon",8,0,13,35137,15,7,0,0,0
