"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",16,0,5,36367,1,1,1,1,0
"Lester",12,0,9,36134,1,2,1,0,0
"Anthony",11,0,10,36513,1,3,1,1,1
"Simon",10,0,11,35569,1,4,1,0,0
"Mark",9,0,12,35950,1,5,0,0,0
"James",9,0,12,35914,1,6,0,0,0
"Jordan",9,0,12,35281,1,7,0,0,0
"Paul",8,0,13,35776,1,8,0,0,0
"Anthony",15,0,6,37945,2,1,1,0,0
"Mark",13,0,8,36626,2,2,1,1,0
"Luke",12,0,9,36911,2,3,1,0,0
"Jordan",10,0,11,36152,2,4,1,1,1
"Lester",9,0,12,36727,2,5,0,0,0
"Paul",9,0,12,36509,2,6,0,0,0
"James",9,0,12,34819,2,7,0,0,0
"Simon",7,0,14,35962,2,8,0,0,0
"Lester",13,0,8,36435,3,1,1,1,1
"Anthony",12,0,9,36806,3,2,1,0,0
"Luke",12,0,9,36768,3,3,1,1,0
"Paul",11,0,10,36242,3,4,1,0,0
"Mark",10,0,11,36593,3,5,0,0,0
"Simon",10,0,11,36276,3,6,0,0,0
"James",9,0,12,35299,3,7,0,0,0
"Jordan",7,0,14,35117,3,8,0,0,0
"Anthony",16,0,5,37192,4,1,1,1,1
"Luke",15,0,6,36999,4,2,1,1,0
"Mark",12,0,9,36183,4,3,1,0,0
"Lester",10,0,11,35842,4,4,1,0,0
"Paul",9,0,12,36271,4,5,0,0,0
"James",9,0,12,35829,4,6,0,0,0
"Simon",7,0,14,35726,4,7,0,0,0
"Jordan",6,0,15,35464,4,8,0,0,0
"Luke",17,0,4,37842,5,1,1,0,0
"Anthony",13,0,8,36638,5,2,1,0,0
"Lester",10,0,11,36528,5,3,1,1,0
"Mark",10,0,11,35370,5,4,1,1,1
"James",9,0,12,36454,5,5,0,0,0
"Simon",9,0,12,36028,5,6,0,0,0
"Paul",9,0,12,35940,5,7,0,0,0
"Jordan",7,0,14,35637,5,8,0,0,0
"Anthony",15,0,6,36964,6,1,1,1,0
"Lester",12,0,9,36518,6,2,1,0,0
"Luke",11,0,10,36810,6,3,1,1,1
"Simon",11,0,10,36059,6,4,1,0,0
"Jordan",11,0,10,35258,6,5,0,0,0
"Mark",10,0,11,35409,6,6,0,0,0
"Paul",9,0,12,36371,6,7,0,0,0
"James",5,0,16,35094,6,8,0,0,0
"Luke",16,0,5,37969,7,1,1,0,0
"Mark",13,0,8,36098,7,2,1,0,0
"Anthony",12,0,9,36591,7,3,1,1,0
"Lester",11,0,10,36627,7,4,1,1,1
"James",10,0,11,35218,7,5,0,0,0
"Jordan",10,0,11,35080,7,6,0,0,0
"Paul",6,1,14,36083,7,7,0,0,0
"Simon",5,1,15,34919,7,8,0,0,0
"Luke",16,0,5,38024,8,1,1,1,1
"Anthony",14,0,7,37447,8,2,1,1,0
"James",11,0,10,35526,8,3,1,0,0
"Lester",10,0,11,36722,8,4,1,0,0
"Mark",10,0,11,36324,8,5,0,0,0
"Simon",9,0,12,35953,8,6,0,0,0
"Jordan",8,0,13,35116,8,7,0,0,0
"Paul",6,0,15,35863,8,8,0,0,0
"Anthony",17,0,4,37713,9,1,1,1,1
"Mark",14,0,7,37060,9,2,1,0,0
"Luke",14,0,7,36788,9,3,1,1,0
"Lester",10,0,11,35772,9,4,1,0,0
"Simon",9,0,12,35850,9,5,0,0,0
"James",7,0,14,35687,9,6,0,0,0
"Jordan",7,0,14,34841,9,7,0,0,0
"Paul",6,0,15,35312,9,8,0,0,0
"Mark",14,0,7,36025,10,1,1,1,0
"Luke",13,0,8,36905,10,2,1,1,1
"Anthony",13,0,8,36674,10,3,1,0,0
"Simon",10,0,11,35789,10,4,1,0,0
"Jordan",10,0,11,35626,10,5,0,0,0
"Lester",8,0,13,36307,10,6,0,0,0
"Paul",8,0,13,36259,10,7,0,0,0
"James",8,0,13,35884,10,8,0,0,0
"Anthony",15,0,6,37415,11,1,1,1,0
"Luke",13,0,8,36674,11,2,1,1,1
"Mark",12,0,9,36096,11,3,1,0,0
"Jordan",11,0,10,35298,11,4,1,0,0
"Simon",9,0,12,36277,11,5,0,0,0
"Lester",9,0,12,36174,11,6,0,0,0
"James",8,0,13,35751,11,7,0,0,0
"Paul",7,0,14,36454,11,8,0,0,0
"Anthony",14,0,7,37271,12,1,1,0,0
"Luke",13,0,8,36631,12,2,1,1,0
"Mark",12,0,9,35907,12,3,1,0,0
"Paul",11,0,10,36664,12,4,1,1,1
"Lester",11,0,10,36124,12,5,0,0,0
"James",8,0,13,35449,12,6,0,0,0
"Jordan",8,0,13,35081,12,7,0,0,0
"Simon",7,0,14,34295,12,8,0,0,0
"Luke",14,0,7,37218,13,1,1,1,1
"Mark",14,0,7,36210,13,2,1,0,0
"Anthony",12,1,8,36932,13,3,1,1,0
"Jordan",11,1,9,35533,13,4,1,0,0
"Lester",10,0,11,36139,13,5,0,0,0
"Paul",8,0,13,36168,13,6,0,0,0
"Simon",7,0,14,35461,13,7,0,0,0
"James",7,0,14,34916,13,8,0,0,0
"Anthony",14,0,7,36649,14,1,1,1,0
"Lester",13,0,8,36557,14,2,1,0,0
"Luke",12,0,9,36723,14,3,1,1,1
"Mark",11,0,10,36019,14,4,1,0,0
"James",10,0,11,35619,14,5,0,0,0
"Paul",9,0,12,35875,14,6,0,0,0
"Simon",8,0,13,35707,14,7,0,0,0
"Jordan",7,0,14,34920,14,8,0,0,0
"Anthony",15,0,6,36778,15,1,1,1,1
"Luke",13,0,8,36590,15,2,1,0,0
"Mark",12,0,9,35772,15,3,1,1,0
"Lester",10,0,11,36194,15,4,1,0,0
"Paul",10,0,11,35960,15,5,0,0,0
"James",9,0,12,35897,15,6,0,0,0
"Jordan",9,0,12,35150,15,7,0,0,0
"Simon",6,0,15,35681,15,8,0,0,0
"Luke",17,0,4,37688,16,1,1,1,1
"Anthony",12,0,9,36341,16,2,1,0,0
"James",11,0,10,36568,16,3,1,1,0
"Mark",11,0,10,35981,16,4,1,0,0
"Paul",9,0,12,36204,16,5,0,0,0
"Simon",9,0,12,35604,16,6,0,0,0
"Lester",8,0,13,35958,16,7,0,0,0
"Jordan",7,0,14,34898,16,8,0,0,0
"Anthony",17,0,4,37437,17,1,1,1,1
"Luke",14,0,7,37021,17,2,1,0,0
"Lester",10,0,11,36022,17,3,1,1,0
"Paul",9,0,12,36589,17,4,1,0,0
"James",9,0,12,35786,17,5,0,0,0
"Jordan",9,0,12,35366,17,6,0,0,0
"Simon",8,0,13,35460,17,7,0,0,0
"Mark",8,0,13,35421,17,8,0,0,0
"Luke",14,0,7,36940,18,1,1,1,1
"Simon",12,0,9,36127,18,2,1,0,0
"Paul",11,0,10,36586,18,3,1,1,0
"Anthony",11,0,10,36380,18,4,1,0,0
"Jordan",10,0,11,35340,18,5,0,0,0
"Lester",9,0,12,36435,18,6,0,0,0
"Mark",9,0,12,35786,18,7,0,0,0
"James",8,0,13,35185,18,8,0,0,0
"Anthony",16,0,5,36522,19,1,1,1,0
"Luke",14,0,7,36830,19,2,1,1,1
"Mark",11,0,10,35971,19,3,1,0,0
"Paul",9,0,12,36516,19,4,1,0,0
"Lester",9,0,12,36396,19,5,0,0,0
"Simon",9,0,12,35375,19,6,0,0,0
"James",8,0,13,35248,19,7,0,0,0
"Jordan",8,0,13,34797,19,8,0,0,0
"Paul",12,0,9,36836,20,1,1,0,0
"Mark",12,0,9,36438,20,2,1,1,1
"Anthony",12,0,9,36383,20,3,1,0,0
"Luke",11,0,10,36152,20,4,1,1,0
"James",11,0,10,35819,20,5,0,0,0
"Lester",9,0,12,36304,20,6,0,0,0
"Jordan",9,0,12,35091,20,7,0,0,0
"Simon",8,0,13,35989,20,8,0,0,0
"Anthony",15,0,6,37127,21,1,1,1,0
"Luke",13,0,8,36598,21,2,1,0,0
"Mark",11,0,10,36275,21,3,1,1,1
"Jordan",10,0,11,35734,21,4,1,0,0
"Simon",9,0,12,36193,21,5,0,0,0
"Lester",9,0,12,36013,21,6,0,0,0
"James",9,0,12,35466,21,7,0,0,0
"Paul",8,0,13,36279,21,8,0,0,0
