"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Anthony",14,0,7,36955,1,1,1,1,1
"Luke",13,0,8,36558,1,2,1,0,0
"Mark",11,0,10,35866,1,3,1,1,0
"Lester",11,0,10,35826,1,4,1,0,0
"Simon",11,0,10,35824,1,5,0,0,0
"James",8,0,13,35699,1,6,0,0,0
"Paul",8,0,13,35675,1,7,0,0,0
"Jordan",8,0,13,35405,1,8,0,0,0
"Anthony",17,0,4,37271,2,1,1,0,0
"Lester",14,0,7,36823,2,2,1,0,0
"Luke",12,0,9,36867,2,3,1,1,1
"Paul",10,0,11,36595,2,4,1,1,0
"Mark",10,0,11,35676,2,5,0,0,0
"Jordan",9,0,12,35282,2,6,0,0,0
"James",7,0,14,35857,2,7,0,0,0
"Simon",5,0,16,35298,2,8,0,0,0
"Luke",13,0,8,36381,3,1,1,1,1
"Mark",13,0,8,36361,3,2,1,0,0
"Lester",13,0,8,36267,3,3,1,1,0
"Paul",11,0,10,35309,3,4,1,0,0
"James",9,0,12,34829,3,5,0,0,0
"Anthony",8,1,12,35616,3,6,0,0,0
"Jordan",8,1,12,35460,3,7,0,0,0
"Simon",8,0,13,35532,3,8,0,0,0
"Anthony",16,0,5,36413,4,1,1,0,0
"Lester",13,0,8,36833,4,2,1,1,1
"Luke",13,0,8,36554,4,3,1,0,0
"Paul",10,0,11,36095,4,4,1,1,0
"Mark",10,0,11,36004,4,5,0,0,0
"James",8,0,13,35572,4,6,0,0,0
"Jordan",8,0,13,34804,4,7,0,0,0
"Simon",6,0,15,35163,4,8,0,0,0
"Anthony",13,0,8,36723,5,1,1,0,0
"Paul",13,0,8,36377,5,2,1,1,1
"Simon",12,0,9,36176,5,3,1,0,0
"Luke",11,0,10,36743,5,4,1,1,0
"Lester",10,0,11,35674,5,5,0,0,0
"Jordan",10,0,11,35354,5,6,0,0,0
"Mark",9,0,12,35935,5,7,0,0,0
"James",6,0,15,35328,5,8,0,0,0
"Lester",14,0,7,37449,6,1,1,1,1
"Luke",14,0,7,36419,6,2,1,0,0
"Anthony",12,1,8,36372,6,3,1,1,0
"Simon",12,0,9,35807,6,4,1,0,0
"Mark",11,0,10,35227,6,5,0,0,0
"Paul",8,1,12,35753,6,6,0,0,0
"Jordan",7,0,14,34383,6,7,0,0,0
"James",5,0,16,35352,6,8,0,0,0
"Anthony",16,0,5,36679,7,1,1,1,1
"Luke",12,0,9,36455,7,2,1,1,0
"Paul",11,0,10,36634,7,3,1,0,0
"Lester",10,0,11,36114,7,4,1,0,0
"James",10,0,11,35754,7,5,0,0,0
"Mark",9,0,12,35653,7,6,0,0,0
"Simon",9,0,12,35154,7,7,0,0,0
"Jordan",7,0,14,34223,7,8,0,0,0
"Luke",14,0,7,36907,8,1,1,0,0
"Jordan",13,0,8,35258,8,2,1,0,0
"Anthony",12,0,9,36452,8,3,1,1,1
"Mark",11,0,10,35930,8,4,1,1,0
"Lester",10,0,11,36737,8,5,0,0,0
"Simon",10,0,11,35775,8,6,0,0,0
"Paul",10,0,11,35380,8,7,0,0,0
"James",4,0,17,35313,8,8,0,0,0
"Anthony",17,0,4,37098,9,1,1,1,0
"Luke",17,0,4,36887,9,2,1,1,1
"Lester",11,0,10,35651,9,3,1,0,0
"Paul",10,0,11,36252,9,4,1,0,0
"Simon",9,0,12,35347,9,5,0,0,0
"Jordan",8,0,13,34744,9,6,0,0,0
"Mark",7,0,14,35996,9,7,0,0,0
"James",5,0,16,35161,9,8,0,0,0
"Anthony",15,0,6,36450,10,1,1,1,0
"Lester",14,0,7,37353,10,2,1,0,0
"Luke",13,0,8,36294,10,3,1,1,1
"Simon",11,0,10,35937,10,4,1,0,0
"Paul",10,0,11,35769,10,5,0,0,0
"Mark",9,0,12,36090,10,6,0,0,0
"James",8,0,13,36261,10,7,0,0,0
"Jordan",4,0,17,34184,10,8,0,0,0
"Anthony",16,0,5,36755,11,1,1,1,1
"Paul",12,0,9,36806,11,2,1,1,0
"Luke",12,0,9,36179,11,3,1,0,0
"Lester",10,0,11,36380,11,4,1,0,0
"Jordan",10,0,11,36098,11,5,0,0,0
"Simon",9,0,12,35670,11,6,0,0,0
