"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",15,1,5,36421,1,1,1,0,0
"Anthony",14,0,7,37419,1,2,1,0,0
"Lester",11,0,10,36463,1,3,1,1,1
"Mark",10,1,10,36112,1,4,1,1,0
"Paul",10,0,11,36396,1,5,0,0,0
"Jordan",10,0,11,35689,1,6,0,0,0
"Simon",7,0,14,35117,1,7,0,0,0
"James",6,0,15,35505,1,8,0,0,0
"Anthony",16,0,5,37114,2,1,1,1,1
"Luke",14,0,7,37433,2,2,1,1,0
"Lester",11,0,10,36929,2,3,1,0,0
"Mark",10,0,11,36381,2,4,1,0,0
"Simon",10,0,11,35886,2,5,0,0,0
"Paul",9,0,12,35778,2,6,0,0,0
"James",7,0,14,35822,2,7,0,0,0
"Jordan",7,0,14,35463,2,8,0,0,0
"Anthony",14,0,7,37255,3,1,1,0,0
"Luke",14,0,7,36839,3,2,1,1,1
"Lester",11,0,10,36768,3,3,1,0,0
"James",11,0,10,36157,3,4,1,1,0
"Jordan",11,0,10,35657,3,5,0,0,0
"Mark",10,0,11,35751,3,6,0,0,0
"Paul",7,0,14,35780,3,7,0,0,0
"Simon",6,0,15,35329,3,8,0,0,0
"Anthony",14,0,7,36664,4,1,1,1,1
"Lester",12,0,9,37394,4,2,1,1,0
"Luke",12,0,9,36993,4,3,1,0,0
"Mark",11,0,10,36141,4,4,1,0,0
"James",10,0,11,35995,4,5,0,0,0
"Simon",9,0,12,36253,4,6,0,0,0
"Jordan",9,0,12,35599,4,7,0,0,0
"Paul",7,0,14,35980,4,8,0,0,0
"Luke",14,0,7,37130,5,1,1,1,0
"Anthony",13,0,8,36410,5,2,1,1,1
"Simon",12,0,9,36018,5,3,1,0,0
"Lester",10,0,11,36663,5,4,1,0,0
"Mark",10,0,11,35815,5,5,0,0,0
"James",9,0,12,35700,5,6,0,0,0
"Paul",8,0,13,35864,5,7,0,0,0
"Jordan",8,0,13,35002,5,8,0,0,0
"Anthony",14,0,7,36905,6,1,1,1,1
"Luke",13,0,8,37077,6,2,1,1,0
"Mark",12,0,9,36755,6,3,1,0,0
"James",12,0,9,36320,6,4,1,0,0
"Lester",10,0,11,36715,6,5,0,0,0
"Paul",8,0,13,36027,6,6,0,0,0
"Simon",8,0,13,35907,6,7,0,0,0
"Jordan",7,0,14,34822,6,8,0,0,0
"Anthony",15,0,6,37752,7,1,1,0,0
"Luke",13,0,8,36816,7,2,1,0,0
"Simon",12,0,9,36225,7,3,1,1,1
"Mark",12,0,9,36026,7,4,1,1,0
"Lester",10,0,11,36463,7,5,0,0,0
"Paul",8,0,13,35454,7,6,0,0,0
"James",7,0,14,35155,7,7,0,0,0
"Jordan",7,0,14,34653,7,8,0,0,0
"Anthony",16,0,5,36633,8,1,1,1,1
"Luke",13,0,8,36723,8,2,1,1,0
"Mark",13,0,8,36110,8,3,1,0,0
"Lester",11,0,10,36453,8,4,1,0,0
"Jordan",9,0,12,34513,8,5,0,0,0
"Paul",8,0,13,35741,8,6,0,0,0
"James",7,0,14,35662,8,7,0,0,0
"Simon",7,0,14,35415,8,8,0,0,0
"Anthony",15,0,6,37111,9,1,1,1,1
"Luke",12,0,9,36932,9,2,1,0,0
"Lester",12,0,9,36397,9,3,1,1,0
"Paul",11,0,10,36895,9,4,1,0,0
"Simon",9,0,12,35915,9,5,0,0,0
"Mark",9,0,12,35297,9,6,0,0,0
"James",8,0,13,35581,9,7,0,0,0
"Jordan",8,0,13,35547,9,8,0,0,0
"Luke",16,0,5,37563,10,1,1,1,1
"Anthony",15,0,6,37168,10,2,1,1,0
"Mark",11,0,10,35897,10,3,1,0,0
"Lester",9,0,12,36559,10,4,1,0,0
"Simon",9,0,12,35568,10,5,0,0,0
"Jordan",9,0,12,35493,10,6,0,0,0
"Paul",8,0,13,35676,10,7,0,0,0
"James",7,0,14,35499,10,8,0,0,0
"Lester",15,0,6,36629,11,1,1,1,1
"Anthony",14,0,7,37032,11,2,1,0,0
"Luke",11,0,10,37130,11,3,1,1,0
"James",11,0,10,36275,11,4,1,0,0
"Paul",10,0,11,36407,11,5,0,0,0
"Mark",9,0,12,36255,11,6,0,0,0
"Simon",7,0,14,35337,11,7,0,0,0
"Jordan",7,0,14,35259,11,8,0,0,0
"Luke",16,0,5,37493,12,1,1,1,1
"Anthony",15,0,6,36834,12,2,1,1,0
"Mark",11,0,10,35712,12,3,1,0,0
"Simon",11,0,10,35697,12,4,1,0,0
"Lester",10,0,11,36556,12,5,0,0,0
"James",8,0,13,35434,12,6,0,0,0
"Paul",7,0,14,35627,12,7,0,0,0
"Jordan",6,0,15,35125,12,8,0,0,0
"Anthony",18,0,3,37768,13,1,1,0,0
"Mark",13,0,8,36158,13,2,1,1,0
"Luke",11,0,10,36833,13,3,1,0,0
"Jordan",10,0,11,36109,13,4,1,1,1
"James",9,0,12,35680,13,5,0,0,0
"Simon",9,0,12,35180,13,6,0,0,0
"Lester",8,0,13,36516,13,7,0,0,0
"Paul",6,0,15,36532,13,8,0,0,0
"Luke",14,0,7,37007,14,1,1,1,1
"Mark",14,0,7,36852,14,2,1,0,0
"Anthony",14,0,7,36745,14,3,1,1,0
"Paul",11,0,10,36946,14,4,1,0,0
"Jordan",10,0,11,34930,14,5,0,0,0
"James",8,0,13,35557,14,6,0,0,0
"Simon",7,0,14,35871,14,7,0,0,0
"Lester",6,0,15,36009,14,8,0,0,0
"Anthony",17,0,4,37322,15,1,1,1,1
"Mark",14,0,7,36362,15,2,1,0,0
"Luke",12,0,9,36638,15,3,1,1,0
"Lester",11,0,10,36525,15,4,1,0,0
"Jordan",8,0,13,35520,15,5,0,0,0
"James",8,0,13,35202,15,6,0,0,0
"Simon",7,0,14,35611,15,7,0,0,0
"Paul",7,0,14,35432,15,8,0,0,0
"Anthony",16,0,5,37935,16,1,1,1,1
"Mark",12,0,9,36385,16,2,1,1,0
"Luke",12,0,9,36369,16,3,1,0,0
"Lester",11,0,10,36265,16,4,1,0,0
"James",11,0,10,35839,16,5,0,0,0
"Paul",9,0,12,36337,16,6,0,0,0
"Simon",9,0,12,35458,16,7,0,0,0
"Jordan",4,0,17,34272,16,8,0,0,0
"Luke",15,0,6,37313,17,1,1,1,1
"Anthony",15,0,6,36983,17,2,1,1,0
"Paul",11,0,10,36901,17,3,1,0,0
