"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Anthony",15,0,6,35492,1,1,1,1,1
"Luke",13,0,8,36035,1,2,1,0,0
"Lester",12,0,9,35837,1,3,1,1,0
"James",11,0,10,34337,1,4,1,0,0
"Simon",9,0,12,35129,1,5,0,0,0
"Mark",9,0,12,33772,1,6,0,0,0
"Paul",8,0,13,34938,1,7,0,0,0
"Jordan",7,0,14,33699,1,8,0,0,0
"Luke",14,0,7,35744,2,1,1,0,0
"Anthony",14,0,7,35708,2,2,1,1,1
"Lester",12,0,9,35624,2,3,1,0,0
"Simon",10,0,11,35922,2,4,1,1,0
"James",10,0,11,34018,2,5,0,0,0
"Mark",9,0,12,33743,2,6,0,0,0
"Jordan",8,0,13,34349,2,7,0,0,0
"Paul",7,0,14,34637,2,8,0,0,0
"Anthony",16,0,5,35913,3,1,1,1,1
"Luke",14,0,7,35763,3,2,1,1,0
"Lester",12,0,9,35986,3,3,1,0,0
"James",11,0,10,34289,3,4,1,0,0
"Mark",9,0,12,33575,3,5,0,0,0
"Paul",8,0,13,34917,3,6,0,0,0
"Simon",8,0,13,34891,3,7,0,0,0
"Jordan",6,0,15,33767,3,8,0,0,0
"Anthony",15,0,6,35839,4,1,1,0,0
"Luke",14,0,7,36031,4,2,1,0,0
"Lester",12,0,9,35731,4,3,1,1,0
"Simon",10,0,11,35485,4,4,1,1,1
"James",10,0,11,33810,4,5,0,0,0
"Mark",9,0,12,33872,4,6,0,0,0
"Paul",8,0,13,35058,4,7,0,0,0
"Jordan",6,0,15,33552,4,8,0,0,0
"Anthony",16,0,5,35748,5,1,1,1,1
"Luke",14,0,7,36036,5,2,1,1,0
"Lester",12,0,9,35685,5,3,1,0,0
"Simon",10,0,11,35468,5,4,1,0,0
"James",10,0,11,33987,5,5,0,0,0
"Mark",8,0,13,33462,5,6,0,0,0
"Paul",7,0,14,34829,5,7,0,0,0
"Jordan",7,0,14,33744,5,8,0,0,0
"Anthony",16,0,5,35627,6,1,1,0,0
"Luke",14,0,7,35626,6,2,1,1,0
"Lester",12,0,9,35643,6,3,1,0,0
"James",11,0,10,34349,6,4,1,1,1
"Simon",9,0,12,35272,6,5,0,0,0
"Mark",9,0,12,33676,6,6,0,0,0
"Paul",7,0,14,34762,6,7,0,0,0
"Jordan",6,0,15,33478,6,8,0,0,0
"Anthony",15,0,6,35491,7,1,1,1,0
"Luke",14,0,7,36340,7,2,1,1,1
"Lester",13,0,8,35896,7,3,1,0,0
"James",10,0,11,34253,7,4,1,0,0
"Simon",9,0,12,35594,7,5,0,0,0
"Paul",9,0,12,35361,7,6,0,0,0
"Mark",8,0,13,33675,7,7,0,0,0
"Jordan",6,0,15,33402,7,8,0,0,0
"Anthony",15,0,6,35297,8,1,1,1,1
"Luke",14,0,7,35813,8,2,1,0,0
"Lester",12,0,9,35533,8,3,1,1,0
"James",11,0,10,33676,8,4,1,0,0
"Simon",9,0,12,35306,8,5,0,0,0
"Mark",9,0,12,33550,8,6,0,0,0
"Paul",7,0,14,34601,8,7,0,0,0
"Jordan",7,0,14,33735,8,8,0,0,0
"Anthony",15,0,6,35586,9,1,1,1,1
"Luke",14,0,7,36134,9,2,1,1,0
"Lester",13,0,8,35917,9,3,1,0,0
"James",10,0,11,34291,9,4,1,0,0
"Simon",9,0,12,35148,9,5,0,0,0
"Mark",9,0,12,33744,9,6,0,0,0
"Paul",8,0,13,34743,9,7,0,0,0
"Jordan",6,0,15,33323,9,8,0,0,0
"Anthony",16,0,5,35666,10,1,1,1,1
"Luke",14,0,7,35724,10,2,1,0,0
"Lester",11,0,10,35603,10,3,1,1,0
"James",10,0,11,34535,10,4,1,0,0
"Mark",10,0,11,33902,10,5,0,0,0
"Paul",8,0,13,35191,10,6,0,0,0
"Simon",8,0,13,35086,10,7,0,0,0
"Jordan",7,0,14,33902,10,8,0,0,0
"Anthony",14,0,7,35453,11,1,1,0,0
"Lester",13,0,8,36335,11,2,1,1,1
"Luke",13,0,8,35638,11,3,1,0,0
"James",10,0,11,33999,11,4,1,1,0
"Simon",9,0,12,35342,11,5,0,0,0
"Mark",9,0,12,33760,11,6,0,0,0
"Paul",8,0,13,34991,11,7,0,0,0
"Jordan",8,0,13,33690,11,8,0,0,0
"Anthony",15,0,6,35572,12,1,1,1,1
"Luke",13,0,8,35645,12,2,1,1,0
"Lester",12,0,9,35493,12,3,1,0,0
"Mark",10,0,11,34081,12,4,1,0,0
"Simon",9,0,12,35405,12,5,0,0,0
"James",9,0,12,34173,12,6,0,0,0
"Paul",8,0,13,35166,12,7,0,0,0
"Jordan",8,0,13,34312,12,8,0,0,0
"Luke",15,0,6,36356,13,1,1,1,1
"Anthony",15,0,6,35584,13,2,1,0,0
"Lester",11,0,10,35811,13,3,1,1,0
"Simon",10,0,11,36074,13,4,1,0,0
"James",9,0,12,33884,13,5,0,0,0
"Paul",8,0,13,35142,13,6,0,0,0
"Mark",8,0,13,34256,13,7,0,0,0
"Jordan",8,0,13,33635,13,8,0,0,0
"Anthony",15,0,6,35598,14,1,1,1,0
"Luke",14,0,7,35889,14,2,1,1,1
"Lester",13,0,8,36321,14,3,1,0,0
"James",10,0,11,34225,14,4,1,0,0
"Simon",9,0,12,35281,14,5,0,0,0
"Mark",9,0,12,34352,14,6,0,0,0
"Paul",7,0,14,34558,14,7,0,0,0
"Jordan",7,0,14,33705,14,8,0,0,0
"Anthony",16,0,5,35729,15,1,1,0,0
"Luke",14,0,7,35935,15,2,1,1,1
"Lester",12,0,9,35632,15,3,1,0,0
"James",10,0,11,34065,15,4,1,1,0
"Simon",9,0,12,35264,15,5,0,0,0
"Paul",9,0,12,35170,15,6,0,0,0
"Mark",8,0,13,33790,15,7,0,0,0
"Jordan",6,0,15,33513,15,8,0,0,0
"Anthony",16,0,5,35705,16,1,1,1,1
"Luke",15,0,6,36134,16,2,1,0,0
"Lester",11,0,10,35749,16,3,1,1,0
"Simon",9,0,12,35507,16,4,1,0,0
"Paul",9,0,12,35014,16,5,0,0,0
"James",9,0,12,34070,16,6,0,0,0
"Mark",8,0,13,33681,16,7,0,0,0
"Jordan",7,0,14,33379,16,8,0,0,0
"Luke",14,0,7,36055,17,1,1,0,0
"Anthony",14,0,7,35565,17,2,1,0,0
"Lester",12,0,9,35393,17,3,1,1,1
"James",10,0,11,34379,17,4,1,1,0
"Mark",10,0,11,34140,17,5,0,0,0
"Simon",8,0,13,35292,17,6,0,0,0
"Paul",8,0,13,35051,17,7,0,0,0
"Jordan",8,0,13,34022,17,8,0,0,0
"Anthony",15,0,6,35448,18,1,1,0,0
"Luke",14,0,7,36281,18,2,1,1,0
"Lester",12,0,9,36262,18,3,1,0,0
