"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Anthony",18,0,3,36908,1,1,1,1,1
"Luke",15,0,6,37200,1,2,1,0,0
"Lester",11,0,10,36422,1,3,1,1,0
"Simon",10,0,11,35882,1,4,1,0,0
"Mark",9,0,12,34821,1,5,0,0,0
"Jordan",9,0,12,34389,1,6,0,0,0
"Paul",6,0,15,35275,1,7,0,0,0
"James",6,0,15,34757,1,8,0,0,0
"Anthony",15,0,6,36753,2,1,1,1,1
"Luke",14,0,7,37170,2,2,1,0,0
"Lester",12,0,9,35708,2,3,1,1,0
"Mark",11,0,10,35212,2,4,1,0,0
"James",9,0,12,34808,2,5,0,0,0
"Jordan",9,0,12,34315,2,6,0,0,0
"Simon",8,0,13,35452,2,7,0,0,0
"Paul",6,0,15,35369,2,8,0,0,0
"Anthony",15,0,6,36491,3,1,1,1,1
"Luke",14,0,7,37357,3,2,1,1,0
"Lester",11,0,10,36335,3,3,1,0,0
"Jordan",11,0,10,34540,3,4,1,0,0
"James",9,0,12,35206,3,5,0,0,0
"Mark",9,0,12,34798,3,6,0,0,0
"Paul",8,0,13,35869,3,7,0,0,0
"Simon",7,0,14,35618,3,8,0,0,0
"Luke",16,0,5,37544,4,1,1,1,0
"Anthony",15,0,6,35953,4,2,1,0,0
"Lester",14,0,7,36235,4,3,1,1,1
"Mark",10,0,11,35080,4,4,1,0,0
"James",8,0,13,34968,4,5,0,0,0
"Simon",7,0,14,35562,4,6,0,0,0
"Paul",7,0,14,35304,4,7,0,0,0
"Jordan",7,0,14,34432,4,8,0,0,0
"Anthony",18,0,3,36740,5,1,1,1,0
"Luke",15,0,6,37015,5,2,1,1,1
"Lester",11,0,10,36355,5,3,1,0,0
"Mark",11,0,10,35143,5,4,1,0,0
"Paul",9,0,12,35878,5,5,0,0,0
"James",7,0,14,35362,5,6,0,0,0
"Jordan",7,0,14,34746,5,7,0,0,0
"Simon",6,0,15,35163,5,8,0,0,0
"Anthony",15,1,5,36509,6,1,1,0,0
"Luke",13,1,7,37071,6,2,1,1,1
"Lester",13,0,8,36383,6,3,1,0,0
"Mark",11,0,10,34742,6,4,1,1,0
