"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Anthony",15,0,6,36317,1,1,1,1,0
"Luke",13,0,8,36242,1,2,1,0,0
"Lester",13,0,8,35253,1,3,1,1,1
"James",11,0,10,34231,1,4,1,0,0
"Mark",10,0,11,34545,1,5,0,0,0
"Jordan",9,0,12,34514,1,6,0,0,0
"Simon",7,0,14,35558,1,7,0,0,0
"Paul",6,0,15,35469,1,8,0,0,0
"Anthony",14,0,7,36711,2,1,1,1,0
"Luke",14,0,7,36598,2,2,1,1,1
"Lester",13,0,8,36311,2,3,1,0,0
"Simon",10,0,11,36145,2,4,1,0,0
"James",10,0,11,34653,2,5,0,0,0
"Mark",9,0,12,34190,2,6,0,0,0
"Jordan",8,0,13,34410,2,7,0,0,0
"Paul",6,0,15,35291,2,8,0,0,0
"Luke",15,0,6,36787,3,1,1,1,0
"Anthony",14,0,7,35601,3,2,1,0,0
"Lester",12,0,9,36624,3,3,1,1,1
"James",12,0,9,34938,3,4,1,0,0
"Jordan",9,0,12,34096,3,5,0,0,0
"Simon",8,0,13,35620,3,6,0,0,0
"Paul",7,0,14,35170,3,7,0,0,0
"Mark",7,0,14,34023,3,8,0,0,0
"Luke",16,0,5,36409,4,1,1,0,0
"Anthony",15,0,6,36286,4,2,1,1,1
"Lester",13,0,8,35672,4,3,1,0,0
"Mark",9,0,12,34702,4,4,1,1,0
"Simon",8,0,13,35859,4,5,0,0,0
"James",8,0,13,34461,4,6,0,0,0
"Jordan",8,0,13,34263,4,7,0,0,0
"Paul",7,0,14,34843,4,8,0,0,0
"Luke",14,0,7,35990,5,1,1,1,1
"Anthony",13,0,8,35779,5,2,1,0,0
"Lester",13,0,8,35575,5,3,1,1,0
"Mark",10,0,11,34841,5,4,1,0,0
"Jordan",10,0,11,34364,5,5,0,0,0
"James",9,0,12,34936,5,6,0,0,0
"Paul",8,0,13,35158,5,7,0,0,0
"Simon",7,0,14,35587,5,8,0,0,0
"Anthony",14,0,7,35781,6,1,1,1,0
"Luke",13,0,8,36249,6,2,1,1,1
"Lester",13,0,8,35527,6,3,1,0,0
"Simon",10,0,11,35474,6,4,1,0,0
"Mark",10,0,11,34374,6,5,0,0,0
"James",9,0,12,34700,6,6,0,0,0
"Jordan",8,0,13,34155,6,7,0,0,0
"Paul",7,0,14,35578,6,8,0,0,0
"Anthony",14,0,7,36378,7,1,1,1,0
"Luke",13,0,8,36032,7,2,1,1,1
"Lester",11,0,10,34949,7,3,1,0,0
"Simon",10,0,11,35317,7,4,1,0,0
"Jordan",10,0,11,34419,7,5,0,0,0
"James",9,0,12,34860,7,6,0,0,0
"Mark",9,0,12,34491,7,7,0,0,0
"Paul",8,0,13,35379,7,8,0,0,0
"Luke",14,0,7,36238,8,1,1,1,0
"Anthony",14,0,7,36167,8,2,1,1,1
"Lester",13,0,8,35982,8,3,1,0,0
"Mark",12,0,9,34478,8,4,1,0,0
"Simon",10,0,11,35649,8,5,0,0,0
"Jordan",9,0,12,34484,8,6,0,0,0
"Paul",7,0,14,35205,8,7,0,0,0
"James",5,0,16,34497,8,8,0,0,0
"Anthony",14,0,7,36124,9,1,1,1,0
"Luke",14,0,7,35844,9,2,1,0,0
"Lester",12,0,9,35748,9,3,1,1,1
"Mark",10,0,11,34848,9,4,1,0,0
"James",10,0,11,34494,9,5,0,0,0
"Paul",8,0,13,35395,9,6,0,0,0
"Simon",8,0,13,35127,9,7,0,0,0
"Jordan",8,0,13,34282,9,8,0,0,0
"Anthony",16,0,5,36012,10,1,1,1,1
"Luke",16,0,5,35987,10,2,1,1,0
"Paul",10,0,11,35782,10,3,1,0,0
"Lester",10,0,11,35267,10,4,1,0,0
"Jordan",9,0,12,34315,10,5,0,0,0
"James",8,0,13,34198,10,6,0,0,0
"Mark",8,0,13,34087,10,7,0,0,0
"Simon",7,0,14,35399,10,8,0,0,0
"Anthony",14,0,7,36654,11,1,1,1,1
"Luke",14,0,7,36456,11,2,1,1,0
"Simon",11,0,10,36172,11,3,1,0,0
"Mark",10,1,10,34327,11,4,1,0,0
"Lester",10,0,11,35219,11,5,0,0,0
"Jordan",8,1,12,34280,11,6,0,0,0
"Paul",8,0,13,35647,11,7,0,0,0
"James",8,0,13,34357,11,8,0,0,0
"Anthony",16,0,5,36470,12,1,1,1,1
"Luke",15,0,6,36412,12,2,1,1,0
"Lester",13,0,8,36032,12,3,1,0,0
"Jordan",11,0,10,34153,12,4,1,0,0
"Mark",9,0,12,34583,12,5,0,0,0
"Simon",8,0,13,35128,12,6,0,0,0
"Paul",6,0,15,34596,12,7,0,0,0
"James",6,0,15,34336,12,8,0,0,0
"Anthony",17,0,4,36675,13,1,1,1,0
"Luke",15,0,6,37193,13,2,1,1,1
"Lester",13,0,8,35750,13,3,1,0,0
"Mark",9,0,12,34317,13,4,1,0,0
"Simon",8,0,13,35343,13,5,0,0,0
"James",8,0,13,34197,13,6,0,0,0
"Jordan",8,0,13,34022,13,7,0,0,0
"Paul",6,0,15,35183,13,8,0,0,0
"Luke",14,0,7,36605,14,1,1,1,0
"Anthony",13,0,8,35705,14,2,1,1,1
"Lester",11,0,10,35518,14,3,1,0,0
"Paul",10,0,11,36059,14,4,1,0,0
"Jordan",10,0,11,34581,14,5,0,0,0
"Simon",9,0,12,35538,14,6,0,0,0
"Mark",9,0,12,34463,14,7,0,0,0
"James",8,0,13,34052,14,8,0,0,0
"Luke",15,0,6,36551,15,1,1,1,1
"Anthony",15,0,6,36532,15,2,1,0,0
"Lester",12,0,9,35789,15,3,1,1,0
"Mark",10,0,11,35095,15,4,1,0,0
"Paul",9,0,12,35509,15,5,0,0,0
"Jordan",9,0,12,34881,15,6,0,0,0
"James",8,0,13,34803,15,7,0,0,0
"Simon",6,0,15,35152,15,8,0,0,0
"Lester",14,0,7,36397,16,1,1,1,0
"Luke",14,0,7,36189,16,2,1,1,1
"Anthony",13,0,8,35856,16,3,1,0,0
"Mark",10,0,11,34591,16,4,1,0,0
"James",10,0,11,34574,16,5,0,0,0
"Simon",8,0,13,35292,16,6,0,0,0
"Jordan",8,0,13,34316,16,7,0,0,0
"Paul",7,0,14,35391,16,8,0,0,0
"Luke",14,0,7,36554,17,1,1,0,0
"Lester",13,0,8,36215,17,2,1,1,1
"Anthony",12,0,9,36045,17,3,1,0,0
"Simon",11,0,10,35853,17,4,1,1,0
"Mark",11,0,10,35132,17,5,0,0,0
"Paul",9,0,12,35199,17,6,0,0,0
"James",7,0,14,34125,17,7,0,0,0
"Jordan",7,0,14,33929,17,8,0,0,0
"Anthony",15,0,6,36221,18,1,1,1,1
"Luke",13,0,8,36402,18,2,1,0,0
"Lester",12,0,9,35315,18,3,1,1,0
"Simon",10,0,11,36082,18,4,1,0,0
"Mark",9,0,12,34629,18,5,0,0,0
"Jordan",9,0,12,33797,18,6,0,0,0
"Paul",8,0,13,35308,18,7,0,0,0
"James",8,0,13,34337,18,8,0,0,0
"Luke",15,0,6,35926,19,1,1,1,0
"Anthony",14,0,7,35974,19,2,1,1,1
"Lester",13,0,8,36053,19,3,1,0,0
"James",10,0,11,34479,19,4,1,0,0
"Simon",9,0,12,35524,19,5,0,0,0
"Mark",8,0,13,34206,19,6,0,0,0
"Jordan",8,0,13,33765,19,7,0,0,0
"Paul",7,0,14,35208,19,8,0,0,0
"Luke",16,0,5,36739,20,1,1,1,1
"Anthony",13,0,8,35843,20,2,1,1,0
"Lester",11,0,10,35736,20,3,1,0,0
"Mark",11,0,10,35208,20,4,1,0,0
"Simon",9,0,12,35614,20,5,0,0,0
"Jordan",9,0,12,34025,20,6,0,0,0
"James",8,0,13,34491,20,7,0,0,0
"Paul",7,0,14,35553,20,8,0,0,0
"Anthony",15,0,6,36251,21,1,1,1,1
"Lester",14,0,7,35992,21,2,1,1,0
"Luke",13,0,8,35938,21,3,1,0,0
"Jordan",10,0,11,34215,21,4,1,0,0
"Mark",9,0,12,34288,21,5,0,0,0
"Simon",8,0,13,35497,21,6,0,0,0
"James",8,0,13,34498,21,7,0,0,0
"Paul",7,0,14,35134,21,8,0,0,0
"Anthony",15,0,6,35848,22,1,1,0,0
"Luke",13,0,8,36479,22,2,1,1,1
"Mark",12,0,9,34404,22,3,1,0,0
"Lester",11,0,10,35466,22,4,1,1,0
"Simon",10,0,11,36057,22,5,0,0,0
"Jordan",10,0,11,34196,22,6,0,0,0
