"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Anthony",15,0,6,36332,1,1,1,1,0
"Luke",13,0,8,35786,1,2,1,0,0
"Simon",12,0,9,35814,1,3,1,1,1
"Paul",10,0,11,35583,1,4,1,0,0
"Jordan",10,0,11,34494,1,5,0,0,0
"Lester",9,0,12,35702,1,6,0,0,0
"Mark",8,0,13,35510,1,7,0,0,0
"James",7,0,14,35222,1,8,0,0,0
"Lester",15,0,6,35028,2,1,1,1,1
"Anthony",14,0,7,36929,2,2,1,0,0
"Luke",12,0,9,36046,2,3,1,1,0
"Simon",11,0,10,35294,2,4,1,0,0
"Mark",9,0,12,35231,2,5,0,0,0
"Jordan",9,0,12,34274,2,6,0,0,0
"James",8,0,13,35488,2,7,0,0,0
"Paul",6,0,15,35424,2,8,0,0,0
"Anthony",12,0,9,36226,3,1,1,1,1
"Mark",11,0,10,35853,3,2,1,1,0
"Lester",11,0,10,35601,3,3,1,0,0
"James",11,0,10,35511,3,4,1,0,0
"Jordan",11,0,10,35424,3,5,0,0,0
"Luke",11,0,10,34889,3,6,0,0,0
"Paul",9,0,12,35803,3,7,0,0,0
"Simon",8,0,13,34631,3,8,0,0,0
"Paul",15,0,6,36326,4,1,1,1,0
"Lester",13,0,8,36394,4,2,1,1,1
"Anthony",12,0,9,35768,4,3,1,0,0
"Luke",11,0,10,34764,4,4,1,0,0
"Mark",10,0,11,35095,4,5,0,0,0
"Jordan",9,0,12,34375,4,6,0,0,0
"Simon",8,0,13,35294,4,7,0,0,0
"James",6,0,15,35261,4,8,0,0,0
"Luke",15,0,6,36099,5,1,1,0,0
"Anthony",14,1,6,36151,5,2,1,1,0
"Simon",12,0,9,36036,5,3,1,0,0
"Paul",10,0,11,35511,5,4,1,1,1
"Lester",9,1,11,36565,5,5,0,0,0
"James",9,0,12,34745,5,6,0,0,0
"Mark",7,0,14,35211,5,7,0,0,0
"Jordan",7,0,14,34229,5,8,0,0,0
"Lester",14,0,7,36408,6,1,1,0,0
"Mark",12,0,9,35702,6,2,1,0,0
"James",11,0,10,35247,6,3,1,1,1
"Luke",11,0,10,34378,6,4,1,1,0
"Anthony",10,0,11,36064,6,5,0,0,0
"Simon",9,0,12,35143,6,6,0,0,0
"Jordan",9,0,12,34615,6,7,0,0,0
"Paul",8,0,13,35898,6,8,0,0,0
"James",13,0,8,36253,7,1,1,1,1
"Luke",13,0,8,35949,7,2,1,1,0
"Mark",12,0,9,35883,7,3,1,0,0
"Paul",11,0,10,36439,7,4,1,0,0
"Lester",9,0,12,35258,7,5,0,0,0
"Anthony",9,0,12,35225,7,6,0,0,0
"Simon",9,0,12,34668,7,7,0,0,0
"Jordan",8,0,13,35117,7,8,0,0,0
"Anthony",15,0,6,36042,8,1,1,0,0
"Lester",14,0,7,36411,8,2,1,1,1
"Luke",13,0,8,35855,8,3,1,0,0
"Paul",11,0,10,35639,8,4,1,1,0
"Mark",10,0,11,35734,8,5,0,0,0
"Jordan",10,0,11,35044,8,6,0,0,0
"Simon",6,0,15,34091,8,7,0,0,0
"James",5,0,16,35122,8,8,0,0,0
"Lester",14,0,7,36187,9,1,1,1,0
"Luke",13,0,8,36398,9,2,1,1,1
"Mark",12,0,9,35526,9,3,1,0,0
"Paul",11,0,10,35897,9,4,1,0,0
"Anthony",10,0,11,34894,9,5,0,0,0
"James",9,0,12,35724,9,6,0,0,0
"Jordan",9,0,12,34636,9,7,0,0,0
"Simon",6,0,15,35202,9,8,0,0,0
"Luke",17,0,4,35612,10,1,1,0,0
"Lester",13,0,8,36081,10,2,1,1,1
"Mark",13,0,8,35746,10,3,1,0,0
"Paul",10,0,11,36197,10,4,1,1,0
"Anthony",10,0,11,34570,10,5,0,0,0
"James",8,0,13,34839,10,6,0,0,0
"Jordan",7,0,14,34548,10,7,0,0,0
"Simon",6,0,15,35045,10,8,0,0,0
"Luke",17,0,4,36602,11,1,1,1,1
"Anthony",13,0,8,35852,11,2,1,1,0
"Lester",12,0,9,35636,11,3,1,0,0
"Mark",11,0,10,35315,11,4,1,0,0
"Simon",9,0,12,35047,11,5,0,0,0
"Jordan",9,0,12,34534,11,6,0,0,0
"Paul",8,0,13,36610,11,7,0,0,0
"James",5,0,16,34085,11,8,0,0,0
"Lester",13,0,8,36007,12,1,1,1,0
"Mark",12,0,9,35954,12,2,1,0,0
"Luke",12,0,9,35940,12,3,1,1,1
"Anthony",12,0,9,35733,12,4,1,0,0
"Simon",11,0,10,35616,12,5,0,0,0
"Jordan",10,0,11,35716,12,6,0,0,0
"Paul",9,0,12,36010,12,7,0,0,0
"James",5,0,16,34370,12,8,0,0,0
"Lester",14,0,7,36553,13,1,1,1,0
"Anthony",14,0,7,36355,13,2,1,0,0
"James",13,0,8,36505,13,3,1,1,1
"Simon",11,0,10,35251,13,4,1,0,0
"Mark",10,0,11,35105,13,5,0,0,0
"Luke",9,0,12,36116,13,6,0,0,0
"Jordan",7,0,14,35000,13,7,0,0,0
"Paul",6,0,15,35173,13,8,0,0,0
"Luke",14,0,7,35890,14,1,1,1,0
"Anthony",13,0,8,35530,14,2,1,1,1
"Paul",11,0,10,35844,14,3,1,0,0
"Jordan",10,0,11,34691,14,4,1,0,0
"Mark",10,0,11,34683,14,5,0,0,0
"James",9,0,12,34942,14,6,0,0,0
"Simon",9,0,12,34127,14,7,0,0,0
"Lester",8,0,13,35102,14,8,0,0,0
