"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",15,1,5,36318,1,1,1,1,0
"Anthony",14,0,7,34682,1,2,1,0,0
"Lester",11,0,10,34997,1,3,1,1,1
"Mark",11,0,10,34376,1,4,1,0,0
"Simon",10,0,11,35230,1,5,0,0,0
"James",9,0,12,34226,1,6,0,0,0
"Paul",7,1,13,34991,1,7,0,0,0
"Jordan",6,0,15,33336,1,8,0,0,0
"Luke",16,0,5,36220,2,1,1,1,0
"Anthony",13,1,7,34584,2,2,1,0,0
"Lester",11,0,10,34899,2,3,1,1,1
"James",11,0,10,34144,2,4,1,0,0
"Simon",9,0,12,35170,2,5,0,0,0
"Mark",9,0,12,33802,2,6,0,0,0
"Paul",8,0,13,34305,2,7,0,0,0
"Jordan",6,1,14,33486,2,8,0,0,0
"Luke",14,0,7,35635,3,1,1,1,1
"Anthony",13,0,8,34892,3,2,1,0,0
"Lester",12,0,9,35582,3,3,1,1,0
"Mark",12,0,9,34737,3,4,1,0,0
"James",9,0,12,33664,3,5,0,0,0
"Paul",8,0,13,34621,3,6,0,0,0
"Simon",8,0,13,34374,3,7,0,0,0
"Jordan",8,0,13,34106,3,8,0,0,0
"Luke",16,0,5,36900,4,1,1,1,1
"Anthony",12,0,9,34835,4,2,1,0,0
"Simon",10,0,11,35542,4,3,1,1,0
"Lester",10,0,11,34847,4,4,1,0,0
"James",10,0,11,34212,4,5,0,0,0
"Paul",9,0,12,34723,4,6,0,0,0
"Mark",9,0,12,34218,4,7,0,0,0
"Jordan",8,0,13,34166,4,8,0,0,0
"Luke",15,0,6,35725,5,1,1,1,0
"Anthony",13,0,8,34858,5,2,1,0,0
"Simon",10,0,11,35663,5,3,1,1,1
"Lester",10,0,11,34584,5,4,1,0,0
"Mark",10,0,11,34314,5,5,0,0,0
"James",10,0,11,34107,5,6,0,0,0
"Jordan",9,0,12,33994,5,7,0,0,0
"Paul",7,0,14,34036,5,8,0,0,0
"Luke",15,0,6,36449,6,1,1,1,0
"Anthony",15,0,6,35553,6,2,1,1,1
"James",12,0,9,34856,6,3,1,0,0
"Mark",10,0,11,34606,6,4,1,0,0
"Lester",9,0,12,35225,6,5,0,0,0
"Paul",9,0,12,34296,6,6,0,0,0
"Simon",8,0,13,34665,6,7,0,0,0
"Jordan",6,0,15,33373,6,8,0,0,0
"Anthony",15,0,6,35196,7,1,1,0,0
"Luke",14,0,7,35977,7,2,1,0,0
"Lester",12,0,9,35324,7,3,1,1,0
"Mark",10,0,11,34574,7,4,1,1,1
"Simon",9,0,12,35230,7,5,0,0,0
"James",9,0,12,33531,7,6,0,0,0
"Paul",8,0,13,34429,7,7,0,0,0
"Jordan",7,0,14,33948,7,8,0,0,0
"Luke",16,0,5,36350,8,1,1,0,0
"Anthony",12,0,9,35092,8,2,1,0,0
"Mark",11,0,10,34406,8,3,1,1,0
"Lester",10,0,11,35329,8,4,1,1,1
"Simon",10,0,11,34970,8,5,0,0,0
"James",10,0,11,34168,8,6,0,0,0
"Paul",8,0,13,35056,8,7,0,0,0
"Jordan",7,0,14,33904,8,8,0,0,0
"Luke",15,1,5,36227,9,1,1,1,1
"Anthony",12,0,9,34288,9,2,1,0,0
"Lester",11,0,10,34925,9,3,1,1,0
"Simon",10,1,10,35215,9,4,1,0,0
"Mark",10,0,11,34120,9,5,0,0,0
"James",10,0,11,34079,9,6,0,0,0
"Paul",8,0,13,34843,9,7,0,0,0
"Jordan",7,0,14,33531,9,8,0,0,0
"Luke",14,0,7,35906,10,1,1,1,0
"Anthony",14,0,7,35222,10,2,1,0,0
"Lester",11,0,10,35423,10,3,1,1,1
"James",11,0,10,34501,10,4,1,0,0
"Simon",10,0,11,35608,10,5,0,0,0
"Mark",9,0,12,34451,10,6,0,0,0
"Jordan",8,0,13,33532,10,7,0,0,0
"Paul",7,0,14,35028,10,8,0,0,0
"Luke",16,0,5,36508,11,1,1,0,0
"Anthony",14,0,7,34650,11,2,1,0,0
"Lester",13,0,8,35442,11,3,1,1,1
"James",10,0,11,34154,11,4,1,1,0
"Paul",9,0,12,35038,11,5,0,0,0
"Simon",8,0,13,34694,11,6,0,0,0
"Mark",8,0,13,33843,11,7,0,0,0
"Jordan",6,0,15,33410,11,8,0,0,0
"Luke",14,0,7,36245,12,1,1,1,0
"Anthony",13,0,8,33690,12,2,1,1,1
"Lester",12,0,9,35351,12,3,1,0,0
"Mark",12,0,9,34691,12,4,1,0,0
"Paul",9,0,12,34864,12,5,0,0,0
"Simon",8,0,13,35165,12,6,0,0,0
"Jordan",8,0,13,33817,12,7,0,0,0
"James",8,0,13,33284,12,8,0,0,0
"Luke",15,0,6,35874,13,1,1,1,1
"Anthony",14,0,7,35032,13,2,1,1,0
"James",11,0,10,34462,13,3,1,0,0
"Lester",10,0,11,35692,13,4,1,0,0
"Mark",10,0,11,33937,13,5,0,0,0
"Simon",9,0,12,34960,13,6,0,0,0
"Paul",9,0,12,34779,13,7,0,0,0
"Jordan",6,0,15,33190,13,8,0,0,0
"Luke",14,0,7,35938,14,1,1,1,1
"Anthony",14,0,7,35066,14,2,1,1,0
"Lester",12,0,9,35615,14,3,1,0,0
"Simon",11,0,10,35403,14,4,1,0,0
"Mark",9,0,12,34007,14,5,0,0,0
"Paul",8,0,13,34522,14,6,0,0,0
"Jordan",8,0,13,33414,14,7,0,0,0
"James",8,0,13,33305,14,8,0,0,0
"Luke",14,0,7,36515,15,1,1,1,0
"Anthony",14,0,7,34781,15,2,1,0,0
"Lester",12,0,9,35407,15,3,1,1,1
"Simon",11,0,10,35870,15,4,1,0,0
"James",11,0,10,34358,15,5,0,0,0
"Mark",9,0,12,33724,15,6,0,0,0
"Jordan",7,0,14,33381,15,7,0,0,0
"Paul",6,0,15,34406,15,8,0,0,0
"Luke",15,0,6,35723,16,1,1,0,0
"Anthony",13,0,8,34671,16,2,1,0,0
"Lester",12,0,9,35723,16,3,1,1,1
"Paul",10,0,11,35067,16,4,1,1,0
"James",10,0,11,34296,16,5,0,0,0
"Mark",10,0,11,34194,16,6,0,0,0
"Simon",8,0,13,35144,16,7,0,0,0
"Jordan",6,0,15,33312,16,8,0,0,0
"Luke",15,0,6,36153,17,1,1,1,0
"Anthony",15,0,6,34829,17,2,1,0,0
"Lester",11,0,10,35292,17,3,1,1,1
"James",10,0,11,34353,17,4,1,0,0
"Mark",10,0,11,33940,17,5,0,0,0
"Simon",8,0,13,34998,17,6,0,0,0
"Paul",8,0,13,34622,17,7,0,0,0
"Jordan",7,0,14,33978,17,8,0,0,0
"Luke",15,0,6,36416,18,1,1,0,0
"Anthony",13,0,8,34795,18,2,1,0,0
"Lester",11,0,10,35441,18,3,1,1,0
"Simon",10,0,11,35518,18,4,1,1,1
"James",10,0,11,34086,18,5,0,0,0
"Mark",10,0,11,34045,18,6,0,0,0
"Paul",8,0,13,34876,18,7,0,0,0
"Jordan",7,0,14,33606,18,8,0,0,0
"Luke",15,0,6,36369,19,1,1,1,0
"Anthony",14,0,7,34876,19,2,1,0,0
"Lester",11,0,10,35038,19,3,1,1,1
"James",10,0,11,33971,19,4,1,0,0
"Simon",9,0,12,34709,19,5,0,0,0
"Paul",9,0,12,34136,19,6,0,0,0
"Jordan",8,0,13,33795,19,7,0,0,0
"Mark",8,0,13,33356,19,8,0,0,0
"Luke",15,0,6,35937,20,1,1,0,0
"Anthony",14,0,7,34950,20,2,1,0,0
"Simon",10,0,11,35494,20,3,1,1,1
"Lester",10,0,11,35014,20,4,1,1,0
"Paul",9,0,12,34668,20,5,0,0,0
"Mark",9,0,12,34268,20,6,0,0,0
"James",9,0,12,34166,20,7,0,0,0
"Jordan",8,0,13,33647,20,8,0,0,0
"Luke",17,0,4,36417,21,1,1,0,0
"Anthony",16,0,5,35288,21,2,1,1,1
"Lester",10,0,11,35107,21,3,1,0,0
"Mark",10,0,11,34215,21,4,1,1,0
"Simon",8,0,13,34925,21,5,0,0,0
"Jordan",8,0,13,34215,21,6,0,0,0
"James",8,0,13,34060,21,7,0,0,0
"Paul",7,0,14,35054,21,8,0,0,0
"Luke",16,0,5,35949,22,1,1,0,0
"Anthony",14,0,7,35132,22,2,1,1,1
"James",12,0,9,34307,22,3,1,0,0
"Mark",11,0,10,34034,22,4,1,1,0
"Lester",10,0,11,35031,22,5,0,0,0
"Paul",7,0,14,34750,22,6,0,0,0
"Simon",7,0,14,34430,22,7,0,0,0
"Jordan",7,0,14,34165,22,8,0,0,0
"Luke",15,0,6,36145,23,1,1,1,0
"Anthony",12,0,9,34930,23,2,1,0,0
"Lester",11,0,10,35312,23,3,1,1,1
"Mark",11,0,10,34900,23,4,1,0,0
"James",11,0,10,34404,23,5,0,0,0
"Simon",10,0,11,35603,23,6,0,0,0
"Paul",7,0,14,34360,23,7,0,0,0
"Jordan",7,0,14,33894,23,8,0,0,0
"Luke",16,0,5,36509,24,1,1,0,0
"Anthony",15,0,6,35451,24,2,1,0,0
"Mark",12,0,9,35126,24,3,1,1,1
"Lester",10,0,11,35094,24,4,1,1,0
"James",9,0,12,34237,24,5,0,0,0
"Simon",8,0,13,35514,24,6,0,0,0
"Paul",7,0,14,34373,24,7,0,0,0
"Jordan",7,0,14,34033,24,8,0,0,0
"Luke",15,0,6,36509,25,1,1,1,1
"Anthony",15,0,6,35067,25,2,1,0,0
"Lester",11,0,10,36024,25,3,1,1,0
"James",11,0,10,34502,25,4,1,0,0
"Simon",10,0,11,35588,25,5,0,0,0
"Paul",8,0,13,35054,25,6,0,0,0
"Mark",8,0,13,33636,25,7,0,0,0
"Jordan",6,0,15,33892,25,8,0,0,0
"Luke",13,0,8,35760,26,1,1,1,1
"Anthony",13,0,8,34827,26,2,1,0,0
"Lester",11,0,10,35114,26,3,1,1,0
"Mark",11,0,10,34921,26,4,1,0,0
"James",11,0,10,34160,26,5,0,0,0
"Paul",10,0,11,34751,26,6,0,0,0
"Simon",8,0,13,35082,26,7,0,0,0
"Jordan",7,0,14,33831,26,8,0,0,0
"Luke",15,0,6,36793,27,1,1,0,0
"Anthony",14,0,7,35433,27,2,1,1,1
"Simon",10,0,11,35718,27,3,1,0,0
"Paul",10,0,11,35454,27,4,1,1,0
"Lester",10,0,11,35310,27,5,0,0,0
"Mark",9,0,12,34439,27,6,0,0,0
"James",9,0,12,34352,27,7,0,0,0
"Jordan",7,0,14,33726,27,8,0,0,0
"Luke",15,0,6,36093,28,1,1,1,1
"Anthony",13,0,8,34219,28,2,1,1,0
"Lester",12,0,9,35622,28,3,1,0,0
"Mark",11,0,10,34289,28,4,1,0,0
"James",10,0,11,34211,28,5,0,0,0
"Paul",9,0,12,35246,28,6,0,0,0
"Simon",7,0,14,35131,28,7,0,0,0
"Jordan",7,0,14,33748,28,8,0,0,0
"Luke",16,0,5,35930,29,1,1,0,0
"Anthony",13,0,8,35131,29,2,1,1,0
"Lester",12,0,9,35008,29,3,1,0,0
"Mark",11,0,10,34045,29,4,1,1,1
"James",10,0,11,34337,29,5,0,0,0
"Simon",9,0,12,35195,29,6,0,0,0
"Paul",7,0,14,35099,29,7,0,0,0
"Jordan",6,0,15,33829,29,8,0,0,0
"Luke",15,0,6,36167,30,1,1,0,0
"Anthony",14,0,7,35829,30,2,1,0,0
"Mark",12,0,9,34426,30,3,1,1,0
"Lester",10,0,11,34726,30,4,1,1,1
"Simon",9,0,12,35679,30,5,0,0,0
"Paul",9,0,12,35190,30,6,0,0,0
"James",8,0,13,33908,30,7,0,0,0
"Jordan",7,0,14,33701,30,8,0,0,0
"Anthony",15,0,6,35416,31,1,1,0,0
"Luke",14,0,7,36240,31,2,1,0,0
"Lester",12,0,9,35380,31,3,1,1,1
"James",11,0,10,34666,31,4,1,1,0
"Simon",9,0,12,35617,31,5,0,0,0
"Mark",9,0,12,34244,31,6,0,0,0
"Paul",7,0,14,34179,31,7,0,0,0
"Jordan",7,0,14,33768,31,8,0,0,0
"Luke",15,0,6,36002,32,1,1,0,0
"Anthony",13,0,8,34561,32,2,1,0,0
"Lester",11,0,10,35138,32,3,1,1,1
"Simon",10,0,11,35785,32,4,1,1,0
"Mark",10,0,11,34283,32,5,0,0,0
"Paul",9,0,12,34954,32,6,0,0,0
"James",9,0,12,34120,32,7,0,0,0
"Jordan",7,0,14,33658,32,8,0,0,0
"Luke",16,0,5,36047,33,1,1,0,0
"Anthony",14,0,7,34968,33,2,1,0,0
"Simon",10,0,11,35626,33,3,1,1,1
"Lester",10,0,11,34897,33,4,1,1,0
"Mark",10,0,11,34434,33,5,0,0,0
"James",9,0,12,33951,33,6,0,0,0
"Jordan",8,0,13,34020,33,7,0,0,0
"Paul",7,0,14,34323,33,8,0,0,0
"Luke",15,0,6,36090,34,1,1,1,0
"Anthony",15,0,6,35231,34,2,1,1,1
"Lester",10,0,11,35658,34,3,1,0,0
"Mark",10,0,11,34425,34,4,1,0,0
"James",10,0,11,34145,34,5,0,0,0
"Simon",8,0,13,35016,34,6,0,0,0
"Paul",8,0,13,34650,34,7,0,0,0
"Jordan",8,0,13,34375,34,8,0,0,0
"Anthony",15,0,6,35371,35,1,1,0,0
"Luke",13,0,8,36132,35,2,1,0,0
"James",11,0,10,34516,35,3,1,1,1
"Lester",10,0,11,34986,35,4,1,1,0
"Simon",9,0,12,35304,35,5,0,0,0
"Paul",9,0,12,34945,35,6,0,0,0
"Mark",9,0,12,34463,35,7,0,0,0
"Jordan",8,0,13,33952,35,8,0,0,0
"Luke",16,0,5,36503,36,1,1,0,0
"Anthony",16,0,5,35565,36,2,1,1,0
"Lester",12,0,9,35175,36,3,1,0,0
"Mark",10,0,11,34401,36,4,1,1,1
"James",9,0,12,34009,36,5,0,0,0
"Simon",8,0,13,35234,36,6,0,0,0
"Paul",8,0,13,34737,36,7,0,0,0
"Jordan",5,0,16,33256,36,8,0,0,0
"Anthony",16,0,5,35539,37,1,1,1,1
"Luke",14,0,7,36106,37,2,1,1,0
"Lester",11,0,10,34982,37,3,1,0,0
"James",11,0,10,34539,37,4,1,0,0
"Mark",10,0,11,34326,37,5,0,0,0
"Simon",8,0,13,35015,37,6,0,0,0
"Paul",8,0,13,34891,37,7,0,0,0
"Jordan",6,0,15,33599,37,8,0,0,0
"Luke",14,0,7,35722,38,1,1,1,0
"Anthony",13,0,8,35181,38,2,1,1,1
"Simon",11,0,10,35699,38,3,1,0,0
"James",11,0,10,34687,38,4,1,0,0
"Lester",10,0,11,35534,38,5,0,0,0
"Paul",9,0,12,34662,38,6,0,0,0
"Mark",9,0,12,33402,38,7,0,0,0
"Jordan",7,0,14,33740,38,8,0,0,0
"Anthony",15,0,6,35326,39,1,1,1,1
"Luke",14,0,7,36746,39,2,1,0,0
"Paul",10,0,11,35209,39,3,1,1,0
"Lester",10,0,11,35069,39,4,1,0,0
"Mark",10,0,11,34503,39,5,0,0,0
"Simon",9,0,12,35370,39,6,0,0,0
"James",9,0,12,34119,39,7,0,0,0
"Jordan",7,0,14,33492,39,8,0,0,0
"Anthony",15,0,6,35273,40,1,1,0,0
"Luke",14,0,7,35809,40,2,1,1,1
"Lester",11,0,10,35369,40,3,1,0,0
"James",10,0,11,34113,40,4,1,1,0
"Paul",9,0,12,34879,40,5,0,0,0
"Mark",9,0,12,33496,40,6,0,0,0
"Simon",8,0,13,34991,40,7,0,0,0
"Jordan",8,0,13,33676,40,8,0,0,0
"Luke",16,0,5,36219,41,1,1,0,0
"Anthony",14,0,7,35197,41,2,1,1,0
"Lester",11,0,10,35840,41,3,1,0,0
"Simon",9,0,12,35452,41,4,1,1,1
"Mark",9,0,12,34286,41,5,0,0,0
"James",9,0,12,34028,41,6,0,0,0
"Jordan",9,0,12,34022,41,7,0,0,0
"Paul",7,0,14,34606,41,8,0,0,0
"Luke",16,0,5,36162,42,1,1,0,0
"Anthony",13,0,8,34729,42,2,1,0,0
"Lester",11,0,10,35205,42,3,1,1,0
"James",11,0,10,34019,42,4,1,1,1
"Mark",10,0,11,34190,42,5,0,0,0
"Simon",8,0,13,35048,42,6,0,0,0
"Jordan",8,0,13,33906,42,7,0,0,0
"Paul",7,0,14,34962,42,8,0,0,0
"Luke",17,0,4,36093,43,1,1,1,0
"Anthony",13,0,8,34571,43,2,1,1,1
"Lester",11,0,10,35159,43,3,1,0,0
"Simon",10,0,11,35182,43,4,1,0,0
"James",10,0,11,34175,43,5,0,0,0
"Mark",9,0,12,34384,43,6,0,0,0
"Paul",7,0,14,34513,43,7,0,0,0
"Jordan",7,0,14,33840,43,8,0,0,0
