"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",16,0,5,36357,1,1,1,0,0
"Anthony",14,0,7,35087,1,2,1,1,1
"Lester",12,0,9,35574,1,3,1,0,0
"Simon",10,0,11,35145,1,4,1,1,0
"Mark",10,0,11,33947,1,5,0,0,0
"Jordan",8,0,13,33831,1,6,0,0,0
"Paul",7,0,14,34968,1,7,0,0,0
"James",7,0,14,33557,1,8,0,0,0
"Anthony",16,0,5,34685,2,1,1,1,0
"Luke",15,0,6,35642,2,2,1,0,0
"Lester",11,0,10,34861,2,3,1,1,1
"Mark",11,0,10,34209,2,4,1,0,0
"Paul",9,0,12,35135,2,5,0,0,0
"Simon",8,0,13,35016,2,6,0,0,0
"James",8,0,13,33947,2,7,0,0,0
"Jordan",6,0,15,33705,2,8,0,0,0
"Anthony",15,0,6,35017,3,1,1,1,0
"Luke",14,0,7,34980,3,2,1,0,0
"Lester",12,0,9,35645,3,3,1,1,1
"Simon",11,0,10,35966,3,4,1,0,0
"James",10,0,11,34041,3,5,0,0,0
"Mark",9,0,12,34145,3,6,0,0,0
"Paul",7,0,14,35141,3,7,0,0,0
"Jordan",6,0,15,33420,3,8,0,0,0
"Luke",16,0,5,36098,4,1,1,0,0
"Anthony",16,0,5,35627,4,2,1,0,0
"Lester",10,0,11,35103,4,3,1,1,0
"James",10,0,11,34509,4,4,1,1,1
"Mark",9,0,12,34313,4,5,0,0,0
"Simon",8,0,13,35294,4,6,0,0,0
"Paul",8,0,13,34911,4,7,0,0,0
"Jordan",7,0,14,33828,4,8,0,0,0
"Luke",15,0,6,35997,5,1,1,1,0
"Anthony",15,0,6,34974,5,2,1,1,1
"Mark",11,0,10,34702,5,3,1,0,0
"Lester",11,0,10,34657,5,4,1,0,0
"Simon",10,0,11,35192,5,5,0,0,0
"James",9,0,12,34016,5,6,0,0,0
"Paul",7,0,14,34759,5,7,0,0,0
"Jordan",6,0,15,33648,5,8,0,0,0
"Anthony",14,0,7,34649,6,1,1,0,0
"Luke",13,0,8,35661,6,2,1,1,1
"Lester",13,0,8,35242,6,3,1,0,0
"Simon",11,0,10,35542,6,4,1,1,0
"Mark",10,0,11,34162,6,5,0,0,0
"James",10,0,11,33983,6,6,0,0,0
"Paul",7,0,14,34597,6,7,0,0,0
"Jordan",6,0,15,33386,6,8,0,0,0
"Luke",14,0,7,35807,7,1,1,1,1
"Anthony",13,0,8,35276,7,2,1,1,0
"Lester",12,0,9,35453,7,3,1,0,0
"Simon",10,0,11,35307,7,4,1,0,0
"James",10,0,11,33877,7,5,0,0,0
"Paul",9,0,12,35099,7,6,0,0,0
"Mark",9,0,12,33819,7,7,0,0,0
"Jordan",7,0,14,33664,7,8,0,0,0
"Anthony",14,0,7,34352,8,1,1,0,0
"Luke",13,0,8,35876,8,2,1,1,0
"Lester",13,0,8,35275,8,3,1,0,0
"Simon",11,0,10,35936,8,4,1,1,1
"James",10,0,11,34041,8,5,0,0,0
"Mark",10,0,11,33781,8,6,0,0,0
"Jordan",7,0,14,32986,8,7,0,0,0
"Paul",6,0,15,33611,8,8,0,0,0
"Luke",15,0,6,35733,9,1,1,1,0
"Anthony",15,0,6,35014,9,2,1,1,1
"Simon",10,0,11,35549,9,3,1,0,0
"Lester",10,0,11,35514,9,4,1,0,0
"James",10,0,11,34092,9,5,0,0,0
"Paul",9,0,12,35148,9,6,0,0,0
"Mark",8,0,13,33936,9,7,0,0,0
"Jordan",7,0,14,33693,9,8,0,0,0
"Luke",14,0,7,35306,10,1,1,1,0
"Anthony",12,0,9,34203,10,2,1,0,0
"Lester",11,0,10,34903,10,3,1,1,1
"Mark",11,0,10,34259,10,4,1,0,0
"Simon",10,0,11,34609,10,5,0,0,0
"Jordan",9,0,12,34175,10,6,0,0,0
"James",9,0,12,33553,10,7,0,0,0
"Paul",8,0,13,35140,10,8,0,0,0
"Luke",15,0,6,36571,11,1,1,1,0
"Lester",13,0,8,35067,11,2,1,1,1
"Anthony",13,0,8,34819,11,3,1,0,0
"Mark",10,0,11,34247,11,4,1,0,0
"Simon",9,0,12,36050,11,5,0,0,0
"James",9,0,12,34407,11,6,0,0,0
"Jordan",9,0,12,33743,11,7,0,0,0
"Paul",6,0,15,35298,11,8,0,0,0
"Luke",14,0,7,35405,12,1,1,0,0
"Anthony",14,0,7,35296,12,2,1,0,0
"Lester",11,0,10,35462,12,3,1,1,1
"James",11,0,10,35147,12,4,1,1,0
"Simon",9,0,12,35089,12,5,0,0,0
"Mark",9,0,12,33601,12,6,0,0,0
"Paul",8,0,13,35102,12,7,0,0,0
"Jordan",8,0,13,33655,12,8,0,0,0
"Anthony",16,0,5,34684,13,1,1,0,0
"Luke",14,0,7,36158,13,2,1,0,0
"Lester",11,0,10,35387,13,3,1,1,0
"Mark",10,0,11,34207,13,4,1,1,1
"Jordan",9,0,12,33953,13,5,0,0,0
"James",9,0,12,33505,13,6,0,0,0
"Simon",8,0,13,35165,13,7,0,0,0
"Paul",7,0,14,35088,13,8,0,0,0
"Anthony",16,0,5,34517,14,1,1,1,1
"Luke",14,0,7,36683,14,2,1,1,0
"Lester",11,0,10,34822,14,3,1,0,0
"Simon",10,0,11,35201,14,4,1,0,0
"James",10,0,11,34199,14,5,0,0,0
"Mark",9,0,12,34012,14,6,0,0,0
"Paul",7,0,14,34513,14,7,0,0,0
"Jordan",7,0,14,33285,14,8,0,0,0
"Anthony",17,0,4,35035,15,1,1,0,0
"Luke",14,0,7,35850,15,2,1,1,0
"Lester",11,0,10,35159,15,3,1,0,0
"Simon",10,0,11,35002,15,4,1,1,1
"Mark",9,0,12,33723,15,5,0,0,0
"Paul",8,0,13,34717,15,6,0,0,0
"James",8,0,13,33825,15,7,0,0,0
"Jordan",7,0,14,33631,15,8,0,0,0
"Luke",14,0,7,35921,16,1,1,1,0
"Anthony",13,0,8,34421,16,2,1,0,0
"Simon",11,0,10,35878,16,3,1,1,1
"Lester",11,0,10,34629,16,4,1,0,0
"James",10,0,11,34187,16,5,0,0,0
"Mark",9,0,12,33532,16,6,0,0,0
"Paul",8,0,13,34939,16,7,0,0,0
"Jordan",8,0,13,33334,16,8,0,0,0
"Anthony",15,0,6,34646,17,1,1,0,0
"Luke",14,0,7,35767,17,2,1,0,0
"Lester",11,0,10,35340,17,3,1,1,0
"Simon",10,0,11,35654,17,4,1,1,1
"Mark",10,0,11,34807,17,5,0,0,0
"James",9,0,12,34356,17,6,0,0,0
"Paul",8,0,13,34609,17,7,0,0,0
"Jordan",7,0,14,32881,17,8,0,0,0
"Luke",14,0,7,35921,18,1,1,1,0
"Anthony",13,0,8,35072,18,2,1,1,1
"Simon",11,0,10,35291,18,3,1,0,0
"Lester",11,0,10,35190,18,4,1,0,0
"Mark",11,0,10,34513,18,5,0,0,0
"James",10,0,11,33845,18,6,0,0,0
"Paul",7,0,14,34542,18,7,0,0,0
"Jordan",7,0,14,33042,18,8,0,0,0
"Anthony",14,0,7,34794,19,1,1,1,1
"Luke",13,0,8,35483,19,2,1,0,0
"Lester",10,0,11,35467,19,3,1,1,0
"Simon",10,0,11,35181,19,4,1,0,0
"Mark",10,0,11,34336,19,5,0,0,0
"Jordan",10,0,11,34097,19,6,0,0,0
"James",9,0,12,33606,19,7,0,0,0
"Paul",8,0,13,33956,19,8,0,0,0
"Anthony",14,0,7,34507,20,1,1,0,0
"Luke",13,0,8,35460,20,2,1,0,0
"Lester",12,0,9,35787,20,3,1,1,1
"James",10,0,11,34389,20,4,1,1,0
"Mark",10,0,11,34356,20,5,0,0,0
"Simon",9,0,12,34835,20,6,0,0,0
"Paul",8,0,13,34886,20,7,0,0,0
"Jordan",8,0,13,33818,20,8,0,0,0
"Anthony",15,0,6,35343,21,1,1,0,0
"Luke",14,0,7,36386,21,2,1,1,0
"Lester",11,0,10,35099,21,3,1,0,0
"Simon",10,0,11,35176,21,4,1,1,1
"James",10,0,11,34191,21,5,0,0,0
"Paul",9,0,12,34850,21,6,0,0,0
"Mark",9,0,12,34305,21,7,0,0,0
"Jordan",6,0,15,33477,21,8,0,0,0
