"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Simon",7,0,14,35512,15,7,0,0,0
"James",5,0,16,34749,15,8,0,0,0
"Luke",16,0,5,37460,16,1,1,1,0
"Anthony",16,0,5,36801,16,2,1,0,0
"Lester",11,0,10,36526,16,3,1,1,1
"Mark",11,0,10,35272,16,4,1,0,0
"Paul",9,0,12,35477,16,5,0,0,0
"James",8,0,13,34955,16,6,0,0,0
"Simon",7,0,14,35381,16,7,0,0,0
"Jordan",6,0,15,34791,16,8,0,0,0
"Anthony",16,0,5,36385,17,1,1,0,0
"Luke",13,0,8,36712,17,2,1,0,0
"Lester",12,0,9,35887,17,3,1,1,0
"Mark",11,0,10,35426,17,4,1,1,1
"James",10,0,11,36081,17,5,0,0,0
"Simon",9,0,12,35783,17,6,0,0,0
"Paul",7,0,14,35957,17,7,0,0,0
"Jordan",6,0,15,34716,17,8,0,0,0
"Luke",16,0,5,37136,18,1,1,1,0
"Lester",14,0,7,37037,18,2,1,0,0
"Anthony",14,0,7,36302,18,3,1,1,1
"Mark",11,0,10,35297,18,4,1,0,0
"Paul",10,0,11,36528,18,5,0,0,0
"Simon",7,0,14,35704,18,6,0,0,0
"Jordan",7,0,14,34916,18,7,0,0,0
"James",5,0,16,34875,18,8,0,0,0
"Luke",14,0,7,37104,19,1,1,0,0
"Anthony",14,0,7,36762,19,2,1,0,0
"Paul",12,0,9,36454,19,3,1,1,1
"Mark",12,0,9,35805,19,4,1,1,0
"Lester",10,0,11,36111,19,5,0,0,0
"James",9,0,12,35417,19,6,0,0,0
"Simon",7,0,14,35702,19,7,0,0,0
"Jordan",6,0,15,34642,19,8,0,0,0
"Luke",16,0,5,37526,20,1,1,0,0
"Anthony",14,0,7,36628,20,2,1,0,0
"Lester",12,0,9,36490,20,3,1,1,0
"James",10,0,11,35660,20,4,1,1,1
"Mark",10,0,11,35559,20,5,0,0,0
"Paul",9,0,12,35845,20,6,0,0,0
"Jordan",9,0,12,34849,20,7,0,0,0
"Simon",4,0,17,35087,20,8,0,0,0
"Anthony",17,0,4,36903,21,1,1,1,1
"Luke",15,0,6,36808,21,2,1,0,0
"Lester",11,0,10,36806,21,3,1,1,0
"Jordan",9,0,12,35056,21,4,1,0,0
"Mark",9,0,12,34985,21,5,0,0,0
"Simon",8,0,13,35457,21,6,0,0,0
"James",8,0,13,34801,21,7,0,0,0
"Paul",7,0,14,35360,21,8,0,0,0
"Luke",14,0,7,37274,22,1,1,1,0
"Anthony",14,0,7,36173,22,2,1,1,1
"Lester",12,0,9,36575,22,3,1,0,0
"Paul",11,0,10,35606,22,4,1,0,0
"Mark",10,0,11,35503,22,5,0,0,0
"James",8,0,13,35184,22,6,0,0,0
"Jordan",8,0,13,34994,22,7,0,0,0
"Simon",7,0,14,35483,22,8,0,0,0
"Luke",18,0,3,37492,23,1,1,1,0
"Anthony",16,0,5,37135,23,2,1,0,0
"James",11,0,10,35829,23,3,1,1,1
"Lester",10,0,11,36018,23,4,1,0,0
"Mark",9,0,12,35293,23,5,0,0,0
"Jordan",7,0,14,35080,23,6,0,0,0
"Simon",7,0,14,34745,23,7,0,0,0
"Paul",6,0,15,35119,23,8,0,0,0
"Anthony",16,0,5,36750,24,1,1,1,1
"Luke",13,0,8,36520,24,2,1,0,0
"Lester",12,0,9,36155,24,3,1,1,0
"Mark",10,0,11,35223,24,4,1,0,0
"James",10,0,11,35153,24,5,0,0,0
"Paul",9,0,12,35966,24,6,0,0,0
"Simon",9,0,12,35793,24,7,0,0,0
"Jordan",5,0,16,34503,24,8,0,0,0
"Luke",16,0,5,37143,25,1,1,1,1
"Anthony",15,0,6,36477,25,2,1,1,0
"Lester",12,0,9,36212,25,3,1,0,0
"Mark",10,0,11,35444,25,4,1,0,0
"Simon",8,0,13,35971,25,5,0,0,0
"Paul",8,0,13,35504,25,6,0,0,0
"James",8,0,13,35268,25,7,0,0,0
"Jordan",7,0,14,34632,25,8,0,0,0
"Anthony",17,0,4,36507,26,1,1,1,0
"Luke",14,0,7,36483,26,2,1,0,0
"Lester",11,0,10,35425,26,3,1,1,1
"James",11,0,10,34891,26,4,1,0,0
"Simon",9,0,12,35854,26,5,0,0,0
"Mark",9,0,12,34450,26,6,0,0,0
"Paul",7,0,14,35668,26,7,0,0,0
"Jordan",6,0,15,34740,26,8,0,0,0
"Anthony",16,0,5,36617,27,1,1,1,0
"Luke",13,0,8,37168,27,2,1,0,0
"Lester",11,0,10,36561,27,3,1,1,1
"Paul",11,0,10,35905,27,4,1,0,0
"Mark",11,0,10,35300,27,5,0,0,0
"Simon",8,0,13,35531,27,6,0,0,0
"Jordan",8,0,13,35135,27,7,0,0,0
"James",6,0,15,35004,27,8,0,0,0
"Anthony",16,0,5,36950,28,1,1,1,1
"Lester",12,0,9,36679,28,2,1,0,0
"Luke",12,0,9,36638,28,3,1,1,0
"Mark",12,0,9,35473,28,4,1,0,0
"Simon",10,0,11,36198,28,5,0,0,0
"James",8,0,13,35034,28,6,0,0,0
"Paul",7,0,14,35572,28,7,0,0,0
"Jordan",7,0,14,34495,28,8,0,0,0
"Anthony",19,0,2,37637,29,1,1,0,0
"Luke",13,0,8,37065,29,2,1,1,1
"Mark",12,0,9,35733,29,3,1,0,0
"James",10,0,11,35650,29,4,1,1,0
"Lester",9,0,12,35794,29,5,0,0,0
"Simon",8,0,13,35840,29,6,0,0,0
"Paul",7,0,14,34845,29,7,0,0,0
"Jordan",6,0,15,34867,29,8,0,0,0
"Anthony",17,0,4,36663,30,1,1,1,0
"Luke",15,0,6,37646,30,2,1,1,1
"Mark",10,0,11,36143,30,3,1,0,0
"Lester",10,0,11,35986,30,4,1,0,0
"Simon",10,0,11,35981,30,5,0,0,0
"Paul",8,0,13,35768,30,6,0,0,0
"Jordan",8,0,13,35005,30,7,0,0,0
"James",6,0,15,34849,30,8,0,0,0
"Anthony",19,0,2,37968,31,1,1,1,0
"Luke",13,0,8,36840,31,2,1,1,1
"Mark",11,0,10,34906,31,3,1,0,0
"Lester",10,0,11,36349,31,4,1,0,0
"Paul",9,0,12,36220,31,5,0,0,0
"Jordan",9,0,12,35095,31,6,0,0,0
"James",8,0,13,34757,31,7,0,0,0
"Simon",5,0,16,35596,31,8,0,0,0
"Luke",15,0,6,36859,32,1,1,0,0
"Lester",14,0,7,37066,32,2,1,0,0
"Anthony",13,0,8,36398,32,3,1,1,0
"Mark",11,0,10,35727,32,4,1,1,1
"Paul",10,0,11,36080,32,5,0,0,0
"James",8,0,13,35193,32,6,0,0,0
"Jordan",7,0,14,34414,32,7,0,0,0
"Simon",6,0,15,35330,32,8,0,0,0
"Anthony",16,0,5,36366,33,1,1,1,0
"Luke",14,0,7,37015,33,2,1,1,1
"Lester",12,0,9,36468,33,3,1,0,0
"Mark",10,0,11,35479,33,4,1,0,0
"James",10,0,11,35410,33,5,0,0,0
"Jordan",9,0,12,34509,33,6,0,0,0
"Simon",7,0,14,35580,33,7,0,0,0
"Paul",6,0,15,35564,33,8,0,0,0
"Anthony",17,0,4,36571,34,1,1,1,0
"Luke",14,0,7,36844,34,2,1,1,1
"Mark",13,0,8,35647,34,3,1,0,0
"Lester",12,0,9,36002,34,4,1,0,0
"Paul",10,0,11,36490,34,5,0,0,0
"Jordan",7,0,14,34102,34,6,0,0,0
"James",6,0,15,34620,34,7,0,0,0
"Simon",5,0,16,35361,34,8,0,0,0
"Luke",15,0,6,37485,35,1,1,1,1
"Anthony",12,0,9,36249,35,2,1,1,0
"Mark",12,0,9,35586,35,3,1,0,0
"Lester",11,0,10,36405,35,4,1,0,0
"James",10,0,11,36058,35,5,0,0,0
"Paul",10,0,11,35615,35,6,0,0,0
"Simon",8,0,13,35058,35,7,0,0,0
"Jordan",6,0,15,34188,35,8,0,0,0
"Anthony",17,0,4,37162,36,1,1,0,0
"Luke",14,0,7,37017,36,2,1,1,1
"Mark",13,0,8,35486,36,3,1,0,0
"Lester",10,0,11,36045,36,4,1,1,0
"James",10,0,11,35841,36,5,0,0,0
"Jordan",8,0,13,34791,36,6,0,0,0
"Simon",6,0,15,35589,36,7,0,0,0
"Paul",6,0,15,35397,36,8,0,0,0
"Anthony",16,0,5,37184,37,1,1,0,0
"Luke",14,0,7,36668,37,2,1,1,1
"Lester",11,0,10,36020,37,3,1,0,0
"Paul",9,0,12,35711,37,4,1,1,0
"Mark",9,0,12,35344,37,5,0,0,0
"Jordan",9,0,12,35045,37,6,0,0,0
"James",8,1,12,34962,37,7,0,0,0
"Simon",7,1,13,35510,37,8,0,0,0
"Anthony",18,0,3,37256,38,1,1,0,0
"Luke",12,0,9,36598,38,2,1,0,0
"Mark",12,0,9,36111,38,3,1,1,1
"Simon",9,0,12,36348,38,4,1,1,0
"Paul",9,0,12,36235,38,5,0,0,0
"James",9,0,12,35606,38,6,0,0,0
"Lester",8,0,13,36416,38,7,0,0,0
"Jordan",7,0,14,34514,38,8,0,0,0
"Anthony",17,0,4,37089,39,1,1,0,0
"Luke",14,0,7,36859,39,2,1,1,1
"Mark",12,0,9,35303,39,3,1,0,0
"Lester",11,0,10,36210,39,4,1,1,0
"Paul",10,0,11,36205,39,5,0,0,0
"James",7,0,14,34924,39,6,0,0,0
"Jordan",7,0,14,34799,39,7,0,0,0
"Simon",6,0,15,35237,39,8,0,0,0
"Anthony",16,0,5,36701,40,1,1,1,1
"Luke",14,0,7,37296,40,2,1,1,0
"James",10,0,11,35187,40,3,1,0,0
"Jordan",10,0,11,35164,40,4,1,0,0
"Paul",9,0,12,35402,40,5,0,0,0
"Mark",9,0,12,35176,40,6,0,0,0
"Simon",8,0,13,36098,40,7,0,0,0
"Lester",8,0,13,35381,40,8,0,0,0
"Luke",16,0,5,37725,41,1,1,1,0
"Anthony",15,0,6,36466,41,2,1,0,0
"Lester",10,0,11,36970,41,3,1,1,1
"Mark",10,0,11,35745,41,4,1,0,0
"Paul",9,0,12,36320,41,5,0,0,0
"James",9,0,12,35760,41,6,0,0,0
"Jordan",8,0,13,35049,41,7,0,0,0
"Simon",7,0,14,35913,41,8,0,0,0
"Luke",16,0,5,37083,42,1,1,1,0
"Anthony",16,0,5,36735,42,2,1,1,1
"Lester",13,0,8,35830,42,3,1,0,0
"Paul",10,0,11,35913,42,4,1,0,0
"Mark",10,0,11,35706,42,5,0,0,0
"James",9,0,12,35148,42,6,0,0,0
"Jordan",7,0,14,34527,42,7,0,0,0
"Simon",3,0,18,35139,42,8,0,0,0
"Anthony",18,0,3,37099,43,1,1,1,0
"Luke",15,0,6,37253,43,2,1,1,1
"Lester",12,0,9,36983,43,3,1,0,0
"Paul",11,0,10,36480,43,4,1,0,0
"Mark",10,0,11,35459,43,5,0,0,0
"James",7,0,14,35476,43,6,0,0,0
"Simon",6,0,15,35497,43,7,0,0,0
"Jordan",5,0,16,35021,43,8,0,0,0
"Anthony",17,0,4,37071,44,1,1,1,0
"Luke",16,0,5,37861,44,2,1,1,1
"Lester",12,0,9,36818,44,3,1,0,0
"Mark",11,0,10,35595,44,4,1,0,0
"James",9,0,12,35182,44,5,0,0,0
"Simon",8,0,13,35515,44,6,0,0,0
"Jordan",7,0,14,34197,44,7,0,0,0
"Paul",4,0,17,35311,44,8,0,0,0
"Anthony",16,0,5,37090,45,1,1,0,0
"Luke",14,0,7,37516,45,2,1,1,0
"Mark",12,0,9,35752,45,3,1,0,0
"Lester",10,0,11,36185,45,4,1,1,1
"Paul",10,0,11,35783,45,5,0,0,0
"James",9,0,12,35240,45,6,0,0,0
"Jordan",8,0,13,35295,45,7,0,0,0
"Simon",5,0,16,34802,45,8,0,0,0
"Anthony",15,0,6,36816,46,1,1,1,1
"Lester",14,0,7,37034,46,2,1,0,0
"Luke",13,0,8,36708,46,3,1,1,0
"James",10,0,11,35723,46,4,1,0,0
"Simon",9,0,12,36821,46,5,0,0,0
"Jordan",8,0,13,35414,46,6,0,0,0
"Mark",8,0,13,34935,46,7,0,0,0
"Paul",7,0,14,36223,46,8,0,0,0
"Anthony",17,0,4,36849,47,1,1,1,0
"Luke",14,0,7,37459,47,2,1,1,1
"Lester",11,1,9,36692,47,3,1,0,0
"Mark",9,0,12,35331,47,4,1,0,0
"James",9,0,12,34814,47,5,0,0,0
"Simon",8,1,12,35411,47,6,0,0,0
"Jordan",8,0,13,34452,47,7,0,0,0
"Paul",7,0,14,35496,47,8,0,0,0
"Luke",16,0,5,37958,48,1,1,1,0
"Anthony",14,0,7,36484,48,2,1,0,0
"Lester",12,0,9,36822,48,3,1,1,1
"Mark",11,0,10,35274,48,4,1,0,0
"Paul",10,0,11,36193,48,5,0,0,0
"James",8,0,13,35718,48,6,0,0,0
"Jordan",8,0,13,34943,48,7,0,0,0
"Simon",5,0,16,34936,48,8,0,0,0
"Anthony",14,0,7,36734,49,1,1,1,1
"Luke",13,0,8,37021,49,2,1,1,0
"Simon",11,0,10,35660,49,3,1,0,0
"Mark",11,0,10,35235,49,4,1,0,0
"Lester",10,0,11,35863,49,5,0,0,0
"James",10,0,11,35002,49,6,0,0,0
"Paul",9,0,12,35874,49,7,0,0,0
"Jordan",6,0,15,33999,49,8,0,0,0
"Anthony",17,0,4,37476,50,1,1,1,1
"Luke",15,0,6,37770,50,2,1,0,0
"Lester",13,0,8,36028,50,3,1,1,0
"Paul",9,0,12,35429,50,4,1,0,0
"James",9,0,12,35371,50,5,0,0,0
"Mark",9,0,12,35019,50,6,0,0,0
"Jordan",7,0,14,35169,50,7,0,0,0
"Simon",5,0,16,35425,50,8,0,0,0
"Anthony",15,0,6,36984,51,1,1,1,1
"Lester",13,0,8,36771,51,2,1,0,0
"Luke",13,0,8,36177,51,3,1,1,0
"Mark",11,0,10,35668,51,4,1,0,0
"Paul",9,0,12,35544,51,5,0,0,0
"James",9,0,12,35364,51,6,0,0,0
"Simon",7,0,14,35735,51,7,0,0,0
"Jordan",7,0,14,34417,51,8,0,0,0
"Anthony",17,0,4,36706,52,1,1,0,0
"Luke",16,0,5,37468,52,2,1,1,1
"Mark",12,0,9,35592,52,3,1,0,0
"Lester",10,0,11,35783,52,4,1,1,0
"James",9,0,12,34892,52,5,0,0,0
"Jordan",8,0,13,34512,52,6,0,0,0
"Paul",6,0,15,35472,52,7,0,0,0
"Simon",6,0,15,35362,52,8,0,0,0
"Anthony",16,0,5,36965,53,1,1,1,1
"Luke",14,0,7,37501,53,2,1,1,0
"Lester",10,0,11,36087,53,3,1,0,0
"Simon",10,0,11,35415,53,4,1,0,0
"Mark",10,0,11,35380,53,5,0,0,0
"Jordan",9,0,12,34934,53,6,0,0,0
"James",8,0,13,35213,53,7,0,0,0
"Paul",7,0,14,35085,53,8,0,0,0
"Anthony",15,0,6,36877,54,1,1,1,1
"Lester",12,0,9,36458,54,2,1,0,0
"Mark",12,0,9,35546,54,3,1,1,0
"Luke",11,0,10,36800,54,4,1,0,0
"Simon",10,0,11,36177,54,5,0,0,0
"James",9,0,12,35937,54,6,0,0,0
"Paul",8,0,13,35902,54,7,0,0,0
"Jordan",7,0,14,35116,54,8,0,0,0
"Anthony",16,0,5,37080,55,1,1,0,0
"Luke",15,0,6,37168,55,2,1,0,0
"Lester",10,0,11,36685,55,3,1,1,1
"Mark",10,0,11,35929,55,4,1,1,0
"James",10,0,11,35911,55,5,0,0,0
"Simon",8,0,13,36342,55,6,0,0,0
"Jordan",8,0,13,34892,55,7,0,0,0
"Paul",7,0,14,35508,55,8,0,0,0
"Anthony",17,0,4,36957,56,1,1,1,0
"Luke",14,0,7,37008,56,2,1,1,1
"Mark",12,0,9,35835,56,3,1,0,0
"Lester",10,0,11,35969,56,4,1,0,0
"Jordan",10,0,11,35298,56,5,0,0,0
"James",8,0,13,35965,56,6,0,0,0
"Paul",7,0,14,36096,56,7,0,0,0
"Simon",6,0,15,35092,56,8,0,0,0
"Anthony",16,0,5,37165,57,1,1,0,0
"Luke",13,0,8,37334,57,2,1,0,0
"Lester",13,0,8,36701,57,3,1,1,1
"James",10,0,11,35543,57,4,1,1,0
"Mark",10,0,11,35268,57,5,0,0,0
"Simon",8,0,13,35631,57,6,0,0,0
"Paul",8,0,13,35369,57,7,0,0,0
"Jordan",6,0,15,34459,57,8,0,0,0
"Anthony",16,0,5,37016,58,1,1,1,1
"Luke",15,0,6,37355,58,2,1,0,0
"Mark",12,0,9,34865,58,3,1,1,0
"James",11,0,10,35700,58,4,1,0,0
"Lester",9,0,12,35916,58,5,0,0,0
"Paul",9,0,12,35487,58,6,0,0,0
"Jordan",8,0,13,35491,58,7,0,0,0
"Simon",4,0,17,34335,58,8,0,0,0
"Anthony",14,0,7,36423,59,1,1,1,0
"Luke",13,0,8,36961,59,2,1,0,0
"Lester",12,0,9,36433,59,3,1,1,1
"Mark",11,0,10,35003,59,4,1,0,0
"Paul",10,0,11,35792,59,5,0,0,0
"Simon",8,0,13,35756,59,6,0,0,0
"James",8,0,13,35119,59,7,0,0,0
"Jordan",8,0,13,34690,59,8,0,0,0
"Anthony",17,0,4,37645,60,1,1,1,1
"Luke",16,0,5,37319,60,2,1,1,0
"Lester",13,0,8,36396,60,3,1,0,0
"Simon",10,0,11,35680,60,4,1,0,0
"Mark",9,0,12,34929,60,5,0,0,0
"Jordan",7,0,14,34768,60,6,0,0,0
"Paul",6,0,15,35560,60,7,0,0,0
"James",6,0,15,34845,60,8,0,0,0
"Anthony",18,0,3,36672,61,1,1,0,0
"Luke",13,0,8,36835,61,2,1,1,1
"Lester",11,0,10,35820,61,3,1,0,0
"Mark",10,0,11,35661,61,4,1,1,0
"Simon",9,0,12,35432,61,5,0,0,0
"Jordan",9,0,12,35301,61,6,0,0,0
"Paul",8,0,13,36078,61,7,0,0,0
"James",6,0,15,34627,61,8,0,0,0
"Anthony",16,0,5,36741,62,1,1,1,1
"Luke",14,0,7,36978,62,2,1,1,0
"Lester",14,0,7,36864,62,3,1,0,0
"Mark",11,0,10,35607,62,4,1,0,0
"Paul",8,0,13,35552,62,5,0,0,0
"Simon",7,0,14,35393,62,6,0,0,0
"Jordan",7,0,14,34725,62,7,0,0,0
"James",7,0,14,34702,62,8,0,0,0
"Luke",14,0,7,37433,63,1,1,1,0
"Anthony",13,0,8,37202,63,2,1,1,1
"Mark",13,0,8,35882,63,3,1,0,0
"Lester",12,0,9,36425,63,4,1,0,0
"Paul",11,0,10,36077,63,5,0,0,0
"Jordan",8,0,13,34973,63,6,0,0,0
"Simon",7,0,14,35663,63,7,0,0,0
"James",6,0,15,35550,63,8,0,0,0
"Luke",18,0,3,37538,64,1,1,1,1
"Anthony",12,0,9,35995,64,2,1,0,0
"Mark",12,0,9,35436,64,3,1,1,0
"Lester",10,0,11,35998,64,4,1,0,0
"James",10,0,11,35334,64,5,0,0,0
"Simon",8,0,13,35392,64,6,0,0,0
"Paul",8,0,13,35379,64,7,0,0,0
"Jordan",6,0,15,34648,64,8,0,0,0
"Luke",16,0,5,36907,65,1,1,1,0
"Anthony",16,0,5,36888,65,2,1,1,1
"Lester",12,0,9,37082,65,3,1,0,0
"James",10,0,11,35918,65,4,1,0,0
"Paul",10,0,11,35799,65,5,0,0,0
"Mark",9,0,12,34605,65,6,0,0,0
"Jordan",6,0,15,34689,65,7,0,0,0
"Simon",5,0,16,35312,65,8,0,0,0
"Anthony",16,0,5,36462,66,1,1,1,0
"Luke",13,0,8,37075,66,2,1,1,1
"Mark",12,0,9,35287,66,3,1,0,0
"James",11,0,10,35677,66,4,1,0,0
"Lester",10,0,11,36275,66,5,0,0,0
"Paul",8,0,13,35843,66,6,0,0,0
"Simon",7,0,14,35085,66,7,0,0,0
"Jordan",7,0,14,35061,66,8,0,0,0
"Anthony",17,0,4,36774,67,1,1,1,0
"Luke",13,0,8,37167,67,2,1,1,1
"Lester",12,0,9,35989,67,3,1,0,0
"Mark",10,0,11,35797,67,4,1,0,0
"Paul",9,0,12,35513,67,5,0,0,0
"Simon",8,1,12,35708,67,6,0,0,0
"Jordan",7,1,13,35205,67,7,0,0,0
"James",7,0,14,35431,67,8,0,0,0
"Luke",16,0,5,37496,68,1,1,1,1
"Anthony",14,0,7,36706,68,2,1,0,0
"Lester",11,0,10,36030,68,3,1,1,0
"Paul",9,1,11,35686,68,4,1,0,0
"Simon",9,1,11,35615,68,5,0,0,0
"Mark",9,0,12,35310,68,6,0,0,0
"Jordan",8,0,13,35460,68,7,0,0,0
"James",7,0,14,34990,68,8,0,0,0
"Luke",14,0,7,37160,69,1,1,1,1
"Anthony",14,0,7,36189,69,2,1,1,0
"Lester",12,0,9,36520,69,3,1,0,0
"Paul",12,0,9,36335,69,4,1,0,0
"Mark",11,0,10,35198,69,5,0,0,0
"Jordan",10,0,11,34658,69,6,0,0,0
"James",6,0,15,34664,69,7,0,0,0
"Simon",5,0,16,34765,69,8,0,0,0
"Anthony",16,0,5,36963,70,1,1,1,0
"Luke",13,0,8,37085,70,2,1,0,0
"Lester",13,0,8,36104,70,3,1,1,1
"Mark",11,0,10,35471,70,4,1,0,0
"Simon",10,0,11,35737,70,5,0,0,0
"Paul",9,0,12,35926,70,6,0,0,0
"James",7,0,14,35185,70,7,0,0,0
"Jordan",5,0,16,34884,70,8,0,0,0
"Anthony",15,0,6,36599,71,1,1,0,0
"Luke",13,0,8,37458,71,2,1,0,0
"Mark",12,0,9,35471,71,3,1,1,1
"James",11,0,10,35598,71,4,1,1,0
"Lester",10,0,11,36132,71,5,0,0,0
"Jordan",10,0,11,35165,71,6,0,0,0
"Simon",7,0,14,35009,71,7,0,0,0
"Paul",6,0,15,34919,71,8,0,0,0
"Anthony",14,0,7,36484,72,1,1,0,0
"Luke",13,0,8,36617,72,2,1,1,0
"Paul",11,0,10,36697,72,3,1,0,0
"James",10,0,11,35684,72,4,1,1,1
"Mark",10,0,11,35593,72,5,0,0,0
"Lester",10,0,11,35585,72,6,0,0,0
"Simon",8,0,13,35194,72,7,0,0,0
"Jordan",8,0,13,34926,72,8,0,0,0
"Anthony",18,0,3,37026,73,1,1,0,0
"Luke",13,0,8,37473,73,2,1,1,1
"Lester",12,0,9,36446,73,3,1,0,0
"Paul",11,0,10,36420,73,4,1,1,0
