"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",15,0,6,36722,1,1,1,0,0
"Anthony",14,0,7,36543,1,2,1,1,1
"Simon",13,0,8,36690,1,3,1,0,0
"Lester",13,0,8,36681,1,4,1,1,0
"Mark",8,0,13,35685,1,5,0,0,0
"Jordan",8,0,13,34926,1,6,0,0,0
"Paul",7,0,14,35349,1,7,0,0,0
"James",6,0,15,35324,1,8,0,0,0
"Luke",16,0,5,36916,2,1,1,1,0
"Anthony",13,0,8,36665,2,2,1,1,1
"Paul",12,0,9,36460,2,3,1,0,0
"Mark",12,0,9,35584,2,4,1,0,0
"Lester",10,0,11,36180,2,5,0,0,0
"James",8,0,13,36282,2,6,0,0,0
"Simon",8,0,13,35290,2,7,0,0,0
"Jordan",5,0,16,34554,2,8,0,0,0
"Luke",14,0,7,36391,3,1,1,1,1
"Anthony",13,0,8,36454,3,2,1,0,0
"Lester",12,0,9,36848,3,3,1,1,0
"Simon",11,0,10,35857,3,4,1,0,0
"Paul",10,0,11,36474,3,5,0,0,0
"Jordan",10,0,11,35241,3,6,0,0,0
"Mark",8,0,13,35744,3,7,0,0,0
"James",6,0,15,35433,3,8,0,0,0
"Luke",17,0,4,37111,4,1,1,0,0
"Paul",11,0,10,36591,4,2,1,0,0
"Mark",11,0,10,36379,4,3,1,1,1
"Simon",11,0,10,36342,4,4,1,1,0
"Anthony",10,0,11,36822,4,5,0,0,0
"Lester",9,0,12,35968,4,6,0,0,0
"Jordan",9,0,12,34765,4,7,0,0,0
"James",6,0,15,35136,4,8,0,0,0
"Luke",15,0,6,37379,5,1,1,0,0
"Anthony",14,0,7,37076,5,2,1,1,1
"Mark",11,0,10,36242,5,3,1,0,0
"Lester",10,0,11,36309,5,4,1,1,0
"Jordan",10,0,11,35583,5,5,0,0,0
"James",9,0,12,35943,5,6,0,0,0
"Paul",8,0,13,36323,5,7,0,0,0
"Simon",7,0,14,35895,5,8,0,0,0
"Anthony",14,0,7,36549,6,1,1,0,0
"Luke",13,1,7,37011,6,2,1,1,0
"Paul",11,0,10,35837,6,3,1,0,0
