season,round,fixture,team_id,team,coach,team_score,opponent_team_id,opponent_team,opponent_coach,opponent_score,differential,win,draw,loss,position,points,wins,draws,losses,points_for,points_against,pcnt
2016,7,1,,We're Not Gwilty,GARTER,1674,,Bontback Mountain,MELONS,1675,-1,0,0,1,7,8,2,0,5,11279,11289,99.91
2016,7,2,,Cotch Me If Ya Can,JMERC,1207,,Gawn Girl,CHIEF,1790,-583,0,0,1,8,8,2,0,5,10698,11634,91.95
2016,8,4,,Such is Fyfe,PMAC,1807,,Bontback Mountain,MELONS,1546,261,1,0,0,1,20,5,0,3,13121,12531,104.71
2016,8,3,,Brave Hartung,KAPPAZ,1579,,Steele Rebuilding,LESTER,1699,-120,0,0,1,2,20,5,0,3,13142,12736,103.19
2016,8,2,,Gawn Girl,CHIEF,1427,,Game of Jones,RICHO,1797,-370,0,0,1,3,20,5,0,3,12891,13014,99.05
2016,8,2,,Game of Jones,RICHO,1797,,Gawn Girl,CHIEF,1427,370,1,0,0,4,16,4,0,4,13271,12950,102.48
2016,8,3,,Steele Rebuilding,LESTER,1699,,Brave Hartung,KAPPAZ,1579,120,1,0,0,5,16,4,0,4,12896,13014,99.09
2016,8,4,,Bontback Mountain,MELONS,1546,,Such is Fyfe,PMAC,1807,-261,0,0,1,6,16,4,0,4,13208,13338,99.03
2016,8,1,,We're Not Gwilty,GARTER,1663,,Cotch Me If Ya Can,JMERC,1525,138,1,0,0,7,12,3,0,5,12942,12814,101
2016,8,1,,Cotch Me If Ya Can,JMERC,1525,,We're Not Gwilty,GARTER,1663,-138,0,0,1,8,8,2,0,6,12223,13297,91.92
2016,9,3,,Gawn Girl,CHIEF,1647,,Brave Hartung,KAPPAZ,1456,191,1,0,0,1,24,6,0,3,14538,14470,100.47
2016,9,2,,Game of Jones,RICHO,1739,,We're Not Gwilty,GARTER,1489,250,1,0,0,2,20,5,0,4,15010,14439,103.95
2016,9,4,,Such is Fyfe,PMAC,1628,,Steele Rebuilding,LESTER,1835,-207,0,0,1,3,20,5,0,4,14749,14366,102.67
2016,9,3,,Brave Hartung,KAPPAZ,1456,,Gawn Girl,CHIEF,1647,-191,0,0,1,4,20,5,0,4,14598,14383,101.49
2016,9,4,,Steele Rebuilding,LESTER,1835,,Such is Fyfe,PMAC,1628,207,1,0,0,5,20,5,0,4,14731,14642,100.61
2016,9,1,,Bontback Mountain,MELONS,1535,,Cotch Me If Ya Can,JMERC,1586,-51,0,0,1,6,16,4,0,5,14743,14924,98.79
2016,9,2,,We're Not Gwilty,GARTER,1489,,Game of Jones,RICHO,1739,-250,0,0,1,7,12,3,0,6,14431,14553,99.16
2016,9,1,,Cotch Me If Ya Can,JMERC,1586,,Bontback Mountain,MELONS,1535,51,1,0,0,8,12,3,0,6,13809,14832,93.1
2016,10,2,,Gawn Girl,CHIEF,1802,,Steele Rebuilding,LESTER,1436,366,1,0,0,1,28,7,0,3,16340,15906,102.73
2016,10,1,,Game of Jones,RICHO,1655,,Bontback Mountain,MELONS,1327,328,1,0,0,2,24,6,0,4,16665,15766,105.7
2016,10,3,,Such is Fyfe,PMAC,1684,,Cotch Me If Ya Can,JMERC,1566,118,1,0,0,3,24,6,0,4,16433,15932,103.14
2016,10,4,,Brave Hartung,KAPPAZ,1645,,We're Not Gwilty,GARTER,1803,-158,0,0,1,4,20,5,0,5,16243,16186,100.35
2016,10,2,,Steele Rebuilding,LESTER,1436,,Gawn Girl,CHIEF,1802,-366,0,0,1,5,20,5,0,5,16167,16444,98.32
2016,10,4,,We're Not Gwilty,GARTER,1803,,Brave Hartung,KAPPAZ,1645,158,1,0,0,6,16,4,0,6,16234,16198,100.22
2016,10,1,,Bontback Mountain,MELONS,1327,,Game of Jones,RICHO,1655,-328,0,0,1,7,16,4,0,6,16070,16579,96.93
2016,10,3,,Cotch Me If Ya Can,JMERC,1566,,Such is Fyfe,PMAC,1684,-118,0,0,1,8,12,3,0,7,15375,16516,93.09
2016,11,3,,Gawn Girl,CHIEF,1580,,Such is Fyfe,PMAC,1525,55,1,0,0,1,32,8,0,3,17920,17431,102.81
2016,11,2,,Game of Jones,RICHO,1761,,Cotch Me If Ya Can,JMERC,1512,249,1,0,0,2,28,7,0,4,18426,17278,106.64
2016,11,3,,Such is Fyfe,PMAC,1525,,Gawn Girl,CHIEF,1580,-55,0,0,1,3,24,6,0,5,17958,17512,102.55
2016,11,4,,Steele Rebuilding,LESTER,1693,,We're Not Gwilty,GARTER,1421,272,1,0,0,4,24,6,0,5,17860,17865,99.97
2016,11,1,,Bontback Mountain,MELONS,1874,,Brave Hartung,KAPPAZ,1581,293,1,0,0,5,20,5,0,6,17944,18160,98.81
2016,11,1,,Brave Hartung,KAPPAZ,1581,,Bontback Mountain,MELONS,1874,-293,0,0,1,6,20,5,0,6,17824,18060,98.69
2016,11,4,,We're Not Gwilty,GARTER,1421,,Steele Rebuilding,LESTER,1693,-272,0,0,1,7,16,4,0,7,17655,17891,98.68
2016,11,2,,Cotch Me If Ya Can,JMERC,1512,,Game of Jones,RICHO,1761,-249,0,0,1,8,12,3,0,8,16887,18277,92.39
2016,12,4,,Gawn Girl,CHIEF,1658,,We're Not Gwilty,GARTER,1497,161,1,0,0,1,36,9,0,3,19578,18928,103.43
2016,12,3,,Game of Jones,RICHO,1539,,Such is Fyfe,PMAC,1672,-133,0,0,1,2,28,7,0,5,19965,18950,105.36
2016,12,3,,Such is Fyfe,PMAC,1672,,Game of Jones,RICHO,1539,133,1,0,0,3,28,7,0,5,19630,19051,103.04
2016,12,1,,Steele Rebuilding,LESTER,1607,,Bontback Mountain,MELONS,1510,97,1,0,0,4,28,7,0,5,19467,19375,100.47
2016,12,2,,Brave Hartung,KAPPAZ,1835,,Cotch Me If Ya Can,JMERC,1482,353,1,0,0,5,24,6,0,6,19659,19542,100.6
2016,12,1,,Bontback Mountain,MELONS,1510,,Steele Rebuilding,LESTER,1607,-97,0,0,1,6,20,5,0,7,19454,19767,98.42
2016,12,4,,We're Not Gwilty,GARTER,1497,,Gawn Girl,CHIEF,1658,-161,0,0,1,7,16,4,0,8,19152,19549,97.97
2016,12,2,,Cotch Me If Ya Can,JMERC,1482,,Brave Hartung,KAPPAZ,1835,-353,0,0,1,8,12,3,0,9,18369,20112,91.33
2016,13,1,,Gawn Girl,CHIEF,1213,,Bontback Mountain,MELONS,1452,-239,0,0,1,1,36,9,0,4,20791,20380,102.02
2016,13,2,,Game of Jones,RICHO,1423,,Brave Hartung,KAPPAZ,1558,-135,0,0,1,2,28,7,0,6,21388,20508,104.29
2016,13,4,,Such is Fyfe,PMAC,1059,,We're Not Gwilty,GARTER,1109,-50,0,0,1,3,28,7,0,6,20689,20160,102.62
2016,13,2,,Brave Hartung,KAPPAZ,1558,,Game of Jones,RICHO,1423,135,1,0,0,4,28,7,0,6,21217,20965,101.2
2016,13,3,,Steele Rebuilding,LESTER,1254,,Cotch Me If Ya Can,JMERC,1457,-203,0,0,1,5,28,7,0,6,20721,20832,99.47
2016,13,1,,Bontback Mountain,MELONS,1452,,Gawn Girl,CHIEF,1213,239,1,0,0,6,24,6,0,7,20906,20980,99.65
2016,13,4,,We're Not Gwilty,GARTER,1109,,Such is Fyfe,PMAC,1059,50,1,0,0,7,20,5,0,8,20261,20608,98.32
2016,13,3,,Cotch Me If Ya Can,JMERC,1457,,Steele Rebuilding,LESTER,1254,203,1,0,0,8,16,4,0,9,19826,21366,92.79
2016,14,2,,Gawn Girl,CHIEF,946,,Cotch Me If Ya Can,JMERC,1198,-252,0,0,1,1,36,9,0,5,21737,21578,100.74
2016,14,4,,Such is Fyfe,PMAC,1615,,Brave Hartung,KAPPAZ,1591,24,1,0,0,2,32,8,0,6,22304,21751,102.54
2016,14,3,,Steele Rebuilding,LESTER,1244,,Game of Jones,RICHO,1212,32,1,0,0,3,32,8,0,6,21965,22044,99.64
2016,14,3,,Game of Jones,RICHO,1212,,Steele Rebuilding,LESTER,1244,-32,0,0,1,4,28,7,0,7,22600,21752,103.9
2016,14,4,,Brave Hartung,KAPPAZ,1591,,Such is Fyfe,PMAC,1615,-24,0,0,1,5,28,7,0,7,22808,22580,101.01
2016,14,1,,Bontback Mountain,MELONS,1318,,We're Not Gwilty,GARTER,1416,-98,0,0,1,6,24,6,0,8,22224,22396,99.23
2016,14,1,,We're Not Gwilty,GARTER,1416,,Bontback Mountain,MELONS,1318,98,1,0,0,7,24,6,0,8,21677,21926,98.86
2016,14,2,,Cotch Me If Ya Can,JMERC,1198,,Gawn Girl,CHIEF,946,252,1,0,0,8,20,5,0,9,21024,22312,94.23
2016,15,2,,Gawn Girl,CHIEF,1368,,Game of Jones,RICHO,876,492,1,0,0,1,40,10,0,5,23105,22454,102.9
2016,15,3,,Steele Rebuilding,LESTER,1411,,Brave Hartung,KAPPAZ,773,638,1,0,0,2,36,9,0,6,23376,22817,102.45
2016,15,4,,Such is Fyfe,PMAC,1320,,Bontback Mountain,MELONS,1659,-339,0,0,1,3,32,8,0,7,23624,23410,100.91
2016,15,1,,We're Not Gwilty,GARTER,1536,,Cotch Me If Ya Can,JMERC,702,834,1,0,0,4,28,7,0,8,23213,22628,102.59
2016,15,2,,Game of Jones,RICHO,876,,Gawn Girl,CHIEF,1368,-492,0,0,1,5,28,7,0,8,23476,23120,101.54
2016,15,4,,Bontback Mountain,MELONS,1659,,Such is Fyfe,PMAC,1320,339,1,0,0,6,28,7,0,8,23883,23716,100.7
2016,15,3,,Brave Hartung,KAPPAZ,773,,Steele Rebuilding,LESTER,1411,-638,0,0,1,7,28,7,0,8,23581,23991,98.29
2016,15,1,,Cotch Me If Ya Can,JMERC,702,,We're Not Gwilty,GARTER,1536,-834,0,0,1,8,20,5,0,10,21726,23848,91.1
2016,16,3,,Gawn Girl,CHIEF,1631,,Brave Hartung,KAPPAZ,1609,22,1,0,0,1,44,11,0,5,24736,24063,102.8
2016,16,4,,Steele Rebuilding,LESTER,1823,,Such is Fyfe,PMAC,1634,189,1,0,0,2,40,10,0,6,25199,24451,103.06
2016,16,2,,We're Not Gwilty,GARTER,1635,,Game of Jones,RICHO,1601,34,1,0,0,3,32,8,0,8,24848,24229,102.55
2016,16,1,,Bontback Mountain,MELONS,1658,,Cotch Me If Ya Can,JMERC,1457,201,1,0,0,4,32,8,0,8,25541,25173,101.46
2016,16,4,,Such is Fyfe,PMAC,1634,,Steele Rebuilding,LESTER,1823,-189,0,0,1,5,32,8,0,8,25258,25233,100.1
2016,16,2,,Game of Jones,RICHO,1601,,We're Not Gwilty,GARTER,1635,-34,0,0,1,6,28,7,0,9,25077,24755,101.3
2016,16,3,,Brave Hartung,KAPPAZ,1609,,Gawn Girl,CHIEF,1631,-22,0,0,1,7,28,7,0,9,25190,25622,98.31
2016,16,1,,Cotch Me If Ya Can,JMERC,1457,,Bontback Mountain,MELONS,1658,-201,0,0,1,8,20,5,0,11,23183,25506,90.89
2016,17,2,,Gawn Girl,CHIEF,1799,,Steele Rebuilding,LESTER,1533,266,1,0,0,1,48,12,0,5,26535,25596,103.67
2016,17,2,,Steele Rebuilding,LESTER,1533,,Gawn Girl,CHIEF,1799,-266,0,0,1,2,40,10,0,7,26732,26250,101.84
2016,17,1,,Bontback Mountain,MELONS,1740,,Game of Jones,RICHO,1547,193,1,0,0,3,36,9,0,8,27281,26720,102.1
2016,17,3,,Such is Fyfe,PMAC,1633,,Cotch Me If Ya Can,JMERC,1483,150,1,0,0,4,36,9,0,8,26891,26716,100.66
2016,17,4,,We're Not Gwilty,GARTER,1509,,Brave Hartung,KAPPAZ,1764,-255,0,0,1,5,32,8,0,9,26357,25993,101.4
2016,17,4,,Brave Hartung,KAPPAZ,1764,,We're Not Gwilty,GARTER,1509,255,1,0,0,6,32,8,0,9,26954,27131,99.35
2016,17,1,,Game of Jones,RICHO,1547,,Bontback Mountain,MELONS,1740,-193,0,0,1,7,28,7,0,10,26624,26495,100.49
2016,17,3,,Cotch Me If Ya Can,JMERC,1483,,Such is Fyfe,PMAC,1633,-150,0,0,1,8,20,5,0,12,24666,27139,90.89
2016,18,3,,Gawn Girl,CHIEF,1638,,Such is Fyfe,PMAC,1505,133,1,0,0,1,52,13,0,5,28173,27101,103.96
2016,18,4,,Steele Rebuilding,LESTER,1706,,We're Not Gwilty,GARTER,1714,-8,0,0,1,2,40,10,0,8,28438,27964,101.7
2016,18,1,,Bontback Mountain,MELONS,1756,,Brave Hartung,KAPPAZ,1797,-41,0,0,1,3,36,9,0,9,29037,28517,101.82
2016,18,4,,We're Not Gwilty,GARTER,1714,,Steele Rebuilding,LESTER,1706,8,1,0,0,4,36,9,0,9,28071,27699,101.34
2016,18,3,,Such is Fyfe,PMAC,1505,,Gawn Girl,CHIEF,1638,-133,0,0,1,5,36,9,0,9,28396,28354,100.15
2016,18,1,,Brave Hartung,KAPPAZ,1797,,Bontback Mountain,MELONS,1756,41,1,0,0,6,36,9,0,9,28751,28887,99.53
2016,18,2,,Game of Jones,RICHO,1604,,Cotch Me If Ya Can,JMERC,1536,68,1,0,0,7,32,8,0,10,28228,28031,100.7
2016,18,2,,Cotch Me If Ya Can,JMERC,1536,,Game of Jones,RICHO,1604,-68,0,0,1,8,20,5,0,13,26202,28743,91.16
2016,19,4,,Gawn Girl,CHIEF,1574,,We're Not Gwilty,GARTER,1683,-109,0,0,1,1,52,13,0,6,29747,28784,103.35
2016,19,1,,Bontback Mountain,MELONS,1698,,Steele Rebuilding,LESTER,1556,142,1,0,0,2,40,10,0,9,30735,30073,102.2
2016,19,4,,We're Not Gwilty,GARTER,1683,,Gawn Girl,CHIEF,1574,109,1,0,0,3,40,10,0,9,29754,29273,101.64
2016,19,1,,Steele Rebuilding,LESTER,1556,,Bontback Mountain,MELONS,1698,-142,0,0,1,4,40,10,0,9,29994,29662,101.12
2016,19,2,,Brave Hartung,KAPPAZ,1803,,Cotch Me If Ya Can,JMERC,1514,289,1,0,0,5,40,10,0,9,30554,30401,100.5
2016,19,3,,Game of Jones,RICHO,1640,,Such is Fyfe,PMAC,1610,30,1,0,0,6,36,9,0,10,29868,29641,100.77
2016,19,3,,Such is Fyfe,PMAC,1610,,Game of Jones,RICHO,1640,-30,0,0,1,7,36,9,0,10,30006,29994,100.04
2016,19,2,,Cotch Me If Ya Can,JMERC,1514,,Brave Hartung,KAPPAZ,1803,-289,0,0,1,8,20,5,0,14,27716,30546,90.74
2016,20,1,,Gawn Girl,CHIEF,1639,,Bontback Mountain,MELONS,1628,11,1,0,0,1,56,14,0,6,31386,30412,103.2
2016,20,2,,Brave Hartung,KAPPAZ,1802,,Game of Jones,RICHO,1575,227,1,0,0,2,44,11,0,9,32356,31976,101.19
2016,20,4,,We're Not Gwilty,GARTER,1735,,Such is Fyfe,PMAC,1735,0,0,1,1,3,42,10,1,10,31489,31008,101.55
2016,20,1,,Bontback Mountain,MELONS,1628,,Gawn Girl,CHIEF,1639,-11,0,0,1,4,40,10,0,10,32363,31712,102.05
2016,20,3,,Steele Rebuilding,LESTER,1561,,Cotch Me If Ya Can,JMERC,1611,-50,0,0,1,5,40,10,0,10,31555,31273,100.9
2016,20,4,,Such is Fyfe,PMAC,1735,,We're Not Gwilty,GARTER,1735,0,0,1,1,6,38,9,1,11,31741,31729,100.04
2016,20,2,,Game of Jones,RICHO,1575,,Brave Hartung,KAPPAZ,1802,-227,0,0,1,7,36,9,0,11,31443,31443,100
2016,20,3,,Cotch Me If Ya Can,JMERC,1611,,Steele Rebuilding,LESTER,1561,50,1,0,0,8,24,6,0,14,29327,32107,91.34
2016,21,2,,Gawn Girl,CHIEF,1708,,Cotch Me If Ya Can,JMERC,1611,97,1,0,0,1,60,15,0,6,33094,32023,103.34
2016,21,1,,Bontback Mountain,MELONS,1755,,We're Not Gwilty,GARTER,1571,184,1,0,0,2,44,11,0,10,34118,33283,102.51
2016,21,4,,Brave Hartung,KAPPAZ,1534,,Such is Fyfe,PMAC,1663,-129,0,0,1,3,44,11,0,10,33890,33639,100.75
2016,21,1,,We're Not Gwilty,GARTER,1571,,Bontback Mountain,MELONS,1755,-184,0,0,1,4,42,10,1,11,33060,32763,100.91
2016,21,4,,Such is Fyfe,PMAC,1663,,Brave Hartung,KAPPAZ,1534,129,1,0,0,5,42,10,1,11,33404,33263,100.42
2016,21,3,,Steele Rebuilding,LESTER,1488,,Game of Jones,RICHO,1588,-100,0,0,1,6,40,10,0,11,33043,32861,100.55
2016,21,3,,Game of Jones,RICHO,1588,,Steele Rebuilding,LESTER,1488,100,1,0,0,7,40,10,0,11,33031,32931,100.3
2016,21,2,,Cotch Me If Ya Can,JMERC,1611,,Gawn Girl,CHIEF,1708,-97,0,0,1,8,24,6,0,15,30938,33815,91.49
2016,22,2,,Gawn Girl,CHIEF,1726,,Steele Rebuilding,LESTER,1584,142,1,0,0,1,,,,,,,
2016,22,1,,Bontback Mountain,MELONS,1779,,Brave Hartung,KAPPAZ,1587,192,1,0,0,2,,,,,,,
2016,22,1,,Brave Hartung,KAPPAZ,1587,,Bontback Mountain,MELONS,1779,-192,0,0,1,3,,,,,,,
2016,22,2,,Steele Rebuilding,LESTER,1584,,Gawn Girl,CHIEF,1726,-142,0,0,1,4,,,,,,,
2016,23,1,,Gawn Girl,CHIEF,1647,,Bontback Mountain,MELONS,1656,-9,0,0,1,2,,,,,,,
2016,23,1,,Bontback Mountain,MELONS,1656,,Gawn Girl,CHIEF,1647,9,1,0,0,1,,,,,,,
2017,1,4,,Wholesome Beams,KAPPAZ,1776,,Absolute Steins,LESTER,1581,195,1,0,0,1,4,1,0,0,1776,1581,112.33
2017,1,2,,Free Tibont,MELONS,1740,,Libba Let Die,CHIEF,1562,178,1,0,0,2,4,1,0,0,1740,1562,111.4
2017,1,3,,Tuohy's Extra Dry,GARTER,1689,,I Dream of Viney,RICHO,1644,45,1,0,0,3,4,1,0,0,1689,1644,102.74
2017,1,1,,TitchDntKillMyVibe,JMERC,1644,,Show Me The Mundy,PMAC,1617,27,1,0,0,4,4,1,0,0,1644,1617,101.67
2017,1,1,,Show Me The Mundy,PMAC,1617,,TitchDntKillMyVibe,JMERC,1644,-27,0,0,1,5,0,0,0,1,1617,1644,98.36
2017,1,3,,I Dream of Viney,RICHO,1644,,Tuohy's Extra Dry,GARTER,1689,-45,0,0,1,6,0,0,0,1,1644,1689,97.34
2017,1,2,,Libba Let Die,CHIEF,1562,,Free Tibont,MELONS,1740,-178,0,0,1,7,0,0,0,1,1562,1740,89.77
2017,1,4,,Absolute Steins,LESTER,1581,,Wholesome Beams,KAPPAZ,1776,-195,0,0,1,8,0,0,0,1,1581,1776,89.02
2017,2,3,,Wholesome Beams,KAPPAZ,1793,,Libba Let Die,CHIEF,1623,170,1,0,0,1,8,2,0,0,3569,3204,111.39
2017,2,4,,Absolute Steins,LESTER,1651,,Tuohy's Extra Dry,GARTER,1284,367,1,0,0,2,4,1,0,1,3232,3060,105.62
2017,2,2,,I Dream of Viney,RICHO,1691,,TitchDntKillMyVibe,JMERC,1538,153,1,0,0,3,4,1,0,1,3335,3227,103.35
2017,2,1,,Show Me The Mundy,PMAC,1660,,Free Tibont,MELONS,1552,108,1,0,0,4,4,1,0,1,3277,3196,102.53
2017,2,1,,Free Tibont,MELONS,1552,,Show Me The Mundy,PMAC,1660,-108,0,0,1,5,4,1,0,1,3292,3222,102.17
2017,2,2,,TitchDntKillMyVibe,JMERC,1538,,I Dream of Viney,RICHO,1691,-153,0,0,1,6,4,1,0,1,3182,3308,96.19
2017,2,4,,Tuohy's Extra Dry,GARTER,1284,,Absolute Steins,LESTER,1651,-367,0,0,1,7,4,1,0,1,2973,3295,90.23
2017,2,3,,Libba Let Die,CHIEF,1623,,Wholesome Beams,KAPPAZ,1793,-170,0,0,1,8,0,0,0,2,3185,3533,90.15
2017,3,2,,Wholesome Beams,KAPPAZ,1790,,Free Tibont,MELONS,1619,171,1,0,0,1,12,3,0,0,5359,4823,111.11
2017,3,1,,Show Me The Mundy,PMAC,1771,,I Dream of Viney,RICHO,1599,172,1,0,0,2,8,2,0,1,5048,4795,105.28
2017,3,3,,TitchDntKillMyVibe,JMERC,1708,,Absolute Steins,LESTER,1528,180,1,0,0,3,8,2,0,1,4890,4836,101.12
2017,3,4,,Tuohy's Extra Dry,GARTER,1537,,Libba Let Die,CHIEF,1482,55,1,0,0,4,8,2,0,1,4510,4777,94.41
2017,3,3,,Absolute Steins,LESTER,1528,,TitchDntKillMyVibe,JMERC,1708,-180,0,0,1,5,4,1,0,2,4760,4768,99.83
2017,3,1,,I Dream of Viney,RICHO,1599,,Show Me The Mundy,PMAC,1771,-172,0,0,1,6,4,1,0,2,4934,4998,98.72
2017,3,2,,Free Tibont,MELONS,1619,,Wholesome Beams,KAPPAZ,1790,-171,0,0,1,7,4,1,0,2,4911,5012,97.98
2017,3,4,,Libba Let Die,CHIEF,1482,,Tuohy's Extra Dry,GARTER,1537,-55,0,0,1,8,0,0,0,3,4667,5070,92.05
2017,4,1,,Wholesome Beams,KAPPAZ,1648,,Show Me The Mundy,PMAC,1558,90,1,0,0,1,16,4,0,0,7007,6381,109.81
2017,4,4,,TitchDntKillMyVibe,JMERC,1660,,Libba Let Die,CHIEF,1572,88,1,0,0,2,12,3,0,1,6550,6408,102.22
2017,4,3,,Tuohy's Extra Dry,GARTER,1899,,Free Tibont,MELONS,1636,263,1,0,0,3,12,3,0,1,6409,6413,99.94
2017,4,1,,Show Me The Mundy,PMAC,1558,,Wholesome Beams,KAPPAZ,1648,-90,0,0,1,4,8,2,0,2,6606,6443,102.53
2017,4,2,,Absolute Steins,LESTER,1671,,I Dream of Viney,RICHO,1598,73,1,0,0,5,8,2,0,2,6431,6366,101.02
2017,4,2,,I Dream of Viney,RICHO,1598,,Absolute Steins,LESTER,1671,-73,0,0,1,6,4,1,0,3,6532,6669,97.95
2017,4,3,,Free Tibont,MELONS,1636,,Tuohy's Extra Dry,GARTER,1899,-263,0,0,1,7,4,1,0,3,6547,6911,94.73
2017,4,4,,Libba Let Die,CHIEF,1572,,TitchDntKillMyVibe,JMERC,1660,-88,0,0,1,8,0,0,0,4,6239,6730,92.7
2017,5,2,,Wholesome Beams,KAPPAZ,1613,,Tuohy's Extra Dry,GARTER,1681,-68,0,0,1,1,16,4,0,1,8620,8062,106.92
2017,5,4,,TitchDntKillMyVibe,JMERC,1806,,Free Tibont,MELONS,1695,111,1,0,0,2,16,4,0,1,8356,8103,103.12
2017,5,2,,Tuohy's Extra Dry,GARTER,1681,,Wholesome Beams,KAPPAZ,1613,68,1,0,0,3,16,4,0,1,8090,8026,100.8
2017,5,1,,Show Me The Mundy,PMAC,1617,,Absolute Steins,LESTER,1513,104,1,0,0,4,12,3,0,2,8223,7956,103.36
2017,5,1,,Absolute Steins,LESTER,1513,,Show Me The Mundy,PMAC,1617,-104,0,0,1,5,8,2,0,3,7944,7983,99.51
2017,5,3,,I Dream of Viney,RICHO,1503,,Libba Let Die,CHIEF,1550,-47,0,0,1,6,4,1,0,4,8035,8219,97.76
2017,5,3,,Libba Let Die,CHIEF,1550,,I Dream of Viney,RICHO,1503,47,1,0,0,7,4,1,0,4,7789,8233,94.61
2017,5,4,,Free Tibont,MELONS,1695,,TitchDntKillMyVibe,JMERC,1806,-111,0,0,1,8,4,1,0,4,8242,8717,94.55
2017,6,3,,Wholesome Beams,KAPPAZ,1548,,TitchDntKillMyVibe,JMERC,1454,94,1,0,0,1,20,5,0,1,10168,9516,106.85
2017,6,1,,Show Me The Mundy,PMAC,1691,,Tuohy's Extra Dry,GARTER,1592,99,1,0,0,2,16,4,0,2,9914,9548,103.83
2017,6,3,,TitchDntKillMyVibe,JMERC,1454,,Wholesome Beams,KAPPAZ,1548,-94,0,0,1,3,16,4,0,2,9810,9651,101.65
2017,6,1,,Tuohy's Extra Dry,GARTER,1592,,Show Me The Mundy,PMAC,1691,-99,0,0,1,4,16,4,0,2,9682,9717,99.64
2017,6,2,,Absolute Steins,LESTER,1580,,Libba Let Die,CHIEF,1270,310,1,0,0,5,12,3,0,3,9524,9253,102.93
2017,6,4,,I Dream of Viney,RICHO,1868,,Free Tibont,MELONS,1679,189,1,0,0,6,8,2,0,4,9903,9898,100.05
2017,6,4,,Free Tibont,MELONS,1679,,I Dream of Viney,RICHO,1868,-189,0,0,1,7,4,1,0,5,9921,10585,93.73
2017,6,2,,Libba Let Die,CHIEF,1270,,Absolute Steins,LESTER,1580,-310,0,0,1,8,4,1,0,5,9059,9813,92.32
2017,7,1,,Show Me The Mundy,PMAC,1810,,Libba Let Die,CHIEF,1469,341,1,0,0,1,20,5,0,2,11724,11017,106.42
2017,7,4,,Wholesome Beams,KAPPAZ,1547,,I Dream of Viney,RICHO,1567,-20,0,0,1,2,20,5,0,2,11715,11083,105.7
2017,7,2,,Tuohy's Extra Dry,GARTER,1679,,TitchDntKillMyVibe,JMERC,1506,173,1,0,0,3,20,5,0,2,11361,11223,101.23
2017,7,3,,Absolute Steins,LESTER,1779,,Free Tibont,MELONS,1619,160,1,0,0,4,16,4,0,3,11303,10872,103.96
2017,7,2,,TitchDntKillMyVibe,JMERC,1506,,Tuohy's Extra Dry,GARTER,1679,-173,0,0,1,5,16,4,0,3,11316,11330,99.88
2017,7,4,,I Dream of Viney,RICHO,1567,,Wholesome Beams,KAPPAZ,1547,20,1,0,0,6,12,3,0,4,11470,11445,100.22
2017,7,3,,Free Tibont,MELONS,1619,,Absolute Steins,LESTER,1779,-160,0,0,1,7,4,1,0,6,11540,12364,93.34
2017,7,1,,Libba Let Die,CHIEF,1469,,Show Me The Mundy,PMAC,1810,-341,0,0,1,8,4,1,0,6,10528,11623,90.58
2017,8,1,,Show Me The Mundy,PMAC,1795,,TitchDntKillMyVibe,JMERC,1647,148,1,0,0,1,24,6,0,2,13519,12664,106.75
2017,8,4,,Wholesome Beams,KAPPAZ,1620,,Absolute Steins,LESTER,1651,-31,0,0,1,2,20,5,0,3,13335,12734,104.72
2017,8,4,,Absolute Steins,LESTER,1651,,Wholesome Beams,KAPPAZ,1620,31,1,0,0,3,20,5,0,3,12954,12492,103.7
2017,8,3,,Tuohy's Extra Dry,GARTER,1451,,I Dream of Viney,RICHO,1611,-160,0,0,1,4,20,5,0,3,12812,12834,99.83
2017,8,3,,I Dream of Viney,RICHO,1611,,Tuohy's Extra Dry,GARTER,1451,160,1,0,0,5,16,4,0,4,13081,12896,101.43
2017,8,1,,TitchDntKillMyVibe,JMERC,1647,,Show Me The Mundy,PMAC,1795,-148,0,0,1,6,16,4,0,4,12963,13125,98.77
2017,8,2,,Free Tibont,MELONS,1728,,Libba Let Die,CHIEF,1591,137,1,0,0,7,8,2,0,6,13268,13955,95.08
2017,8,2,,Libba Let Die,CHIEF,1591,,Free Tibont,MELONS,1728,-137,0,0,1,8,4,1,0,7,12119,13351,90.77
2017,9,1,,Show Me The Mundy,PMAC,1530,,Free Tibont,MELONS,1477,53,1,0,0,1,28,7,0,2,15049,14141,106.42
2017,9,3,,Wholesome Beams,KAPPAZ,1651,,Libba Let Die,CHIEF,1570,81,1,0,0,2,24,6,0,3,14986,14304,104.77
2017,9,4,,Tuohy's Extra Dry,GARTER,1734,,Absolute Steins,LESTER,1613,121,1,0,0,3,24,6,0,3,14546,14447,100.69
2017,9,4,,Absolute Steins,LESTER,1613,,Tuohy's Extra Dry,GARTER,1734,-121,0,0,1,4,20,5,0,4,14567,14226,102.4
2017,9,2,,TitchDntKillMyVibe,JMERC,1806,,I Dream of Viney,RICHO,1580,226,1,0,0,5,20,5,0,4,14769,14705,100.44
