"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",13,0,8,36077,1,1,1,0,0
"Luke",11,0,10,36417,1,2,1,1,0
"Anthony",11,0,10,36382,1,3,1,0,0
"James",11,0,10,34736,1,4,1,1,1
"Jordan",10,0,11,36021,1,5,0,0,0
"Mark",10,0,11,35516,1,6,0,0,0
"Simon",9,0,12,35774,1,7,0,0,0
"Lester",9,0,12,34650,1,8,0,0,0
"Paul",13,0,8,36917,2,1,1,1,0
"Jordan",11,0,10,36182,2,2,1,1,1
"Simon",11,0,10,34922,2,3,1,0,0
"James",11,0,10,34912,2,4,1,0,0
"Anthony",10,0,11,35069,2,5,0,0,0
"Lester",10,0,11,34145,2,6,0,0,0
"Mark",9,0,12,35670,2,7,0,0,0
"Luke",9,0,12,35035,2,8,0,0,0
"Simon",13,0,8,36307,3,1,1,0,0
"Mark",11,0,10,35349,3,2,1,1,0
"Luke",11,0,10,35238,3,3,1,0,0
"Anthony",11,0,10,34507,3,4,1,1,1
"James",10,0,11,35237,3,5,0,0,0
"Lester",10,0,11,34157,3,6,0,0,0
"Paul",9,0,12,36146,3,7,0,0,0
"Jordan",9,0,12,35394,3,8,0,0,0
"Simon",15,0,6,36536,4,1,1,0,0
"Jordan",13,0,8,35930,4,2,1,0,0
"Anthony",12,0,9,35158,4,3,1,1,0
"Paul",11,0,10,35677,4,4,1,1,1
"Luke",9,0,12,34897,4,5,0,0,0
"Lester",9,0,12,33426,4,6,0,0,0
"James",8,0,13,33898,4,7,0,0,0
"Mark",7,0,14,34647,4,8,0,0,0
"Mark",13,0,8,35724,5,1,1,0,0
"Luke",12,0,9,35827,5,2,1,1,1
"Lester",12,0,9,34767,5,3,1,0,0
"Jordan",10,0,11,35929,5,4,1,1,0
"Simon",10,0,11,35636,5,5,0,0,0
"James",10,0,11,35544,5,6,0,0,0
"Anthony",10,0,11,35513,5,7,0,0,0
"Paul",7,0,14,34906,5,8,0,0,0
"James",14,0,7,35955,6,1,1,0,0
"Paul",13,0,8,37714,6,2,1,1,1
"Luke",11,0,10,35050,6,3,1,0,0
"Mark",10,0,11,35569,6,4,1,1,0
"Anthony",10,0,11,34773,6,5,0,0,0
"Jordan",9,0,12,35577,6,6,0,0,0
"Lester",9,0,12,34751,6,7,0,0,0
"Simon",8,0,13,34714,6,8,0,0,0
"James",16,0,5,35658,7,1,1,0,0
"Anthony",13,0,8,35968,7,2,1,1,0
"Paul",12,0,9,36205,7,3,1,0,0
"Luke",10,0,11,35516,7,4,1,1,1
"Mark",9,0,12,34560,7,5,0,0,0
"Lester",9,0,12,34239,7,6,0,0,0
"Simon",8,0,13,34948,7,7,0,0,0
"Jordan",7,0,14,35022,7,8,0,0,0
"Simon",13,0,8,35695,8,1,1,0,0
"Paul",12,0,9,35184,8,2,1,1,0
"James",11,0,10,35415,8,3,1,0,0
"Jordan",10,0,11,35869,8,4,1,1,1
"Anthony",10,0,11,35594,8,5,0,0,0
"Luke",10,0,11,35113,8,6,0,0,0
"Lester",10,0,11,34344,8,7,0,0,0
"Mark",8,0,13,35947,8,8,0,0,0
"Luke",13,0,8,35781,9,1,1,0,0
"Anthony",12,0,9,36842,9,2,1,0,0
"James",12,0,9,35757,9,3,1,1,1
"Paul",11,0,10,36032,9,4,1,1,0
"Jordan",11,0,10,34842,9,5,0,0,0
"Mark",10,0,11,35489,9,6,0,0,0
"Lester",8,0,13,33882,9,7,0,0,0
"Simon",7,0,14,34315,9,8,0,0,0
"Luke",13,0,8,35870,10,1,1,1,0
"Simon",13,0,8,35772,10,2,1,1,1
"Paul",13,0,8,35619,10,3,1,0,0
"Mark",12,0,9,36399,10,4,1,0,0
"Jordan",9,0,12,35198,10,5,0,0,0
"Lester",9,0,12,34953,10,6,0,0,0
"James",8,0,13,34114,10,7,0,0,0
"Anthony",7,0,14,34214,10,8,0,0,0
"James",13,0,8,35213,11,1,1,1,1
"Luke",12,0,9,36227,11,2,1,0,0
"Paul",12,0,9,35772,11,3,1,1,0
"Jordan",10,0,11,36302,11,4,1,0,0
"Lester",10,0,11,34081,11,5,0,0,0
"Mark",9,0,12,35240,11,6,0,0,0
"Anthony",9,0,12,34954,11,7,0,0,0
"Simon",9,0,12,34344,11,8,0,0,0
"Luke",14,0,7,36659,12,1,1,0,0
"Paul",13,0,8,36273,12,2,1,1,1
"Anthony",12,0,9,35222,12,3,1,0,0
"Simon",11,0,10,35947,12,4,1,1,0
"Lester",11,0,10,33966,12,5,0,0,0
"Jordan",9,0,12,36156,12,6,0,0,0
"Mark",8,0,13,35418,12,7,0,0,0
"James",6,0,15,34826,12,8,0,0,0
"James",14,0,7,35587,13,1,1,1,0
"Luke",13,0,8,36404,13,2,1,1,1
"Jordan",11,0,10,36080,13,3,1,0,0
"Lester",10,0,11,35103,13,4,1,0,0
"Simon",10,0,11,35072,13,5,0,0,0
"Paul",9,0,12,36003,13,6,0,0,0
"Mark",9,0,12,35016,13,7,0,0,0
"Anthony",8,0,13,34894,13,8,0,0,0
"James",12,0,9,35149,14,1,1,0,0
"Lester",12,0,9,34386,14,2,1,0,0
"Jordan",11,0,10,35070,14,3,1,1,1
"Anthony",11,0,10,34560,14,4,1,1,0
"Mark",10,0,11,36188,14,5,0,0,0
"Simon",10,0,11,35208,14,6,0,0,0
"Luke",10,0,11,35149,14,7,0,0,0
"Paul",8,0,13,35292,14,8,0,0,0
"Paul",13,0,8,36606,15,1,1,1,0
"Anthony",13,0,8,35882,15,2,1,0,0
"Luke",12,0,9,36484,15,3,1,1,1
"Simon",11,0,10,35828,15,4,1,0,0
"James",11,0,10,35176,15,5,0,0,0
"Lester",10,0,11,35070,15,6,0,0,0
"Mark",8,0,13,35951,15,7,0,0,0
"Jordan",6,0,15,35357,15,8,0,0,0
"Paul",12,0,9,35634,16,1,1,0,0
"James",12,0,9,35378,16,2,1,1,0
"Simon",11,0,10,36199,16,3,1,0,0
"Mark",11,0,10,35997,16,4,1,1,1
"Luke",11,0,10,34623,16,5,0,0,0
"Anthony",10,0,11,35681,16,6,0,0,0
"Lester",9,0,12,34551,16,7,0,0,0
"Jordan",8,0,13,34588,16,8,0,0,0
"Anthony",13,0,8,35953,17,1,1,1,0
"James",12,0,9,36525,17,2,1,1,1
"Jordan",12,0,9,35363,17,3,1,0,0
"Simon",11,0,10,34960,17,4,1,0,0
"Paul",10,0,11,36116,17,5,0,0,0
"Luke",10,0,11,35081,17,6,0,0,0
"Mark",8,0,13,35885,17,7,0,0,0
"Lester",8,0,13,34378,17,8,0,0,0
"Lester",13,0,8,35758,18,1,1,0,0
"Paul",13,0,8,35666,18,2,1,0,0
"Simon",11,0,10,36015,18,3,1,1,0
"Anthony",11,0,10,35624,18,4,1,1,1
"James",11,0,10,34932,18,5,0,0,0
"Luke",10,0,11,35459,18,6,0,0,0
"Mark",8,0,13,34490,18,7,0,0,0
"Jordan",7,0,14,34678,18,8,0,0,0
"James",14,0,7,36158,19,1,1,0,0
"Luke",12,0,9,35759,19,2,1,0,0
"Simon",12,0,9,35566,19,3,1,1,0
"Jordan",11,0,10,36861,19,4,1,1,1
"Anthony",11,0,10,36190,19,5,0,0,0
"Paul",11,0,10,35200,19,6,0,0,0
"Lester",8,0,13,34216,19,7,0,0,0
"Mark",5,0,16,34678,19,8,0,0,0
"Jordan",13,0,8,35876,20,1,1,1,1
"Simon",13,0,8,35856,20,2,1,1,0
"James",12,0,9,35105,20,3,1,0,0
"Mark",11,0,10,35844,20,4,1,0,0
"Anthony",11,0,10,35439,20,5,0,0,0
"Luke",10,1,10,36294,20,6,0,0,0
"Paul",10,1,10,35197,20,7,0,0,0
"Lester",3,0,18,33322,20,8,0,0,0
"Luke",15,0,6,35304,21,1,1,1,1
"Jordan",13,0,8,36335,21,2,1,1,0
"James",13,0,8,35391,21,3,1,0,0
"Lester",12,0,9,34531,21,4,1,0,0
"Paul",10,0,11,36050,21,5,0,0,0
"Anthony",9,0,12,35497,21,6,0,0,0
"Simon",8,0,13,35662,21,7,0,0,0
"Mark",4,0,17,34517,21,8,0,0,0
"Simon",16,0,5,35218,22,1,1,1,0
"James",14,0,7,34924,22,2,1,0,0
"Mark",12,0,9,36000,22,3,1,1,1
"Anthony",9,0,12,35656,22,4,1,0,0
"Luke",9,0,12,35246,22,5,0,0,0
"Lester",9,0,12,33256,22,6,0,0,0
"Jordan",8,0,13,34305,22,7,0,0,0
"Paul",7,0,14,34995,22,8,0,0,0
"Jordan",13,0,8,35995,23,1,1,0,0
"James",13,0,8,35789,23,2,1,1,1
"Mark",12,0,9,35699,23,3,1,0,0
"Simon",11,0,10,36019,23,4,1,1,1
"Luke",10,0,11,33966,23,5,0,0,0
"Paul",9,0,12,35444,23,6,0,0,0
"Lester",9,0,12,33959,23,7,0,0,0
"Anthony",7,0,14,34520,23,8,0,0,0
"Jordan",14,0,7,35705,24,1,1,1,0
"Anthony",12,0,9,35514,24,2,1,0,0
"Mark",11,0,10,36203,24,3,1,1,1
"Luke",10,0,11,35451,24,4,1,0,0
"Paul",10,0,11,35139,24,5,0,0,0
"James",10,0,11,35018,24,6,0,0,0
"Lester",9,0,12,34270,24,7,0,0,0
"Simon",8,0,13,35077,24,8,0,0,0
"Paul",15,0,6,36763,25,1,1,1,1
"Simon",11,0,10,35634,25,2,1,1,0
"Jordan",11,0,10,35552,25,3,1,0,0
"Anthony",11,0,10,35501,25,4,1,0,0
"Mark",10,0,11,35815,25,5,0,0,0
"James",9,0,12,35159,25,6,0,0,0
"Lester",9,0,12,34194,25,7,0,0,0
"Luke",8,0,13,34877,25,8,0,0,0
"Paul",12,0,9,36391,26,1,1,1,1
"Mark",12,0,9,35916,26,2,1,1,0
"Luke",12,0,9,35162,26,3,1,0,0
"Simon",10,0,11,35999,26,4,1,0,0
"James",10,0,11,35198,26,5,0,0,0
"Anthony",10,0,11,35069,26,6,0,0,0
"Jordan",9,0,12,34694,26,7,0,0,0
"Lester",9,0,12,34584,26,8,0,0,0
"Mark",14,0,7,36093,27,1,1,1,0
"Jordan",12,0,9,35933,27,2,1,0,0
"Paul",11,0,10,36453,27,3,1,1,1
"Luke",11,0,10,35896,27,4,1,0,0
"Simon",10,0,11,35040,27,5,0,0,0
"James",9,0,12,34885,27,6,0,0,0
"Lester",9,0,12,34560,27,7,0,0,0
"Anthony",8,0,13,34751,27,8,0,0,0
"Jordan",12,0,9,36834,28,1,1,1,0
"Paul",12,0,9,35942,28,2,1,1,1
"Simon",11,0,10,35667,28,3,1,0,0
"Anthony",11,0,10,35578,28,4,1,0,0
"James",10,0,11,35018,28,5,0,0,0
"Luke",10,0,11,34641,28,6,0,0,0
"Lester",10,0,11,34003,28,7,0,0,0
"Mark",8,0,13,34696,28,8,0,0,0
"Luke",15,0,6,36173,29,1,1,1,0
"Mark",12,0,9,36055,29,2,1,1,1
"Paul",11,0,10,36150,29,3,1,0,0
"Lester",11,0,10,35528,29,4,1,0,0
"Jordan",11,0,10,35009,29,5,0,0,0
