"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",14,0,7,35122,1,1,1,1,0
"Jordan",13,0,8,35596,1,2,1,0,0
"Luke",11,0,10,35343,1,3,1,1,1
"Simon",11,0,10,34646,1,4,1,0,0
"James",11,0,10,34400,1,5,0,0,0
"Anthony",10,0,11,35565,1,6,0,0,0
"Mark",7,0,14,35202,1,7,0,0,0
"Lester",7,0,14,33176,1,8,0,0,0
"Paul",16,0,5,36059,2,1,1,0,0
"Jordan",11,0,10,35465,2,2,1,0,0
"Simon",11,0,10,34666,2,3,1,1,1
"James",10,0,11,35086,2,4,1,1,0
"Luke",10,0,11,34947,2,5,0,0,0
"Lester",10,0,11,33536,2,6,0,0,0
"Anthony",9,0,12,35833,2,7,0,0,0
"Mark",7,0,14,34935,2,8,0,0,0
"Jordan",13,0,8,35542,3,1,1,0,0
"Paul",13,0,8,35108,3,2,1,1,1
"Simon",11,0,10,34774,3,3,1,0,0
"James",11,0,10,34254,3,4,1,1,0
"Anthony",10,0,11,35342,3,5,0,0,0
"Luke",10,0,11,35064,3,6,0,0,0
"Lester",9,0,12,33633,3,7,0,0,0
"Mark",7,0,14,34765,3,8,0,0,0
"Paul",15,0,6,35529,4,1,1,0,0
"Jordan",13,0,8,35831,4,2,1,0,0
"Luke",13,0,8,35457,4,3,1,1,1
"Simon",12,0,9,34756,4,4,1,1,0
"Lester",9,0,12,33550,4,5,0,0,0
"James",8,0,13,34160,4,6,0,0,0
"Anthony",7,0,14,35350,4,7,0,0,0
"Mark",7,0,14,34986,4,8,0,0,0
"Jordan",14,0,7,35983,5,1,1,1,0
"Luke",13,0,8,35490,5,2,1,0,0
"Simon",13,0,8,35318,5,3,1,1,1
"Paul",11,0,10,34922,5,4,1,0,0
"Lester",10,0,11,33959,5,5,0,0,0
"Anthony",8,0,13,35503,5,6,0,0,0
"James",8,0,13,34591,5,7,0,0,0
"Mark",7,0,14,34884,5,8,0,0,0
"Paul",14,0,7,35468,6,1,1,0,0
"Jordan",13,0,8,35836,6,2,1,0,0
"Simon",11,0,10,35179,6,3,1,1,1
"Luke",10,0,11,34904,6,4,1,1,0
"James",10,0,11,34186,6,5,0,0,0
"Lester",10,0,11,33651,6,6,0,0,0
"Anthony",8,0,13,35966,6,7,0,0,0
"Mark",8,0,13,35053,6,8,0,0,0
"Paul",14,0,7,35286,7,1,1,1,1
"Luke",13,0,8,35503,7,2,1,0,0
"Simon",12,0,9,35075,7,3,1,1,0
"Jordan",11,0,10,35639,7,4,1,0,0
"James",11,0,10,34642,7,5,0,0,0
"Lester",10,0,11,33395,7,6,0,0,0
"Anthony",8,0,13,34795,7,7,0,0,0
"Mark",5,0,16,34930,7,8,0,0,0
"Paul",16,0,5,35715,8,1,1,1,1
"Simon",13,0,8,35332,8,2,1,1,0
"Jordan",11,0,10,35218,8,3,1,0,0
"Luke",11,0,10,35061,8,4,1,0,0
"James",10,0,11,33964,8,5,0,0,0
"Lester",9,0,12,33535,8,6,0,0,0
"Anthony",8,0,13,35812,8,7,0,0,0
"Mark",6,0,15,34278,8,8,0,0,0
"Paul",14,0,7,35325,9,1,1,1,1
"Simon",13,0,8,34854,9,2,1,0,0
"Luke",12,0,9,35493,9,3,1,1,0
"Jordan",11,0,10,35016,9,4,1,0,0
"James",10,0,11,34200,9,5,0,0,0
"Anthony",9,0,12,35869,9,6,0,0,0
"Lester",8,0,13,32999,9,7,0,0,0
"Mark",7,0,14,34591,9,8,0,0,0
"Simon",13,0,8,35458,10,1,1,0,0
"Paul",13,0,8,35240,10,2,1,0,0
"Jordan",12,0,9,35466,10,3,1,1,0
"Luke",12,0,9,35026,10,4,1,1,1
"Anthony",10,0,11,36141,10,5,0,0,0
"James",10,0,11,34781,10,6,0,0,0
"Lester",9,0,12,33443,10,7,0,0,0
"Mark",5,0,16,34643,10,8,0,0,0
"Paul",16,0,5,35559,11,1,1,1,0
"Simon",13,0,8,35254,11,2,1,0,0
"Jordan",11,0,10,35334,11,3,1,1,1
"Anthony",10,0,11,35756,11,4,1,0,0
"Luke",10,0,11,34971,11,5,0,0,0
"James",10,0,11,34672,11,6,0,0,0
"Lester",8,0,13,33298,11,7,0,0,0
"Mark",6,0,15,34676,11,8,0,0,0
"Simon",13,0,8,35665,12,1,1,0,0
"Jordan",13,0,8,35631,12,2,1,1,1
"Paul",13,0,8,35585,12,3,1,0,0
"Luke",12,0,9,35352,12,4,1,1,0
"James",10,0,11,34456,12,5,0,0,0
"Lester",9,0,12,33524,12,6,0,0,0
"Anthony",8,0,13,35909,12,7,0,0,0
"Mark",6,0,15,34837,12,8,0,0,0
"Paul",13,0,8,35616,13,1,1,0,0
"Simon",12,0,9,35102,13,2,1,1,1
"Jordan",11,0,10,35226,13,3,1,0,0
"James",11,0,10,34901,13,4,1,1,0
"Lester",11,0,10,34303,13,5,0,0,0
"Luke",10,0,11,35145,13,6,0,0,0
"Anthony",9,0,12,35588,13,7,0,0,0
"Mark",7,0,14,34685,13,8,0,0,0
"Jordan",13,0,8,35819,14,1,1,1,1
"Luke",13,0,8,35475,14,2,1,1,0
"Paul",13,0,8,35071,14,3,1,0,0
"James",10,0,11,34598,14,4,1,0,0
"Simon",10,0,11,34598,14,5,0,0,0
"Lester",10,0,11,34083,14,6,0,0,0
"Anthony",9,0,12,35892,14,7,0,0,0
"Mark",6,0,15,34900,14,8,0,0,0
"Simon",13,0,8,35604,15,1,1,0,0
"Paul",13,0,8,35112,15,2,1,0,0
"Luke",11,0,10,35124,15,3,1,1,0
"Jordan",10,0,11,34892,15,4,1,1,1
