"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",13,0,8,35704,1,1,1,1,0
"Paul",13,0,8,35405,1,2,1,1,1
"Jordan",12,0,9,35420,1,3,1,0,0
"Simon",12,0,9,34764,1,4,1,0,0
"James",10,0,11,34711,1,5,0,0,0
"Lester",9,0,12,33663,1,6,0,0,0
"Anthony",8,0,13,35382,1,7,0,0,0
"Mark",7,0,14,34764,1,8,0,0,0
"Paul",15,0,6,35691,2,1,1,1,0
"Simon",12,0,9,35412,2,2,1,1,1
"Anthony",11,1,9,36123,2,3,1,0,0
"Jordan",10,1,10,35159,2,4,1,0,0
"Luke",10,0,11,35555,2,5,0,0,0
"James",10,0,11,34113,2,6,0,0,0
"Lester",9,0,12,33255,2,7,0,0,0
"Mark",6,0,15,34623,2,8,0,0,0
"Paul",14,0,7,35674,3,1,1,1,0
"Simon",14,0,7,34988,3,2,1,1,1
"Jordan",13,0,8,35663,3,3,1,0,0
"Luke",12,0,9,35535,3,4,1,0,0
"James",9,0,12,34987,3,5,0,0,0
"Anthony",8,0,13,35329,3,6,0,0,0
"Lester",8,0,13,33620,3,7,0,0,0
"Mark",6,0,15,35166,3,8,0,0,0
"Paul",15,0,6,35469,4,1,1,1,1
"Simon",13,0,8,35552,4,2,1,0,0
"Jordan",12,0,9,35420,4,3,1,1,0
"Luke",10,0,11,35039,4,4,1,0,0
"James",10,0,11,34545,4,5,0,0,0
"Lester",10,0,11,33527,4,6,0,0,0
"Anthony",8,0,13,35795,4,7,0,0,0
"Mark",6,0,15,35142,4,8,0,0,0
"Simon",15,0,6,35610,5,1,1,1,1
"Paul",13,0,8,34988,5,2,1,0,0
"Luke",12,0,9,34999,5,3,1,1,0
"Jordan",10,0,11,35022,5,4,1,0,0
"Lester",10,0,11,33766,5,5,0,0,0
"James",9,0,12,34195,5,6,0,0,0
"Anthony",8,0,13,35271,5,7,0,0,0
"Mark",7,0,14,34529,5,8,0,0,0
"Simon",15,0,6,35187,6,1,1,0,0
"Luke",14,0,7,35335,6,2,1,0,0
"Jordan",13,0,8,35607,6,3,1,1,1
"Paul",10,0,11,34405,6,4,1,1,0
"James",10,0,11,34391,6,5,0,0,0
"Anthony",9,0,12,35223,6,6,0,0,0
"Lester",7,0,14,33097,6,7,0,0,0
"Mark",6,0,15,34839,6,8,0,0,0
"Paul",15,0,6,35601,7,1,1,1,0
"Simon",14,0,7,35681,7,2,1,0,0
"Jordan",13,0,8,35784,7,3,1,1,1
"Mark",9,0,12,35339,7,4,1,0,0
"Luke",9,0,12,34656,7,5,0,0,0
"Anthony",8,0,13,35412,7,6,0,0,0
"James",8,0,13,34413,7,7,0,0,0
"Lester",8,0,13,33558,7,8,0,0,0
"Simon",13,0,8,35230,8,1,1,1,0
"Jordan",12,0,9,35652,8,2,1,1,1
"Paul",12,0,9,34747,8,3,1,0,0
