"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",15,0,6,35604,1,1,1,1,0
"Jordan",14,0,7,35700,1,2,1,0,0
"Luke",13,0,8,36254,1,3,1,1,1
"Simon",11,0,10,34475,1,4,1,0,0
"James",8,1,12,34166,1,5,0,0,0
"Anthony",8,0,13,35517,1,6,0,0,0
"Lester",8,0,13,33510,1,7,0,0,0
"Mark",6,1,14,34787,1,8,0,0,0
"Paul",16,0,5,35531,2,1,1,0,0
"Jordan",13,0,8,35817,2,2,1,1,1
"Simon",13,0,8,34780,2,3,1,0,0
"Luke",11,0,10,35190,2,4,1,1,0
"Lester",9,0,12,33414,2,5,0,0,0
"James",8,0,13,34202,2,6,0,0,0
"Anthony",7,0,14,35138,2,7,0,0,0
"Mark",7,0,14,34953,2,8,0,0,0
"Paul",15,0,6,35640,3,1,1,0,0
"Jordan",13,0,8,35741,3,2,1,0,0
"Simon",12,0,9,34973,3,3,1,1,1
"Luke",10,0,11,35649,3,4,1,1,0
"Anthony",9,0,12,35407,3,5,0,0,0
"James",9,0,12,34292,3,6,0,0,0
"Lester",9,0,12,33268,3,7,0,0,0
"Mark",7,0,14,35061,3,8,0,0,0
"Paul",14,0,7,35283,4,1,1,0,0
"Luke",13,0,8,35627,4,2,1,1,1
"Jordan",13,0,8,35265,4,3,1,0,0
"Simon",11,0,10,34961,4,4,1,1,0
"James",10,0,11,34580,4,5,0,0,0
"Anthony",8,0,13,35546,4,6,0,0,0
"Lester",8,0,13,33115,4,7,0,0,0
"Mark",7,0,14,35391,4,8,0,0,0
"Paul",15,0,6,35144,5,1,1,1,1
"Simon",14,0,7,35456,5,2,1,0,0
"Jordan",13,0,8,35669,5,3,1,1,0
"Luke",11,0,10,35616,5,4,1,0,0
"Lester",9,0,12,33252,5,5,0,0,0
"James",8,0,13,34101,5,6,0,0,0
"Anthony",7,0,14,34946,5,7,0,0,0
"Mark",7,0,14,34943,5,8,0,0,0
"Paul",14,0,7,35171,6,1,1,0,0
"Simon",13,0,8,35296,6,2,1,0,0
"Jordan",12,0,9,35744,6,3,1,1,0
"Luke",11,0,10,35545,6,4,1,1,1
"James",11,0,10,34721,6,5,0,0,0
"Lester",9,0,12,32991,6,6,0,0,0
"Anthony",8,0,13,35830,6,7,0,0,0
"Mark",6,0,15,34325,6,8,0,0,0
"Simon",14,0,7,35577,7,1,1,0,0
"Jordan",14,0,7,35404,7,2,1,1,0
"Paul",14,0,7,35316,7,3,1,0,0
"Luke",11,0,10,35190,7,4,1,1,1
"Lester",10,0,11,33976,7,5,0,0,0
"James",8,0,13,33940,7,6,0,0,0
"Anthony",7,0,14,35566,7,7,0,0,0
"Mark",6,0,15,35046,7,8,0,0,0
"Jordan",14,0,7,36117,8,1,1,1,1
"Luke",13,1,7,36286,8,2,1,1,0
"Simon",13,0,8,35129,8,3,1,0,0
"Paul",13,0,8,35127,8,4,1,0,0
"Lester",9,1,11,34008,8,5,0,0,0
"James",9,0,12,34087,8,6,0,0,0
"Anthony",6,0,15,35248,8,7,0,0,0
"Mark",6,0,15,34655,8,8,0,0,0
"Simon",15,0,6,35405,9,1,1,1,1
"Jordan",14,0,7,35708,9,2,1,1,0
"Paul",13,0,8,35514,9,3,1,0,0
"Luke",12,0,9,35523,9,4,1,0,0
"James",9,0,12,34484,9,5,0,0,0
"Lester",8,0,13,33598,9,6,0,0,0
"Anthony",7,0,14,35444,9,7,0,0,0
"Mark",6,0,15,34903,9,8,0,0,0
"Paul",14,0,7,35677,10,1,1,1,1
"Jordan",13,0,8,35448,10,2,1,0,0
"Luke",12,0,9,35682,10,3,1,1,0
"Simon",12,0,9,35012,10,4,1,0,0
"Anthony",9,0,12,35626,10,5,0,0,0
"Lester",9,0,12,33540,10,6,0,0,0
"Mark",8,0,13,34922,10,7,0,0,0
"James",7,0,14,34007,10,8,0,0,0
"Paul",14,0,7,35423,11,1,1,0,0
"Luke",13,0,8,35721,11,2,1,1,0
"Simon",13,0,8,34869,11,3,1,0,0
"Jordan",11,0,10,35286,11,4,1,1,1
"James",10,0,11,34653,11,5,0,0,0
"Lester",10,0,11,33812,11,6,0,0,0
"Anthony",8,0,13,35583,11,7,0,0,0
"Mark",5,0,16,34374,11,8,0,0,0
"Paul",15,0,6,35308,12,1,1,1,0
"Luke",13,0,8,35530,12,2,1,0,0
"Jordan",12,0,9,35620,12,3,1,1,1
"Simon",12,0,9,35012,12,4,1,0,0
"James",10,0,11,34367,12,5,0,0,0
"Anthony",8,0,13,35279,12,6,0,0,0
"Lester",8,0,13,33027,12,7,0,0,0
"Mark",6,0,15,34787,12,8,0,0,0
"Simon",14,0,7,35822,13,1,1,1,1
"Jordan",13,0,8,35815,13,2,1,1,0
"Paul",13,0,8,35299,13,3,1,0,0
"Luke",12,0,9,35601,13,4,1,0,0
"James",10,0,11,34417,13,5,0,0,0
"Anthony",9,0,12,35765,13,6,0,0,0
"Lester",7,0,14,33215,13,7,0,0,0
"Mark",6,0,15,35025,13,8,0,0,0
"Simon",14,0,7,36034,14,1,1,1,0
"Jordan",13,0,8,35658,14,2,1,1,1
"Paul",13,0,8,35345,14,3,1,0,0
"Luke",12,0,9,35928,14,4,1,0,0
"James",11,0,10,34739,14,5,0,0,0
"Anthony",7,0,14,35417,14,6,0,0,0
"Mark",7,0,14,34565,14,7,0,0,0
"Lester",7,0,14,33304,14,8,0,0,0
"Paul",14,0,7,35367,15,1,1,1,1
"Jordan",13,0,8,36019,15,2,1,1,0
"Luke",13,0,8,35707,15,3,1,0,0
"Simon",12,0,9,34670,15,4,1,0,0
"James",9,0,12,34439,15,5,0,0,0
"Lester",9,0,12,33600,15,6,0,0,0
"Anthony",8,0,13,35400,15,7,0,0,0
"Mark",6,0,15,34622,15,8,0,0,0
"Paul",16,0,5,35817,16,1,1,1,0
"Simon",13,0,8,35498,16,2,1,0,0
"Jordan",12,0,9,35308,16,3,1,1,1
"Luke",11,0,10,35363,16,4,1,0,0
"Anthony",9,0,12,35577,16,5,0,0,0
"Lester",9,0,12,33222,16,6,0,0,0
"James",8,0,13,34309,16,7,0,0,0
"Mark",6,0,15,34781,16,8,0,0,0
"Jordan",14,0,7,35801,17,1,1,0,0
"Paul",13,0,8,35463,17,2,1,0,0
"Luke",12,0,9,35258,17,3,1,1,1
"Simon",12,0,9,35049,17,4,1,1,0
"James",10,0,11,34072,17,5,0,0,0
"Lester",9,0,12,33159,17,6,0,0,0
"Anthony",7,0,14,35363,17,7,0,0,0
"Mark",7,0,14,34965,17,8,0,0,0
"Jordan",14,0,7,35691,18,1,1,1,1
"Paul",14,0,7,35420,18,2,1,1,0
"Simon",13,0,8,35397,18,3,1,0,0
"Luke",12,0,9,35404,18,4,1,0,0
"Lester",10,0,11,33558,18,5,0,0,0
"Anthony",7,0,14,35743,18,6,0,0,0
"Mark",7,0,14,35056,18,7,0,0,0
"James",7,0,14,33746,18,8,0,0,0
"Paul",15,0,6,35626,19,1,1,1,1
"Jordan",13,0,8,36023,19,2,1,0,0
"Luke",12,0,9,35630,19,3,1,1,0
"Simon",12,0,9,34832,19,4,1,0,0
"Anthony",9,0,12,35904,19,5,0,0,0
"Lester",9,0,12,33524,19,6,0,0,0
"James",8,0,13,34440,19,7,0,0,0
"Mark",6,0,15,35046,19,8,0,0,0
"Paul",14,0,7,35449,20,1,1,1,1
"Jordan",13,0,8,35948,20,2,1,0,0
"Simon",13,0,8,35170,20,3,1,1,0
"Luke",11,0,10,35310,20,4,1,0,0
"James",10,0,11,34681,20,5,0,0,0
"Lester",9,0,12,33643,20,6,0,0,0
"Anthony",8,0,13,35475,20,7,0,0,0
"Mark",6,0,15,35035,20,8,0,0,0
"Jordan",14,0,7,36071,21,1,1,1,1
"Simon",14,0,7,35040,21,2,1,1,0
"Luke",13,0,8,35698,21,3,1,0,0
"Paul",13,0,8,35389,21,4,1,0,0
"Anthony",8,0,13,35346,21,5,0,0,0
"Lester",8,0,13,33266,21,6,0,0,0
"Mark",7,0,14,35161,21,7,0,0,0
"James",7,0,14,34289,21,8,0,0,0
"Simon",15,0,6,35765,22,1,1,1,1
"Paul",14,0,7,35373,22,2,1,1,0
"Jordan",13,0,8,35403,22,3,1,0,0
"Luke",12,0,9,35614,22,4,1,0,0
"Lester",10,0,11,33986,22,5,0,0,0
"Anthony",8,0,13,35900,22,6,0,0,0
"James",8,0,13,33880,22,7,0,0,0
"Mark",4,0,17,34137,22,8,0,0,0
"Simon",14,0,7,35354,23,1,1,1,1
"Luke",13,0,8,35503,23,2,1,1,0
"Jordan",13,0,8,35366,23,3,1,0,0
"Paul",13,0,8,35049,23,4,1,0,0
"James",11,0,10,34806,23,5,0,0,0
"Lester",9,0,12,33917,23,6,0,0,0
"Anthony",6,0,15,35394,23,7,0,0,0
"Mark",5,0,16,34633,23,8,0,0,0
"Jordan",15,0,6,36035,24,1,1,1,0
"Simon",13,0,8,35258,24,2,1,1,1
"Paul",13,0,8,35040,24,3,1,0,0
"Luke",10,0,11,35166,24,4,1,0,0
"James",10,0,11,34516,24,5,0,0,0
"Anthony",9,0,12,35462,24,6,0,0,0
"Lester",8,0,13,33493,24,7,0,0,0
"Mark",6,0,15,34698,24,8,0,0,0
"Simon",15,0,6,35348,25,1,1,0,0
"Jordan",14,0,7,35753,25,2,1,1,1
"Paul",13,1,7,35029,25,3,1,0,0
"Luke",11,1,9,35163,25,4,1,1,0
"James",10,0,11,34613,25,5,0,0,0
"Lester",8,0,13,33370,25,6,0,0,0
"Anthony",7,0,14,35372,25,7,0,0,0
"Mark",5,0,16,34290,25,8,0,0,0
"Jordan",15,0,6,35935,26,1,1,0,0
"Paul",14,0,7,35538,26,2,1,1,1
"Luke",12,0,9,35567,26,3,1,0,0
"Simon",12,0,9,35170,26,4,1,1,0
"Lester",9,0,12,33281,26,5,0,0,0
"James",8,0,13,34328,26,6,0,0,0
"Anthony",7,0,14,35109,26,7,0,0,0
"Mark",7,0,14,34790,26,8,0,0,0
"Luke",14,0,7,35776,27,1,1,1,0
"Paul",13,0,8,35369,27,2,1,0,0
"Simon",12,0,9,35402,27,3,1,1,1
"Jordan",12,0,9,35166,27,4,1,0,0
"Anthony",9,0,12,35563,27,5,0,0,0
"James",9,0,12,34538,27,6,0,0,0
"Lester",9,0,12,33648,27,7,0,0,0
"Mark",6,0,15,34519,27,8,0,0,0
"Jordan",15,0,6,36311,28,1,1,1,1
"Luke",13,0,8,35489,28,2,1,1,0
"Paul",13,0,8,35275,28,3,1,0,0
"Simon",11,0,10,34994,28,4,1,0,0
"Lester",9,0,12,33280,28,5,0,0,0
"Mark",8,0,13,35053,28,6,0,0,0
"James",8,0,13,33887,28,7,0,0,0
"Anthony",7,0,14,35828,28,8,0,0,0
"Jordan",13,0,8,36312,29,1,1,1,0
"Luke",13,0,8,35863,29,2,1,0,0
"Paul",13,0,8,35377,29,3,1,1,1
"Simon",12,0,9,34987,29,4,1,0,0
"Lester",9,0,12,33430,29,5,0,0,0
"Anthony",8,0,13,35693,29,6,0,0,0
"Mark",8,0,13,35260,29,7,0,0,0
"James",8,0,13,33983,29,8,0,0,0
"Jordan",15,0,6,36056,30,1,1,1,0
