"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",13,0,8,35453,1,1,1,1,0
"James",12,0,9,35956,1,2,1,1,1
"Simon",12,0,9,35937,1,3,1,0,0
"Anthony",12,0,9,35644,1,4,1,0,0
"Luke",11,0,10,36222,1,5,0,0,0
"Lester",10,0,11,34055,1,6,0,0,0
"Jordan",7,0,14,35154,1,7,0,0,0
"Mark",7,0,14,34917,1,8,0,0,0
"Mark",15,0,6,35029,2,1,1,1,1
"James",14,1,6,36054,2,2,1,0,0
"Paul",10,0,11,34893,2,3,1,1,0
"Lester",10,0,11,34379,2,4,1,0,0
"Jordan",9,0,12,35685,2,5,0,0,0
"Anthony",9,0,12,35554,2,6,0,0,0
"Luke",8,1,12,36228,2,7,0,0,0
"Simon",8,0,13,35893,2,8,0,0,0
"Luke",13,0,8,35899,3,1,1,0,0
"James",13,0,8,35742,3,2,1,1,1
"Paul",13,0,8,35352,3,3,1,0,0
"Anthony",12,0,9,35654,3,4,1,1,0
"Mark",11,0,10,34877,3,5,0,0,0
"Simon",9,0,12,35746,3,6,0,0,0
"Jordan",7,0,14,34467,3,7,0,0,0
"Lester",6,0,15,34124,3,8,0,0,0
"Paul",13,0,8,35245,4,1,1,1,0
"James",12,0,9,35263,4,2,1,1,1
"Anthony",11,0,10,35888,4,3,1,0,0
"Mark",11,0,10,35336,4,4,1,0,0
"Luke",10,0,11,35251,4,5,0,0,0
"Jordan",10,0,11,34823,4,6,0,0,0
"Lester",9,0,12,34556,4,7,0,0,0
"Simon",8,0,13,35955,4,8,0,0,0
"Jordan",14,0,7,35851,5,1,1,1,0
"Luke",13,0,8,36366,5,2,1,1,1
"Paul",12,0,9,35730,5,3,1,0,0
"Simon",12,0,9,35700,5,4,1,0,0
"Anthony",10,0,11,35134,5,5,0,0,0
"Lester",8,0,13,34951,5,6,0,0,0
"Mark",8,0,13,34518,5,7,0,0,0
"James",7,0,14,33762,5,8,0,0,0
"Paul",14,0,7,37274,6,1,1,1,1
"Luke",13,0,8,35647,6,2,1,0,0
"James",12,0,9,36692,6,3,1,1,0
"Jordan",12,0,9,35356,6,4,1,0,0
"Simon",10,0,11,36244,6,5,0,0,0
"Mark",10,0,11,35212,6,6,0,0,0
"Lester",8,0,13,34626,6,7,0,0,0
"Anthony",5,0,16,35411,6,8,0,0,0
"Simon",12,1,8,36027,7,1,1,1,0
"James",12,0,9,36032,7,2,1,0,0
"Jordan",11,0,10,36415,7,3,1,1,1
"Paul",11,0,10,35932,7,4,1,0,0
"Anthony",10,1,10,35019,7,5,0,0,0
"Mark",10,0,11,34689,7,6,0,0,0
"Luke",9,0,12,35428,7,7,0,0,0
"Lester",8,0,13,33786,7,8,0,0,0
"Simon",11,0,10,35984,8,1,1,1,0
"Luke",11,0,10,35792,8,2,1,0,0
"James",11,0,10,35728,8,3,1,1,1
"Jordan",11,0,10,35189,8,4,1,0,0
"Mark",11,0,10,34997,8,5,0,0,0
"Lester",11,0,10,34170,8,6,0,0,0
"Anthony",9,0,12,35689,8,7,0,0,0
"Paul",9,0,12,35155,8,8,0,0,0
"Paul",12,0,9,36453,9,1,1,0,0
"Jordan",12,0,9,36389,9,2,1,0,0
"Mark",12,0,9,35119,9,3,1,1,0
"Luke",11,0,10,35607,9,4,1,1,1
"James",10,0,11,36305,9,5,0,0,0
"Simon",10,0,11,35855,9,6,0,0,0
"Lester",10,0,11,35125,9,7,0,0,0
"Anthony",7,0,14,34491,9,8,0,0,0
"Anthony",12,0,9,36004,10,1,1,1,1
"Jordan",12,0,9,35592,10,2,1,1,0
"Luke",12,0,9,35428,10,3,1,0,0
"James",11,0,10,35692,10,4,1,0,0
"Lester",11,0,10,34903,10,5,0,0,0
"Paul",10,0,11,34764,10,6,0,0,0
"Simon",9,0,12,34914,10,7,0,0,0
"Mark",7,0,14,34695,10,8,0,0,0
"Paul",15,0,6,35029,11,1,1,1,0
"James",12,0,9,35609,11,2,1,1,1
"Mark",11,0,10,35256,11,3,1,0,0
"Luke",10,0,11,34963,11,4,1,0,0
"Lester",10,0,11,34290,11,5,0,0,0
"Anthony",9,0,12,36250,11,6,0,0,0
"Simon",9,0,12,35292,11,7,0,0,0
"Jordan",8,0,13,34642,11,8,0,0,0
"Lester",15,0,6,34996,12,1,1,1,1
"Paul",13,0,8,36075,12,2,1,1,0
"Anthony",13,0,8,35892,12,3,1,0,0
"Luke",13,0,8,35721,12,4,1,0,0
"James",8,0,13,35799,12,5,0,0,0
"Simon",8,0,13,34996,12,6,0,0,0
"Mark",7,0,14,33992,12,7,0,0,0
"Jordan",7,0,14,33628,12,8,0,0,0
"James",15,0,6,37299,13,1,1,1,1
"Paul",15,0,6,36689,13,2,1,0,0
"Mark",11,0,10,35023,13,3,1,1,0
"Luke",10,0,11,34719,13,4,1,0,0
"Jordan",9,0,12,35188,13,5,0,0,0
"Anthony",9,0,12,34929,13,6,0,0,0
"Lester",8,0,13,34820,13,7,0,0,0
"Simon",7,0,14,35370,13,8,0,0,0
"Paul",13,0,8,36127,14,1,1,1,1
"Jordan",12,0,9,36517,14,2,1,0,0
"Anthony",12,0,9,35952,14,3,1,1,0
"Luke",12,0,9,35883,14,4,1,0,0
"Lester",10,0,11,34488,14,5,0,0,0
"Simon",9,0,12,36550,14,6,0,0,0
"James",9,0,12,35684,14,7,0,0,0
"Mark",7,0,14,34543,14,8,0,0,0
"Paul",17,0,4,36676,15,1,1,1,1
"James",14,0,7,35894,15,2,1,0,0
"Mark",12,0,9,35472,15,3,1,1,0
"Jordan",10,0,11,35572,15,4,1,0,0
"Simon",8,0,13,35681,15,5,0,0,0
"Lester",8,0,13,34751,15,6,0,0,0
