"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"James",13,0,8,35999,1,1,1,0,0
"Jordan",12,0,9,36138,1,2,1,0,0
"Luke",12,0,9,35792,1,3,1,1,1
"Simon",12,0,9,35506,1,4,1,1,0
"Mark",10,0,11,35720,1,5,0,0,0
"Lester",9,0,12,34709,1,6,0,0,0
"Paul",9,0,12,34600,1,7,0,0,0
"Anthony",7,0,14,34721,1,8,0,0,0
"Paul",14,0,7,35396,2,1,1,1,0
"Simon",13,0,8,35647,2,2,1,0,0
"James",12,0,9,35604,2,3,1,1,1
"Luke",11,0,10,35107,2,4,1,0,0
"Anthony",10,0,11,34755,2,5,0,0,0
"Mark",9,0,12,35121,2,6,0,0,0
"Lester",9,0,12,34034,2,7,0,0,0
"Jordan",6,0,15,35442,2,8,0,0,0
"James",13,0,8,37144,3,1,1,1,1
"Mark",13,0,8,35992,3,2,1,0,0
"Luke",12,0,9,35433,3,3,1,1,0
"Paul",12,0,9,35080,3,4,1,0,0
"Simon",9,1,11,36906,3,5,0,0,0
"Jordan",9,0,12,35625,3,6,0,0,0
"Lester",9,0,12,34733,3,7,0,0,0
"Anthony",6,1,14,34177,3,8,0,0,0
"Simon",15,0,6,36044,4,1,1,1,0
"Paul",12,0,9,35275,4,2,1,1,1
"Lester",11,0,10,35294,4,3,1,0,0
"James",11,0,10,34681,4,4,1,0,0
"Anthony",10,0,11,34985,4,5,0,0,0
"Mark",9,0,12,34913,4,6,0,0,0
"Luke",8,0,13,35451,4,7,0,0,0
"Jordan",8,0,13,35238,4,8,0,0,0
"Simon",14,0,7,36034,5,1,1,0,0
"James",14,0,7,35304,5,2,1,0,0
"Luke",13,0,8,35615,5,3,1,1,1
"Paul",11,0,10,34705,5,4,1,1,0
"Lester",10,0,11,33943,5,5,0,0,0
"Mark",9,0,12,34462,5,6,0,0,0
"Jordan",7,0,14,34401,5,7,0,0,0
"Anthony",6,0,15,33412,5,8,0,0,0
"Paul",17,0,4,36073,6,1,1,1,1
"James",14,0,7,34711,6,2,1,0,0
"Luke",13,0,8,35794,6,3,1,1,0
"Simon",10,0,11,34734,6,4,1,0,0
"Lester",9,0,12,34548,6,5,0,0,0
"Jordan",9,0,12,34545,6,6,0,0,0
"Anthony",6,0,15,34385,6,7,0,0,0
"Mark",6,0,15,33477,6,8,0,0,0
"Paul",16,0,5,37874,7,1,1,1,1
"Mark",12,0,9,35236,7,2,1,0,0
"James",11,0,10,35454,7,3,1,1,0
"Luke",10,1,10,35343,7,4,1,0,0
"Anthony",10,0,11,34895,7,5,0,0,0
"Simon",9,0,12,34860,7,6,0,0,0
"Lester",9,0,12,34003,7,7,0,0,0
"Jordan",6,1,14,34290,7,8,0,0,0
"Paul",13,0,8,35978,8,1,1,0,0
"James",13,0,8,34098,8,2,1,0,0
"Simon",12,0,9,34906,8,3,1,1,0
"Mark",12,0,9,34662,8,4,1,1,1
"Luke",10,0,11,35286,8,5,0,0,0
"Lester",10,0,11,34635,8,6,0,0,0
"Anthony",9,0,12,34851,8,7,0,0,0
"Jordan",5,0,16,33913,8,8,0,0,0
"Simon",16,0,5,35593,9,1,1,0,0
"James",15,0,6,35719,9,2,1,1,1
"Paul",11,0,10,35199,9,3,1,0,0
"Mark",10,0,11,34872,9,4,1,1,0
"Lester",9,0,12,33747,9,5,0,0,0
"Anthony",8,0,13,34891,9,6,0,0,0
"Luke",8,0,13,33964,9,7,0,0,0
"Jordan",7,0,14,34530,9,8,0,0,0
"Simon",15,0,6,35938,10,1,1,0,0
"Luke",12,0,9,33747,10,2,1,1,0
"Paul",11,0,10,35688,10,3,1,0,0
"Lester",11,0,10,35091,10,4,1,1,1
"James",11,0,10,34870,10,5,0,0,0
"Mark",10,0,11,35428,10,6,0,0,0
"Anthony",8,0,13,34044,10,7,0,0,0
"Jordan",6,0,15,33914,10,8,0,0,0
"Lester",13,0,8,35361,11,1,1,0,0
"Luke",12,0,9,36674,11,2,1,0,0
"Simon",11,0,10,36012,11,3,1,1,0
"Paul",11,0,10,35575,11,4,1,1,1
"Mark",10,0,11,35885,11,5,0,0,0
"James",10,0,11,35302,11,6,0,0,0
"Jordan",9,0,12,35004,11,7,0,0,0
"Anthony",8,0,13,35218,11,8,0,0,0
"James",14,0,7,36144,12,1,1,0,0
"Paul",13,0,8,35334,12,2,1,1,0
"Anthony",12,0,9,35198,12,3,1,0,0
"Jordan",11,0,10,35491,12,4,1,1,1
"Simon",10,0,11,34915,12,5,0,0,0
"Mark",9,0,12,34192,12,6,0,0,0
"Luke",8,0,13,34623,12,7,0,0,0
"Lester",7,0,14,33642,12,8,0,0,0
"Simon",16,0,5,35245,13,1,1,0,0
"Paul",13,0,8,35925,13,2,1,1,1
"James",12,0,9,35354,13,3,1,0,0
"Mark",11,0,10,35466,13,4,1,1,1
"Lester",10,0,11,33972,13,5,0,0,0
"Luke",9,0,12,35127,13,6,0,0,0
"Anthony",8,0,13,34496,13,7,0,0,0
"Jordan",5,0,16,34246,13,8,0,0,0
"James",14,0,7,36038,14,1,1,1,0
"Paul",13,0,8,35320,14,2,1,1,1
"Luke",13,0,8,35258,14,3,1,0,0
"Lester",11,0,10,34782,14,4,1,0,0
"Anthony",9,0,12,35329,14,5,0,0,0
"Simon",9,0,12,34137,14,6,0,0,0
"Jordan",8,0,13,34580,14,7,0,0,0
"Mark",7,0,14,33504,14,8,0,0,0
"Luke",14,0,7,35922,15,1,1,1,1
"Simon",14,0,7,35690,15,2,1,0,0
"Paul",12,0,9,36593,15,3,1,1,0
"James",11,0,10,35096,15,4,1,0,0
"Jordan",9,0,12,35271,15,5,0,0,0
"Mark",9,0,12,34876,15,6,0,0,0
"Lester",8,0,13,34744,15,7,0,0,0
"Anthony",7,0,14,35100,15,8,0,0,0
"Paul",16,0,5,35200,16,1,1,0,0
"Lester",13,0,8,34777,16,2,1,1,1
"Mark",12,0,9,35286,16,3,1,0,0
"Anthony",9,0,12,34997,16,4,1,1,0
"James",9,0,12,34801,16,5,0,0,0
"Luke",9,0,12,33803,16,6,0,0,0
"Jordan",8,0,13,35517,16,7,0,0,0
"Simon",8,0,13,34707,16,8,0,0,0
"James",15,0,6,35420,17,1,1,1,0
"Mark",12,0,9,35174,17,2,1,1,1
"Simon",12,0,9,35006,17,3,1,0,0
"Anthony",11,0,10,35353,17,4,1,0,0
"Paul",10,0,11,35986,17,5,0,0,0
"Lester",9,0,12,34854,17,6,0,0,0
"Jordan",8,0,13,34928,17,7,0,0,0
"Luke",7,0,14,35228,17,8,0,0,0
"James",18,0,3,35933,18,1,1,0,0
"Lester",13,0,8,36125,18,2,1,0,0
"Simon",12,0,9,35709,18,3,1,1,0
"Paul",10,0,11,35905,18,4,1,1,1
"Luke",10,0,11,34893,18,5,0,0,0
"Anthony",9,0,12,35462,18,6,0,0,0
