"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",14,0,7,37196,1,1,1,1,1
"Simon",12,0,9,35514,1,2,1,0,0
"Jordan",11,0,10,36173,1,3,1,1,0
"Luke",10,0,11,36356,1,4,1,0,0
"Anthony",10,0,11,36207,1,5,0,0,0
"James",10,0,11,34588,1,6,0,0,0
"Lester",9,0,12,34559,1,7,0,0,0
"Mark",8,0,13,35484,1,8,0,0,0
"Paul",14,0,7,36745,2,1,1,1,1
"Simon",14,0,7,35933,2,2,1,1,0
"Jordan",12,0,9,36467,2,3,1,0,0
"James",11,0,10,35896,2,4,1,0,0
"Luke",11,0,10,35681,2,5,0,0,0
"Anthony",9,0,12,35509,2,6,0,0,0
"Lester",8,0,13,34238,2,7,0,0,0
"Mark",5,0,16,35377,2,8,0,0,0
"Luke",15,0,6,36608,3,1,1,0,0
"Simon",13,0,8,35553,3,2,1,0,0
"Paul",12,0,9,36574,3,3,1,1,1
"Jordan",11,1,9,36293,3,4,1,1,0
"James",10,0,11,35489,3,5,0,0,0
"Anthony",9,1,11,35774,3,6,0,0,0
"Lester",8,0,13,33809,3,7,0,0,0
"Mark",5,0,16,35871,3,8,0,0,0
"Paul",13,0,8,36312,4,1,1,0,0
"Anthony",11,0,10,36995,4,2,1,1,1
"Simon",11,0,10,36519,4,3,1,0,0
"James",11,0,10,35572,4,4,1,1,0
"Luke",10,0,11,36602,4,5,0,0,0
"Jordan",10,0,11,36577,4,6,0,0,0
"Mark",9,0,12,36183,4,7,0,0,0
"Lester",9,0,12,33943,4,8,0,0,0
"Simon",15,0,6,36945,5,1,1,0,0
"Paul",13,0,8,37222,5,2,1,0,0
"Jordan",13,0,8,36564,5,3,1,1,0
"Luke",11,0,10,36414,5,4,1,1,1
"Lester",10,0,11,34680,5,5,0,0,0
"James",9,0,12,35552,5,6,0,0,0
"Anthony",8,0,13,36490,5,7,0,0,0
"Mark",5,0,16,35480,5,8,0,0,0
"Paul",15,0,6,36849,6,1,1,1,1
"Simon",12,0,9,35612,6,2,1,0,0
"James",11,0,10,35714,6,3,1,1,0
"Lester",11,0,10,34104,6,4,1,0,0
"Anthony",9,0,12,36087,6,5,0,0,0
"Luke",9,0,12,35816,6,6,0,0,0
"Jordan",9,0,12,35732,6,7,0,0,0
"Mark",8,0,13,36009,6,8,0,0,0
"Paul",15,0,6,36745,7,1,1,1,1
"Luke",12,0,9,36027,7,2,1,1,0
"Simon",12,0,9,36027,7,3,1,0,0
"Jordan",11,0,10,36437,7,4,1,0,0
"Anthony",10,0,11,35890,7,5,0,0,0
"Lester",10,0,11,35044,7,6,0,0,0
"James",8,0,13,34400,7,7,0,0,0
"Mark",6,0,15,35401,7,8,0,0,0
