"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Luke",16,0,5,36836,1,1,1,0,0
"Jordan",15,0,6,36139,1,2,1,1,0
"Mark",11,0,10,36344,1,3,1,0,0
"Simon",10,0,11,35857,1,4,1,1,1
"Paul",9,0,12,36459,1,5,0,0,0
"Lester",9,0,12,34437,1,6,0,0,0
"Anthony",8,0,13,35788,1,7,0,0,0
"James",6,0,15,34784,1,8,0,0,0
"Paul",14,0,7,36616,2,1,1,0,0
"Simon",14,0,7,36353,2,2,1,1,1
"Luke",14,0,7,35936,2,3,1,0,0
"Anthony",10,0,11,35871,2,4,1,1,0
"Jordan",9,0,12,37215,2,5,0,0,0
"Mark",9,0,12,34875,2,6,0,0,0
"James",7,0,14,35057,2,7,0,0,0
"Lester",7,0,14,33976,2,8,0,0,0
"Jordan",15,0,6,36899,3,1,1,0,0
"Luke",13,0,8,37527,3,2,1,1,0
"James",12,0,9,35913,3,3,1,0,0
"Paul",11,0,10,37021,3,4,1,1,1
"Anthony",9,0,12,36106,3,5,0,0,0
"Lester",9,0,12,34933,3,6,0,0,0
"Simon",8,0,13,35892,3,7,0,0,0
"Mark",7,0,14,35073,3,8,0,0,0
"Paul",14,0,7,37283,4,1,1,1,1
"Luke",14,0,7,37133,4,2,1,1,0
"Anthony",13,0,8,37098,4,3,1,0,0
"James",10,0,11,35676,4,4,1,0,0
"Mark",10,0,11,35545,4,5,0,0,0
"Jordan",9,0,12,36253,4,6,0,0,0
"Simon",8,0,13,35175,4,7,0,0,0
"Lester",6,0,15,34499,4,8,0,0,0
"Paul",13,0,8,36578,5,1,1,0,0
"Luke",12,0,9,35940,5,2,1,0,0
"Anthony",12,0,9,35636,5,3,1,1,1
"Simon",12,0,9,35159,5,4,1,1,0
"Lester",11,0,10,34662,5,5,0,0,0
"Jordan",10,0,11,35681,5,6,0,0,0
"James",7,0,14,35497,5,7,0,0,0
"Mark",7,0,14,34961,5,8,0,0,0
"Simon",15,0,6,36710,6,1,1,1,1
"Luke",13,0,8,36458,6,2,1,0,0
"Jordan",12,0,9,36498,6,3,1,1,0
"Paul",12,0,9,36257,6,4,1,0,0
"Lester",12,0,9,34918,6,5,0,0,0
"James",9,0,12,35376,6,6,0,0,0
"Anthony",6,0,15,34303,6,7,0,0,0
"Mark",5,0,16,35094,6,8,0,0,0
"Paul",14,0,7,36595,7,1,1,1,1
"Luke",13,0,8,36575,7,2,1,0,0
"Lester",12,0,9,34926,7,3,1,1,0
"Anthony",10,0,11,35425,7,4,1,0,0
"Simon",10,0,11,35389,7,5,0,0,0
"Jordan",9,0,12,35717,7,6,0,0,0
"Mark",8,0,13,35392,7,7,0,0,0
"James",8,0,13,35305,7,8,0,0,0
"Simon",15,0,6,36562,8,1,1,1,0
"Luke",13,0,8,36516,8,2,1,0,0
"Paul",10,0,11,36355,8,3,1,1,1
"Jordan",10,0,11,35888,8,4,1,0,0
