"coach","wins","draws","losses","total_points","simulation","position","finals","grand_final","champ"
"Paul",16,0,5,36768,1,1,1,1,1
"Luke",14,0,7,36234,1,2,1,0,0
"James",11,0,10,35479,1,3,1,1,0
"Lester",11,0,10,35268,1,4,1,0,0
"Jordan",9,0,12,36095,1,5,0,0,0
"Simon",9,0,12,35579,1,6,0,0,0
"Mark",9,0,12,34964,1,7,0,0,0
"Anthony",5,0,16,35178,1,8,0,0,0
"Luke",13,0,8,35394,2,1,1,1,1
"Paul",11,0,10,35900,2,2,1,0,0
"Mark",11,0,10,35765,2,3,1,1,0
"Simon",11,0,10,34745,2,4,1,0,0
"Lester",11,0,10,34686,2,5,0,0,0
"Jordan",10,0,11,35039,2,6,0,0,0
"James",10,0,11,34656,2,7,0,0,0
"Anthony",7,0,14,35079,2,8,0,0,0
"Mark",13,0,8,36724,3,1,1,1,0
"Jordan",12,1,8,36476,3,2,1,1,1
"Luke",12,0,9,35984,3,3,1,0,0
"James",12,0,9,35940,3,4,1,0,0
"Paul",12,0,9,35461,3,5,0,0,0
"Simon",9,1,11,34573,3,6,0,0,0
"Anthony",7,0,14,35307,3,7,0,0,0
"Lester",6,0,15,33811,3,8,0,0,0
"Paul",15,0,6,36495,4,1,1,1,1
"Simon",11,0,10,36908,4,2,1,1,0
"Jordan",11,0,10,36760,4,3,1,0,0
"Luke",11,0,10,36730,4,4,1,0,0
"James",11,0,10,36255,4,5,0,0,0
"Mark",10,0,11,36148,4,6,0,0,0
"Lester",8,0,13,34518,4,7,0,0,0
"Anthony",7,0,14,35332,4,8,0,0,0
"Paul",15,0,6,36546,5,1,1,1,0
"Anthony",13,0,8,35943,5,2,1,0,0
"Luke",12,1,8,36060,5,3,1,1,1
"James",10,0,11,35937,5,4,1,0,0
"Jordan",10,0,11,35565,5,5,0,0,0
"Simon",10,0,11,34665,5,6,0,0,0
"Lester",7,1,13,33415,5,7,0,0,0
"Mark",6,0,15,34523,5,8,0,0,0
"Luke",15,0,6,36933,6,1,1,0,0
"James",14,0,7,36713,6,2,1,1,1
"Simon",12,0,9,35159,6,3,1,0,0
"Paul",9,0,12,36536,6,4,1,1,0
"Jordan",9,0,12,35821,6,5,0,0,0
"Mark",9,0,12,35070,6,6,0,0,0
"Anthony",8,0,13,35206,6,7,0,0,0
"Lester",8,0,13,33023,6,8,0,0,0
"Simon",13,0,8,36093,7,1,1,1,0
"Paul",12,0,9,36335,7,2,1,0,0
"Mark",11,0,10,37110,7,3,1,1,1
"Anthony",11,0,10,35243,7,4,1,0,0
"Jordan",10,0,11,35949,7,5,0,0,0
"James",10,0,11,35672,7,6,0,0,0
"Lester",9,0,12,35185,7,7,0,0,0
"Luke",8,0,13,34275,7,8,0,0,0
"Luke",14,0,7,37012,8,1,1,1,0
"Anthony",13,0,8,35993,8,2,1,1,1
"Simon",12,0,9,35138,8,3,1,0,0
"Jordan",11,0,10,36182,8,4,1,0,0
"Lester",10,0,11,34810,8,5,0,0,0
"Mark",9,0,12,36380,8,6,0,0,0
"Paul",9,0,12,35678,8,7,0,0,0
"James",6,0,15,35268,8,8,0,0,0
"Jordan",14,0,7,35753,9,1,1,1,1
"Luke",12,0,9,36369,9,2,1,0,0
"Anthony",11,0,10,36373,9,3,1,1,0
"Paul",11,0,10,35958,9,4,1,0,0
"Simon",11,0,10,35918,9,5,0,0,0
"James",10,0,11,36275,9,6,0,0,0
"Lester",8,0,13,34298,9,7,0,0,0
"Mark",7,0,14,35893,9,8,0,0,0
"Paul",17,0,4,37438,10,1,1,0,0
"Simon",12,0,9,35863,10,2,1,1,0
"Luke",12,0,9,35613,10,3,1,0,0
"Mark",10,0,11,36795,10,4,1,1,1
"Jordan",10,0,11,35463,10,5,0,0,0
"James",9,0,12,35663,10,6,0,0,0
"Lester",9,0,12,34453,10,7,0,0,0
"Anthony",5,0,16,34711,10,8,0,0,0
"Luke",14,0,7,36034,11,1,1,1,0
"Paul",13,0,8,36918,11,2,1,0,0
"Mark",11,0,10,36232,11,3,1,1,1
"Jordan",10,0,11,35616,11,4,1,0,0
"Lester",10,0,11,34885,11,5,0,0,0
"Anthony",9,0,12,34991,11,6,0,0,0
"Simon",9,0,12,34553,11,7,0,0,0
"James",8,0,13,34482,11,8,0,0,0
"Luke",13,0,8,36304,12,1,1,0,0
"Simon",13,0,8,35334,12,2,1,0,0
"Anthony",12,0,9,35839,12,3,1,1,1
"Jordan",11,0,10,37038,12,4,1,1,0
"Paul",10,0,11,35729,12,5,0,0,0
"Mark",9,0,12,36332,12,6,0,0,0
"Lester",9,0,12,34307,12,7,0,0,0
"James",7,0,14,35355,12,8,0,0,0
"Paul",15,0,6,36040,13,1,1,0,0
"Jordan",12,0,9,37094,13,2,1,0,0
"Luke",12,0,9,36199,13,3,1,1,0
"Simon",12,0,9,35935,13,4,1,1,1
"Mark",10,0,11,36279,13,5,0,0,0
"James",9,0,12,35279,13,6,0,0,0
"Lester",8,0,13,34821,13,7,0,0,0
"Anthony",6,0,15,34876,13,8,0,0,0
"Paul",13,0,8,36409,14,1,1,1,0
"Mark",13,0,8,36122,14,2,1,0,0
"Lester",11,0,10,35340,14,3,1,1,1
"Jordan",10,0,11,35796,14,4,1,0,0
"Anthony",10,0,11,35635,14,5,0,0,0
"Luke",10,0,11,35580,14,6,0,0,0
"Simon",9,0,12,35012,14,7,0,0,0
"James",8,0,13,35270,14,8,0,0,0
"James",13,0,8,36303,15,1,1,0,0
"Mark",11,0,10,37115,15,2,1,1,1
"Anthony",11,0,10,36031,15,3,1,0,0
"Paul",11,0,10,35656,15,4,1,1,0
"Luke",10,0,11,35636,15,5,0,0,0
"Lester",10,0,11,35293,15,6,0,0,0
"Simon",9,0,12,35421,15,7,0,0,0
"Jordan",9,0,12,35296,15,8,0,0,0
"Paul",14,0,7,36091,16,1,1,1,0
"Luke",12,1,8,35704,16,2,1,0,0
"Simon",12,0,9,35487,16,3,1,1,1
"Anthony",11,0,10,35988,16,4,1,0,0
"Mark",10,0,11,35186,16,5,0,0,0
"Jordan",9,0,12,35399,16,6,0,0,0
"Lester",8,1,12,33944,16,7,0,0,0
"James",7,0,14,34840,16,8,0,0,0
"Simon",13,0,8,35997,17,1,1,1,0
"Luke",13,0,8,35774,17,2,1,0,0
"Jordan",11,0,10,35914,17,3,1,1,1
"Anthony",11,0,10,35728,17,4,1,0,0
"James",11,0,10,35402,17,5,0,0,0
"Lester",10,0,11,34086,17,6,0,0,0
"Paul",9,0,12,35661,17,7,0,0,0
"Mark",6,0,15,35296,17,8,0,0,0
"James",12,0,9,36086,18,1,1,0,0
"Paul",12,0,9,35011,18,2,1,0,0
"Luke",11,0,10,35823,18,3,1,1,1
"Simon",11,0,10,35329,18,4,1,1,0
"Jordan",10,1,10,36263,18,5,0,0,0
"Mark",10,0,11,35849,18,6,0,0,0
"Anthony",9,1,11,36155,18,7,0,0,0
"Lester",8,0,13,33629,18,8,0,0,0
"Jordan",14,0,7,36234,19,1,1,1,0
"Paul",12,0,9,36044,19,2,1,0,0
"Luke",12,0,9,35171,19,3,1,1,1
"Anthony",11,0,10,35218,19,4,1,0,0
"Simon",10,0,11,35312,19,5,0,0,0
"Mark",9,0,12,35225,19,6,0,0,0
"Lester",8,0,13,34588,19,7,0,0,0
"James",8,0,13,34347,19,8,0,0,0
"Simon",15,0,6,36638,20,1,1,1,1
"Paul",13,0,8,35594,20,2,1,1,0
"James",12,0,9,36645,20,3,1,0,0
"Mark",11,0,10,35345,20,4,1,0,0
"Jordan",10,0,11,36322,20,5,0,0,0
"Anthony",8,0,13,35244,20,6,0,0,0
"Luke",8,0,13,34902,20,7,0,0,0
"Lester",7,0,14,34188,20,8,0,0,0
"Paul",14,0,7,36647,21,1,1,0,0
"Luke",13,0,8,36995,21,2,1,1,1
"Mark",12,0,9,36186,21,3,1,0,0
"Anthony",10,0,11,36235,21,4,1,1,0
"James",9,0,12,35959,21,5,0,0,0
"Jordan",9,0,12,35098,21,6,0,0,0
"Lester",9,0,12,34849,21,7,0,0,0
"Simon",8,0,13,35301,21,8,0,0,0
"Paul",13,0,8,36356,22,1,1,0,0
"Jordan",13,0,8,35981,22,2,1,1,0
"Anthony",11,0,10,35925,22,3,1,0,0
"Luke",11,0,10,34846,22,4,1,1,1
"Simon",10,0,11,35171,22,5,0,0,0
"James",9,0,12,36539,22,6,0,0,0
"Lester",9,0,12,34388,22,7,0,0,0
"Mark",8,0,13,34814,22,8,0,0,0
"James",13,0,8,36411,23,1,1,0,0
"Simon",13,0,8,35392,23,2,1,1,0
"Anthony",11,0,10,36154,23,3,1,0,0
"Luke",11,0,10,36040,23,4,1,1,1
"Paul",11,0,10,35432,23,5,0,0,0
"Jordan",10,0,11,36048,23,6,0,0,0
"Lester",9,0,12,34630,23,7,0,0,0
"Mark",6,0,15,34617,23,8,0,0,0
"Paul",13,0,8,36322,24,1,1,0,0
"Jordan",13,0,8,35444,24,2,1,1,1
"Lester",12,0,9,35682,24,3,1,0,0
"Luke",11,0,10,35172,24,4,1,1,0
"Simon",10,0,11,35165,24,5,0,0,0
"Anthony",9,0,12,35509,24,6,0,0,0
"James",8,0,13,35923,24,7,0,0,0
"Mark",8,0,13,33828,24,8,0,0,0
"Anthony",15,0,6,37522,25,1,1,0,0
"Jordan",12,0,9,36428,25,2,1,0,0
"James",11,0,10,36484,25,3,1,1,0
"Luke",11,0,10,35755,25,4,1,1,1
"Simon",10,0,11,35162,25,5,0,0,0
"Mark",9,0,12,35809,25,6,0,0,0
"Paul",8,0,13,35884,25,7,0,0,0
"Lester",8,0,13,34981,25,8,0,0,0
"Luke",14,0,7,36821,26,1,1,1,1
"Paul",14,0,7,36399,26,2,1,0,0
"Anthony",13,0,8,36378,26,3,1,1,0
"Mark",9,0,12,36104,26,4,1,0,0
"James",9,0,12,36003,26,5,0,0,0
"Jordan",9,0,12,35708,26,6,0,0,0
"Simon",9,0,12,35417,26,7,0,0,0
"Lester",7,0,14,34432,26,8,0,0,0
"Jordan",15,0,6,37163,27,1,1,1,1
"Paul",13,0,8,37463,27,2,1,1,0
"Luke",13,0,8,35679,27,3,1,0,0
"Anthony",10,0,11,35582,27,4,1,0,0
"James",9,0,12,35214,27,5,0,0,0
"Simon",9,0,12,34824,27,6,0,0,0
"Mark",8,0,13,35865,27,7,0,0,0
"Lester",7,0,14,33724,27,8,0,0,0
"Jordan",13,0,8,35359,28,1,1,1,0
"Anthony",12,0,9,36496,28,2,1,0,0
"James",11,0,10,35767,28,3,1,1,1
"Paul",11,0,10,35506,28,4,1,0,0
"Lester",11,0,10,35088,28,5,0,0,0
"Simon",9,0,12,34399,28,6,0,0,0
"Luke",9,0,12,34289,28,7,0,0,0
"Mark",8,0,13,34242,28,8,0,0,0
"Jordan",13,0,8,36815,29,1,1,1,1
"Paul",12,0,9,36551,29,2,1,1,0
"Luke",12,0,9,35280,29,3,1,0,0
"Simon",11,0,10,36346,29,4,1,0,0
"James",10,0,11,35669,29,5,0,0,0
"Lester",10,0,11,34918,29,6,0,0,0
"Mark",9,0,12,35317,29,7,0,0,0
"Anthony",7,0,14,35386,29,8,0,0,0
"Luke",14,0,7,36696,30,1,1,1,0
"Jordan",12,0,9,36198,30,2,1,1,1
"Paul",10,0,11,35890,30,3,1,0,0
"Mark",10,0,11,35451,30,4,1,0,0
"Simon",10,0,11,34901,30,5,0,0,0
"Lester",10,0,11,34152,30,6,0,0,0
"James",9,0,12,35648,30,7,0,0,0
"Anthony",9,0,12,35150,30,8,0,0,0
"Simon",13,0,8,36377,31,1,1,0,0
"Anthony",12,0,9,35670,31,2,1,1,0
"Mark",12,0,9,35607,31,3,1,0,0
"Paul",11,1,9,35575,31,4,1,1,1
"Jordan",10,0,11,36937,31,5,0,0,0
"Luke",10,0,11,35285,31,6,0,0,0
"Lester",8,0,13,34472,31,7,0,0,0
"James",7,1,13,35952,31,8,0,0,0
"Paul",12,0,9,36418,32,1,1,0,0
"Lester",12,0,9,35122,32,2,1,1,0
"Luke",11,0,10,36304,32,3,1,0,0
"Mark",11,0,10,35546,32,4,1,1,1
"Jordan",11,0,10,35396,32,5,0,0,0
"Simon",11,0,10,35079,32,6,0,0,0
"James",9,0,12,35800,32,7,0,0,0
"Anthony",7,0,14,35078,32,8,0,0,0
"Jordan",12,0,9,36344,33,1,1,1,1
"Simon",12,0,9,36056,33,2,1,1,0
"Lester",12,0,9,35667,33,3,1,0,0
"Anthony",11,0,10,35639,33,4,1,0,0
"Luke",11,0,10,35534,33,5,0,0,0
"Paul",10,0,11,35770,33,6,0,0,0
"Mark",9,0,12,34958,33,7,0,0,0
"James",7,0,14,35151,33,8,0,0,0
"Luke",14,0,7,35873,34,1,1,1,1
"Simon",11,0,10,35954,34,2,1,0,0
"James",11,0,10,35158,34,3,1,1,0
"Mark",11,0,10,34750,34,4,1,0,0
"Jordan",10,0,11,35915,34,5,0,0,0
"Paul",10,0,11,35276,34,6,0,0,0
"Anthony",9,0,12,34715,34,7,0,0,0
"Lester",8,0,13,34807,34,8,0,0,0
"Paul",14,0,7,35707,35,1,1,1,0
"Simon",12,0,9,36284,35,2,1,0,0
"Jordan",12,0,9,36227,35,3,1,1,1
"Mark",11,0,10,35910,35,4,1,0,0
"James",11,0,10,35342,35,5,0,0,0
"Luke",10,0,11,34654,35,6,0,0,0
"Anthony",8,0,13,34419,35,7,0,0,0
"Lester",6,0,15,33921,35,8,0,0,0
"Simon",14,0,7,37042,36,1,1,1,0
"Jordan",12,0,9,36133,36,2,1,1,1
"Paul",11,0,10,36390,36,3,1,0,0
"Luke",11,0,10,36282,36,4,1,0,0
"Mark",10,0,11,35816,36,5,0,0,0
"James",10,0,11,35250,36,6,0,0,0
"Anthony",8,0,13,35953,36,7,0,0,0
"Lester",8,0,13,34435,36,8,0,0,0
"Simon",13,0,8,36943,37,1,1,1,0
"Mark",12,0,9,35896,37,2,1,0,0
"Paul",11,0,10,36777,37,3,1,1,1
"Luke",11,0,10,35889,37,4,1,0,0
"Anthony",11,0,10,35743,37,5,0,0,0
"Lester",10,0,11,35403,37,6,0,0,0
"Jordan",9,0,12,36118,37,7,0,0,0
"James",7,0,14,35388,37,8,0,0,0
"Luke",13,0,8,36573,38,1,1,1,1
"Mark",11,0,10,36107,38,2,1,0,0
"Jordan",11,0,10,35699,38,3,1,1,0
"James",11,0,10,35644,38,4,1,0,0
"Paul",11,0,10,35375,38,5,0,0,0
"Anthony",9,0,12,35984,38,6,0,0,0
"Simon",9,0,12,35480,38,7,0,0,0
"Lester",9,0,12,34582,38,8,0,0,0
"Jordan",14,0,7,37032,39,1,1,1,1
"Paul",12,0,9,36240,39,2,1,0,0
"Lester",12,0,9,35092,39,3,1,1,0
"Simon",10,0,11,35662,39,4,1,0,0
"Luke",10,0,11,35622,39,5,0,0,0
"Mark",9,0,12,35525,39,6,0,0,0
"Anthony",9,0,12,35455,39,7,0,0,0
"James",8,0,13,34939,39,8,0,0,0
"Luke",13,0,8,35486,40,1,1,1,0
"Paul",12,0,9,36710,40,2,1,1,1
"Simon",12,0,9,36236,40,3,1,0,0
"Jordan",11,0,10,36118,40,4,1,0,0
"Anthony",10,0,11,35527,40,5,0,0,0
"Lester",10,0,11,34933,40,6,0,0,0
"Mark",8,0,13,35250,40,7,0,0,0
"James",8,0,13,35123,40,8,0,0,0
"Luke",17,0,4,37222,41,1,1,1,0
"Anthony",10,0,11,35933,41,2,1,0,0
"James",10,0,11,35388,41,3,1,1,1
"Paul",10,0,11,35222,41,4,1,0,0
"Jordan",10,0,11,35123,41,5,0,0,0
"Mark",9,0,12,35470,41,6,0,0,0
"Simon",9,0,12,34991,41,7,0,0,0
"Lester",9,0,12,34695,41,8,0,0,0
"Paul",14,0,7,35612,42,1,1,1,0
"Jordan",12,0,9,36176,42,2,1,1,1
"Anthony",11,0,10,35189,42,3,1,0,0
"Luke",10,0,11,35663,42,4,1,0,0
"Simon",10,0,11,35437,42,5,0,0,0
"James",10,0,11,35149,42,6,0,0,0
"Lester",9,0,12,34704,42,7,0,0,0
"Mark",8,0,13,35668,42,8,0,0,0
"Luke",13,0,8,36716,43,1,1,1,0
"Simon",12,0,9,36602,43,2,1,1,1
"Lester",12,0,9,34841,43,3,1,0,0
"James",11,0,10,36131,43,4,1,0,0
"Jordan",11,0,10,36110,43,5,0,0,0
"Paul",10,0,11,36778,43,6,0,0,0
"Mark",8,0,13,35551,43,7,0,0,0
"Anthony",7,0,14,35701,43,8,0,0,0
"Anthony",12,0,9,36921,44,1,1,1,0
"Luke",12,0,9,36147,44,2,1,0,0
"Paul",11,0,10,36120,44,3,1,1,1
"Jordan",11,0,10,35806,44,4,1,0,0
"Simon",11,0,10,35099,44,5,0,0,0
"Mark",10,0,11,35470,44,6,0,0,0
"James",9,0,12,35386,44,7,0,0,0
"Lester",8,0,13,34017,44,8,0,0,0
"Mark",13,0,8,36007,45,1,1,1,0
"Jordan",12,0,9,36009,45,2,1,0,0
"Simon",12,0,9,35044,45,3,1,1,1
"Paul",11,0,10,35516,45,4,1,0,0
"Luke",11,0,10,35070,45,5,0,0,0
"James",10,0,11,35630,45,6,0,0,0
"Lester",8,0,13,34403,45,7,0,0,0
"Anthony",7,0,14,35427,45,8,0,0,0
"Paul",13,0,8,35867,46,1,1,0,0
"Jordan",12,1,8,36632,46,2,1,1,0
"Simon",12,0,9,36424,46,3,1,0,0
"Luke",12,0,9,35770,46,4,1,1,1
"Lester",11,1,9,34703,46,5,0,0,0
"James",9,0,12,36155,46,6,0,0,0
"Anthony",9,0,12,34821,46,7,0,0,0
"Mark",5,0,16,34555,46,8,0,0,0
"Simon",14,0,7,35709,47,1,1,0,0
"Luke",12,0,9,35803,47,2,1,0,0
"Paul",12,0,9,35582,47,3,1,1,0
"Jordan",10,0,11,36088,47,4,1,1,1
"Anthony",10,0,11,35159,47,5,0,0,0
"James",9,0,12,35464,47,6,0,0,0
"Mark",9,0,12,34610,47,7,0,0,0
"Lester",8,0,13,33099,47,8,0,0,0
"Paul",13,0,8,37182,48,1,1,1,1
"Jordan",11,0,10,36481,48,2,1,1,0
"James",11,0,10,36113,48,3,1,0,0
"Luke",10,1,10,35678,48,4,1,0,0
"Anthony",10,0,11,36016,48,5,0,0,0
"Simon",10,0,11,35535,48,6,0,0,0
"Lester",10,0,11,35164,48,7,0,0,0
"Mark",8,1,12,35422,48,8,0,0,0
"Paul",13,0,8,36097,49,1,1,0,0
"Luke",13,0,8,36030,49,2,1,1,1
"Jordan",13,0,8,35981,49,3,1,0,0
"Simon",12,0,9,35750,49,4,1,1,0
"Anthony",10,0,11,34900,49,5,0,0,0
"Mark",9,0,12,35981,49,6,0,0,0
"James",9,0,12,34623,49,7,0,0,0
"Lester",5,0,16,33804,49,8,0,0,0
"Anthony",12,0,9,36894,50,1,1,1,1
"Simon",12,0,9,35308,50,2,1,0,0
"Luke",11,0,10,36386,50,3,1,1,0
"Lester",11,0,10,35252,50,4,1,0,0
"Jordan",10,0,11,35527,50,5,0,0,0
"Paul",10,0,11,35498,50,6,0,0,0
"James",10,0,11,34586,50,7,0,0,0
"Mark",8,0,13,35818,50,8,0,0,0
"Jordan",14,0,7,36061,51,1,1,1,1
"Simon",13,0,8,36106,51,2,1,0,0
"Paul",13,0,8,35918,51,3,1,1,0
"Luke",11,0,10,35637,51,4,1,0,0
"Anthony",9,0,12,35852,51,5,0,0,0
"Mark",9,0,12,35429,51,6,0,0,0
"Lester",8,0,13,34701,51,7,0,0,0
"James",7,0,14,34745,51,8,0,0,0
"Luke",16,0,5,37323,52,1,1,1,0
"James",13,0,8,36383,52,2,1,0,0
"Simon",12,0,9,36194,52,3,1,1,1
"Paul",11,0,10,36359,52,4,1,0,0
"Jordan",9,0,12,36880,52,5,0,0,0
"Lester",9,0,12,35251,52,6,0,0,0
"Mark",8,0,13,35299,52,7,0,0,0
"Anthony",6,0,15,35107,52,8,0,0,0
"Luke",13,0,8,36371,53,1,1,1,1
"Jordan",12,0,9,37011,53,2,1,1,0
"Paul",11,0,10,36181,53,3,1,0,0
"Anthony",11,0,10,35985,53,4,1,0,0
"Lester",11,0,10,34650,53,5,0,0,0
"Simon",10,0,11,36149,53,6,0,0,0
"James",9,0,12,34785,53,7,0,0,0
"Mark",7,0,14,34701,53,8,0,0,0
"Jordan",13,0,8,37190,54,1,1,1,1
"James",13,0,8,35804,54,2,1,0,0
"Luke",11,0,10,36512,54,3,1,1,0
"Paul",11,0,10,36148,54,4,1,0,0
"Anthony",11,0,10,35150,54,5,0,0,0
"Simon",10,0,11,34837,54,6,0,0,0
"Mark",8,0,13,35821,54,7,0,0,0
"Lester",7,0,14,34964,54,8,0,0,0
"Paul",14,0,7,36014,55,1,1,1,1
"Mark",11,0,10,36152,55,2,1,1,0
"Simon",11,0,10,35906,55,3,1,0,0
"James",11,0,10,35482,55,4,1,0,0
"Luke",10,0,11,36565,55,5,0,0,0
"Jordan",10,0,11,35278,55,6,0,0,0
"Anthony",9,0,12,36060,55,7,0,0,0
"Lester",8,0,13,34015,55,8,0,0,0
"Lester",13,0,8,36223,56,1,1,1,1
"Anthony",12,0,9,37198,56,2,1,0,0
"Paul",12,0,9,36476,56,3,1,1,0
"Simon",10,0,11,36733,56,4,1,0,0
"Jordan",10,0,11,35317,56,5,0,0,0
"James",9,0,12,36124,56,6,0,0,0
"Mark",9,0,12,36050,56,7,0,0,0
"Luke",9,0,12,35186,56,8,0,0,0
"Jordan",14,0,7,36318,57,1,1,1,0
"Luke",12,0,9,36845,57,2,1,0,0
"Paul",11,1,9,35452,57,3,1,1,1
"Lester",11,0,10,34938,57,4,1,0,0
"Anthony",10,0,11,35892,57,5,0,0,0
"Simon",9,0,12,35199,57,6,0,0,0
"James",8,1,12,35368,57,7,0,0,0
"Mark",8,0,13,34486,57,8,0,0,0
"Paul",13,0,8,36922,58,1,1,1,1
"Anthony",11,0,10,36322,58,2,1,1,0
"Simon",11,0,10,35479,58,3,1,0,0
"James",11,0,10,35338,58,4,1,0,0
"Mark",10,0,11,35450,58,5,0,0,0
"Lester",10,0,11,34687,58,6,0,0,0
"Jordan",9,0,12,35870,58,7,0,0,0
"Luke",9,0,12,35568,58,8,0,0,0
"Anthony",14,0,7,36244,59,1,1,1,0
"Simon",12,0,9,36410,59,2,1,1,1
"Jordan",12,0,9,35721,59,3,1,0,0
"Luke",10,1,10,36727,59,4,1,0,0
"Paul",10,0,11,35501,59,5,0,0,0
"Lester",9,0,12,35065,59,6,0,0,0
"James",8,1,12,35131,59,7,0,0,0
"Mark",8,0,13,35256,59,8,0,0,0
