"simulation","pos","team","coach","cumul_win","points","pcnt"
5520,3,"Ariana Grundy","Lester",11,44,99.71
5520,4,"MakingTheirMarcus","James",10,42,101.13
5520,5,"The Big Short","Luke",9,36,102.55
5520,6,"Pink Lloyd","Jordan",9,36,98.82
5520,7,"The West Wingard","Simon",8,32,94.16
5520,8,"Surviving J.Kelly","Mark",7,28,95.42
5521,1,"La MacRaena","Anthony",15,60,106.55
5521,2,"At Witts End","Paul",14,56,101.97
5521,3,"MakingTheirMarcus","James",11,44,101.95
5521,4,"The Big Short","Luke",10,40,102.9
5521,5,"Ariana Grundy","Lester",10,40,99.18
5521,6,"Pink Lloyd","Jordan",10,40,98.96
5521,7,"Surviving J.Kelly","Mark",8,32,96.07
5521,8,"The West Wingard","Simon",6,24,92.84
5522,1,"La MacRaena","Anthony",15,60,106.31
5522,2,"At Witts End","Paul",13,52,102.22
5522,3,"MakingTheirMarcus","James",11,44,101.07
5522,4,"Ariana Grundy","Lester",11,44,100.4
5522,5,"Pink Lloyd","Jordan",10,40,98.81
5522,6,"The Big Short","Luke",9,36,103.59
5522,7,"Surviving J.Kelly","Mark",8,32,96.13
5522,8,"The West Wingard","Simon",7,28,91.98
5523,1,"At Witts End","Paul",15,60,103.25
5523,2,"La MacRaena","Anthony",14,56,105.25
5523,3,"The Big Short","Luke",11,44,103.98
5523,4,"MakingTheirMarcus","James",10,40,101.44
5523,5,"Ariana Grundy","Lester",10,40,100.12
5523,6,"Pink Lloyd","Jordan",10,40,98.59
5523,7,"Surviving J.Kelly","Mark",7,28,95.22
5523,8,"The West Wingard","Simon",7,28,92.63
5524,1,"La MacRaena","Anthony",13,52,104.23
5524,2,"At Witts End","Paul",13,52,102.61
5524,3,"MakingTheirMarcus","James",12,48,101.49
5524,4,"Ariana Grundy","Lester",12,48,101.39
5524,5,"The Big Short","Luke",10,40,103.21
5524,6,"Pink Lloyd","Jordan",9,36,98.07
5524,7,"The West Wingard","Simon",8,32,94.14
5524,8,"Surviving J.Kelly","Mark",7,28,95.15
5525,1,"La MacRaena","Anthony",15,60,106.32
5525,2,"MakingTheirMarcus","James",13,52,103.05
5525,3,"At Witts End","Paul",12,48,101.78
5525,4,"Ariana Grundy","Lester",10,40,99.41
5525,5,"Pink Lloyd","Jordan",10,40,98.7
5525,6,"The Big Short","Luke",8,32,101.59
5525,7,"Surviving J.Kelly","Mark",8,32,95.95
5525,8,"The West Wingard","Simon",8,32,93.66
5526,1,"La MacRaena","Anthony",14,56,105.94
5526,2,"At Witts End","Paul",14,56,102.24
5526,3,"MakingTheirMarcus","James",13,52,103.11
5526,4,"Ariana Grundy","Lester",10,40,100.35
5526,5,"Pink Lloyd","Jordan",10,40,98.62
5526,6,"The Big Short","Luke",9,36,102.75
5526,7,"Surviving J.Kelly","Mark",7,28,94.46
5526,8,"The West Wingard","Simon",7,28,92.97
5527,1,"La MacRaena","Anthony",14,56,104.1
5527,2,"At Witts End","Paul",12,48,101.09
5527,3,"MakingTheirMarcus","James",11,44,102.09
5527,4,"Pink Lloyd","Jordan",11,44,100.04
5527,5,"The Big Short","Luke",10,40,103.82
5527,6,"Ariana Grundy","Lester",10,40,98.88
5527,7,"Surviving J.Kelly","Mark",8,32,96.63
5527,8,"The West Wingard","Simon",8,32,93.7
5528,1,"La MacRaena","Anthony",14,56,105.47
5528,2,"At Witts End","Paul",13,52,101.95
5528,3,"MakingTheirMarcus","James",12,48,102.65
5528,4,"The Big Short","Luke",11,44,103.26
5528,5,"Ariana Grundy","Lester",10,40,99.17
5528,6,"Pink Lloyd","Jordan",10,40,98.71
5528,7,"Surviving J.Kelly","Mark",7,28,95.61
5528,8,"The West Wingard","Simon",7,28,93.57
5529,1,"La MacRaena","Anthony",16,64,106.55
5529,2,"At Witts End","Paul",13,52,102.34
5529,3,"MakingTheirMarcus","James",11,44,101.77
5529,4,"Ariana Grundy","Lester",10,40,99.51
5529,5,"Pink Lloyd","Jordan",10,40,98.95
5529,6,"The West Wingard","Simon",9,36,94.15
5529,7,"The Big Short","Luke",8,32,102.49
5529,8,"Surviving J.Kelly","Mark",7,28,94.69
5530,1,"La MacRaena","Anthony",16,64,107.22
5530,2,"At Witts End","Paul",14,56,102.22
5530,3,"MakingTheirMarcus","James",11,44,102.28
5530,4,"Pink Lloyd","Jordan",10,40,99.62
5530,5,"Ariana Grundy","Lester",10,40,98.86
5530,6,"The Big Short","Luke",9,36,102.73
5530,7,"The West Wingard","Simon",8,32,93.14
5530,8,"Surviving J.Kelly","Mark",6,24,94.52
5531,1,"La MacRaena","Anthony",15,60,106.25
5531,2,"At Witts End","Paul",15,60,103.45
5531,3,"MakingTheirMarcus","James",12,48,101.83
5531,4,"Ariana Grundy","Lester",11,44,99.74
5531,5,"Pink Lloyd","Jordan",9,36,97.65
5531,6,"The Big Short","Luke",8,32,102.42
5531,7,"Surviving J.Kelly","Mark",7,28,95.65
5531,8,"The West Wingard","Simon",7,28,93.42
5532,1,"La MacRaena","Anthony",15,60,106.63
5532,2,"At Witts End","Paul",13,52,101.86
5532,3,"The Big Short","Luke",10,40,103.64
5532,4,"MakingTheirMarcus","James",10,40,101.32
5532,5,"Ariana Grundy","Lester",10,40,99.82
5532,6,"Pink Lloyd","Jordan",9,36,97.46
5532,7,"The West Wingard","Simon",9,36,93.98
5532,8,"Surviving J.Kelly","Mark",8,32,95.75
5533,1,"At Witts End","Paul",14,56,102.55
5533,2,"La MacRaena","Anthony",13,52,105.25
5533,3,"The Big Short","Luke",11,44,103.66
5533,4,"MakingTheirMarcus","James",11,44,101.37
5533,5,"Ariana Grundy","Lester",11,44,100.28
5533,6,"Pink Lloyd","Jordan",10,40,98.49
5533,7,"Surviving J.Kelly","Mark",7,28,95.33
5533,8,"The West Wingard","Simon",7,28,93.46
5534,1,"La MacRaena","Anthony",14,56,105.58
5534,2,"At Witts End","Paul",13,52,101.71
5534,3,"MakingTheirMarcus","James",12,48,102.2
5534,4,"Ariana Grundy","Lester",10,40,99.32
5534,5,"The Big Short","Luke",9,36,102.66
5534,6,"Pink Lloyd","Jordan",9,36,98.33
5534,7,"Surviving J.Kelly","Mark",9,36,96.41
5534,8,"The West Wingard","Simon",8,32,94.16
5535,1,"La MacRaena","Anthony",14,56,105.58
5535,2,"At Witts End","Paul",14,56,102.67
5535,3,"Ariana Grundy","Lester",12,48,100.47
5535,4,"MakingTheirMarcus","James",11,44,101.85
5535,5,"The Big Short","Luke",10,40,103.24
5535,6,"Pink Lloyd","Jordan",9,36,98.21
5535,7,"Surviving J.Kelly","Mark",7,28,95.5
5535,8,"The West Wingard","Simon",7,28,92.93
5536,1,"At Witts End","Paul",15,60,102.88
5536,2,"La MacRaena","Anthony",14,56,105.46
5536,3,"MakingTheirMarcus","James",11,44,102.13
5536,4,"The Big Short","Luke",10,40,103.04
5536,5,"Ariana Grundy","Lester",10,40,99.85
5536,6,"Pink Lloyd","Jordan",9,36,97.47
5536,7,"Surviving J.Kelly","Mark",9,36,96.67
5536,8,"The West Wingard","Simon",6,24,92.78
5537,1,"La MacRaena","Anthony",15,60,105.94
5537,2,"At Witts End","Paul",14,56,102.81
5537,3,"MakingTheirMarcus","James",12,48,101.87
5537,4,"The Big Short","Luke",10,40,103.48
5537,5,"Ariana Grundy","Lester",10,40,99.74
5537,6,"Pink Lloyd","Jordan",9,36,98.68
5537,7,"Surviving J.Kelly","Mark",7,28,94.75
5537,8,"The West Wingard","Simon",7,28,93.19
5538,1,"La MacRaena","Anthony",15,60,105.69
5538,2,"MakingTheirMarcus","James",13,52,102.97
5538,3,"At Witts End","Paul",13,52,102.28
5538,4,"Ariana Grundy","Lester",11,44,100.13
5538,5,"The Big Short","Luke",10,40,103.44
5538,6,"Pink Lloyd","Jordan",8,32,98.16
5538,7,"Surviving J.Kelly","Mark",7,28,94.81
5538,8,"The West Wingard","Simon",7,28,93.02
5539,1,"La MacRaena","Anthony",14,56,104.81
5539,2,"At Witts End","Paul",14,56,102.59
5539,3,"MakingTheirMarcus","James",11,44,102.29
5539,4,"Ariana Grundy","Lester",11,44,99.97
5539,5,"Pink Lloyd","Jordan",10,40,99.13
5539,6,"The Big Short","Luke",9,36,103.38
5539,7,"Surviving J.Kelly","Mark",8,32,95.51
5539,8,"The West Wingard","Simon",7,28,92.69
5540,1,"La MacRaena","Anthony",15,60,105.48
5540,2,"At Witts End","Paul",13,52,102.43
5540,3,"MakingTheirMarcus","James",11,44,101.85
5540,4,"Pink Lloyd","Jordan",11,44,99.43
5540,5,"The Big Short","Luke",10,40,103.62
5540,6,"Ariana Grundy","Lester",10,40,99.42
5540,7,"Surviving J.Kelly","Mark",7,28,95.27
5540,8,"The West Wingard","Simon",7,28,92.98
5541,1,"La MacRaena","Anthony",15,60,105.94
5541,2,"At Witts End","Paul",13,52,102.65
5541,3,"MakingTheirMarcus","James",11,44,101.68
5541,4,"The Big Short","Luke",10,40,102.9
5541,5,"Ariana Grundy","Lester",10,40,99.54
5541,6,"Pink Lloyd","Jordan",9,36,98.5
5541,7,"Surviving J.Kelly","Mark",9,36,96.19
5541,8,"The West Wingard","Simon",7,28,92.92
5542,1,"La MacRaena","Anthony",15,60,106.11
5542,2,"At Witts End","Paul",14,56,102.19
5542,3,"MakingTheirMarcus","James",11,44,102.32
5542,4,"Ariana Grundy","Lester",11,44,99.92
5542,5,"The Big Short","Luke",10,40,103.63
5542,6,"Pink Lloyd","Jordan",8,32,97.72
5542,7,"The West Wingard","Simon",8,32,93.66
5542,8,"Surviving J.Kelly","Mark",7,28,94.98
5543,1,"At Witts End","Paul",15,60,103.53
5543,2,"La MacRaena","Anthony",14,56,105.06
5543,3,"MakingTheirMarcus","James",12,48,102.13
5543,4,"The Big Short","Luke",10,40,103.07
5543,5,"Ariana Grundy","Lester",10,40,99.1
5543,6,"Pink Lloyd","Jordan",9,36,98.65
5543,7,"Surviving J.Kelly","Mark",7,28,95.37
5543,8,"The West Wingard","Simon",7,28,93.47
5544,1,"La MacRaena","Anthony",13,52,105.2
5544,2,"MakingTheirMarcus","James",12,48,102.75
5544,3,"At Witts End","Paul",12,48,101.39
5544,4,"Ariana Grundy","Lester",11,44,99.84
5544,5,"Pink Lloyd","Jordan",10,40,98.66
5544,6,"The Big Short","Luke",9,36,102.46
5544,7,"The West Wingard","Simon",9,36,94.01
5544,8,"Surviving J.Kelly","Mark",8,32,96
5545,1,"La MacRaena","Anthony",14,56,105.44
5545,2,"MakingTheirMarcus","James",13,52,103.45
5545,3,"At Witts End","Paul",12,48,101.56
5545,4,"The Big Short","Luke",11,44,104.19
5545,5,"Ariana Grundy","Lester",10,40,99.16
5545,6,"Pink Lloyd","Jordan",10,40,99.07
5545,7,"Surviving J.Kelly","Mark",7,28,95.32
5545,8,"The West Wingard","Simon",7,28,92.39
5546,1,"La MacRaena","Anthony",15,60,106.49
5546,2,"At Witts End","Paul",13,52,102
5546,3,"MakingTheirMarcus","James",11,44,101.37
5546,4,"Ariana Grundy","Lester",11,44,100.72
5546,5,"The Big Short","Luke",10,40,102.63
5546,6,"Pink Lloyd","Jordan",10,40,99.18
5546,7,"Surviving J.Kelly","Mark",7,28,94.81
5546,8,"The West Wingard","Simon",7,28,93.32
5547,1,"La MacRaena","Anthony",15,60,106.01
5547,2,"At Witts End","Paul",13,52,102.06
5547,3,"Ariana Grundy","Lester",11,44,100.7
5547,4,"The Big Short","Luke",10,40,103.81
5547,5,"MakingTheirMarcus","James",10,40,101.13
5547,6,"Pink Lloyd","Jordan",9,36,98.23
5547,7,"Surviving J.Kelly","Mark",8,32,95.37
5547,8,"The West Wingard","Simon",8,32,93.11
5548,1,"La MacRaena","Anthony",15,60,105.86
5548,2,"At Witts End","Paul",15,60,102.79
5548,3,"The Big Short","Luke",11,44,103.87
5548,4,"MakingTheirMarcus","James",11,44,102.12
5548,5,"Ariana Grundy","Lester",10,40,99.37
5548,6,"Pink Lloyd","Jordan",9,36,99.14
5548,7,"Surviving J.Kelly","Mark",7,28,94.68
5548,8,"The West Wingard","Simon",6,24,92.72
5549,1,"At Witts End","Paul",14,56,102.25
5549,2,"La MacRaena","Anthony",13,52,105.03
5549,3,"MakingTheirMarcus","James",12,48,102.72
5549,4,"Pink Lloyd","Jordan",11,44,99.59
5549,5,"The Big Short","Luke",9,36,102.95
5549,6,"Ariana Grundy","Lester",9,36,98.89
5549,7,"Surviving J.Kelly","Mark",8,32,95.51
5549,8,"The West Wingard","Simon",8,32,93.5
5550,1,"At Witts End","Paul",15,60,103.58
5550,2,"La MacRaena","Anthony",13,52,104.53
5550,3,"MakingTheirMarcus","James",12,48,101.93
5550,4,"Ariana Grundy","Lester",11,44,100.17
5550,5,"The Big Short","Luke",9,36,102.59
5550,6,"Pink Lloyd","Jordan",9,36,98.09
5550,7,"Surviving J.Kelly","Mark",8,32,95.72
5550,8,"The West Wingard","Simon",7,28,93.66
5551,1,"La MacRaena","Anthony",15,60,105.88
5551,2,"MakingTheirMarcus","James",12,48,103.05
5551,3,"At Witts End","Paul",12,48,101.74
5551,4,"Ariana Grundy","Lester",11,44,99.59
5551,5,"Pink Lloyd","Jordan",10,40,98.6
5551,6,"The Big Short","Luke",9,36,102.32
5551,7,"The West Wingard","Simon",9,36,94.05
5551,8,"Surviving J.Kelly","Mark",6,24,95.25
5552,1,"La MacRaena","Anthony",16,64,106.4
5552,2,"MakingTheirMarcus","James",12,48,102.13
5552,3,"At Witts End","Paul",12,48,101.38
5552,4,"Ariana Grundy","Lester",10,40,99.55
5552,5,"The Big Short","Luke",9,36,102.41
5552,6,"Pink Lloyd","Jordan",9,36,98.62
5552,7,"Surviving J.Kelly","Mark",8,32,95.86
5552,8,"The West Wingard","Simon",8,32,94.01
5553,1,"La MacRaena","Anthony",15,60,105.91
5553,2,"At Witts End","Paul",14,56,102.3
5553,3,"MakingTheirMarcus","James",12,48,102.3
5553,4,"The Big Short","Luke",10,40,103.13
5553,5,"Ariana Grundy","Lester",10,40,99.63
5553,6,"Pink Lloyd","Jordan",9,36,98.51
5553,7,"Surviving J.Kelly","Mark",7,28,95.09
5553,8,"The West Wingard","Simon",7,28,93.58
5554,1,"La MacRaena","Anthony",14,56,106.18
5554,2,"At Witts End","Paul",14,56,102.61
5554,3,"MakingTheirMarcus","James",13,52,102.35
5554,4,"Pink Lloyd","Jordan",11,44,99.7
5554,5,"Ariana Grundy","Lester",10,40,99.53
5554,6,"The Big Short","Luke",8,32,101.53
5554,7,"Surviving J.Kelly","Mark",7,28,95.09
5554,8,"The West Wingard","Simon",7,28,93.47
5555,1,"La MacRaena","Anthony",13,52,105.32
5555,2,"At Witts End","Paul",13,52,101.92
5555,3,"MakingTheirMarcus","James",12,48,102.45
5555,4,"The Big Short","Luke",11,44,103.3
5555,5,"Ariana Grundy","Lester",10,40,99.64
5555,6,"Pink Lloyd","Jordan",10,40,98.72
5555,7,"Surviving J.Kelly","Mark",8,32,95.67
5555,8,"The West Wingard","Simon",7,28,93.38
5556,1,"La MacRaena","Anthony",14,56,105.45
5556,2,"MakingTheirMarcus","James",12,48,102.46
5556,3,"At Witts End","Paul",12,48,101.44
5556,4,"Ariana Grundy","Lester",12,48,100.66
5556,5,"The Big Short","Luke",11,44,103.62
5556,6,"Pink Lloyd","Jordan",10,40,98.38
5556,7,"The West Wingard","Simon",7,28,93.08
5556,8,"Surviving J.Kelly","Mark",6,24,95.34
5557,1,"La MacRaena","Anthony",15,60,105.55
5557,2,"At Witts End","Paul",13,52,101.62
5557,3,"MakingTheirMarcus","James",12,48,102.63
5557,4,"Ariana Grundy","Lester",11,44,100.38
5557,5,"Pink Lloyd","Jordan",9,36,98.79
5557,6,"Surviving J.Kelly","Mark",9,36,95.97
5557,7,"The Big Short","Luke",8,32,101.95
5557,8,"The West Wingard","Simon",7,28,93.43
5558,1,"La MacRaena","Anthony",14,56,105.3
5558,2,"MakingTheirMarcus","James",13,52,102.93
5558,3,"At Witts End","Paul",13,52,102.38
5558,4,"Pink Lloyd","Jordan",10,40,98.97
5558,5,"The Big Short","Luke",9,36,102.24
5558,6,"Ariana Grundy","Lester",9,36,98.47
5558,7,"Surviving J.Kelly","Mark",8,32,96.09
5558,8,"The West Wingard","Simon",8,32,93.99
5559,1,"La MacRaena","Anthony",14,56,105.11
5559,2,"At Witts End","Paul",13,54,102
5559,3,"MakingTheirMarcus","James",13,52,104.24
5559,4,"The Big Short","Luke",10,40,103.17
5559,5,"Pink Lloyd","Jordan",10,40,98.82
5559,6,"Ariana Grundy","Lester",9,36,98.5
5559,7,"Surviving J.Kelly","Mark",8,32,95.85
5559,8,"The West Wingard","Simon",6,26,92.81
5560,1,"At Witts End","Paul",14,56,103.09
5560,2,"La MacRaena","Anthony",13,52,104.86
5560,3,"MakingTheirMarcus","James",13,52,103.26
5560,4,"The Big Short","Luke",11,44,104.47
5560,5,"Ariana Grundy","Lester",11,44,100.16
5560,6,"Pink Lloyd","Jordan",9,36,98.1
5560,7,"Surviving J.Kelly","Mark",7,28,94.63
5560,8,"The West Wingard","Simon",6,24,91.99
5561,1,"La MacRaena","Anthony",15,60,106.52
5561,2,"At Witts End","Paul",13,52,102
5561,3,"MakingTheirMarcus","James",12,48,102.72
5561,4,"Ariana Grundy","Lester",12,48,100.82
5561,5,"The Big Short","Luke",9,36,102.16
5561,6,"Pink Lloyd","Jordan",8,32,97.61
5561,7,"The West Wingard","Simon",8,32,93.7
5561,8,"Surviving J.Kelly","Mark",7,28,94.96
5562,1,"La MacRaena","Anthony",14,56,104.47
5562,2,"At Witts End","Paul",13,52,101.89
5562,3,"MakingTheirMarcus","James",12,48,102.91
5562,4,"Pink Lloyd","Jordan",11,44,100.22
5562,5,"Ariana Grundy","Lester",11,44,99.86
5562,6,"The Big Short","Luke",9,36,103.15
5562,7,"The West Wingard","Simon",8,32,93.62
5562,8,"Surviving J.Kelly","Mark",6,24,94.27
5563,1,"La MacRaena","Anthony",14,56,104.88
5563,2,"At Witts End","Paul",14,56,102.26
5563,3,"The Big Short","Luke",11,44,104.46
5563,4,"MakingTheirMarcus","James",11,44,102.28
5563,5,"Pink Lloyd","Jordan",10,40,99.34
5563,6,"Ariana Grundy","Lester",9,36,98.29
5563,7,"The West Wingard","Simon",8,32,93.42
5563,8,"Surviving J.Kelly","Mark",7,28,95.53
5564,1,"La MacRaena","Anthony",15,60,105.96
5564,2,"At Witts End","Paul",14,56,102.54
5564,3,"MakingTheirMarcus","James",12,48,102.74
5564,4,"Ariana Grundy","Lester",11,44,99.36
5564,5,"The Big Short","Luke",9,36,102.55
5564,6,"Pink Lloyd","Jordan",9,36,98.78
5564,7,"Surviving J.Kelly","Mark",8,32,95.63
5564,8,"The West Wingard","Simon",6,24,92.85
5565,1,"La MacRaena","Anthony",14,56,105.52
5565,2,"At Witts End","Paul",13,54,102.08
5565,3,"MakingTheirMarcus","James",11,46,102.45
5565,4,"Ariana Grundy","Lester",11,44,100.11
5565,5,"Pink Lloyd","Jordan",11,44,99.16
5565,6,"The Big Short","Luke",10,40,102.98
5565,7,"Surviving J.Kelly","Mark",7,28,95.5
5565,8,"The West Wingard","Simon",6,24,92.64
5566,1,"La MacRaena","Anthony",15,60,105.91
5566,2,"At Witts End","Paul",12,48,101.82
5566,3,"MakingTheirMarcus","James",11,44,101.76
5566,4,"The Big Short","Luke",10,40,103.11
5566,5,"Ariana Grundy","Lester",10,40,99.36
5566,6,"Pink Lloyd","Jordan",10,40,98.92
5566,7,"The West Wingard","Simon",9,36,94.2
5566,8,"Surviving J.Kelly","Mark",7,28,95.32
5567,1,"La MacRaena","Anthony",14,56,105.56
5567,2,"At Witts End","Paul",13,52,102.57
5567,3,"MakingTheirMarcus","James",12,48,102.47
5567,4,"Ariana Grundy","Lester",11,44,99.56
5567,5,"The Big Short","Luke",10,40,103.16
5567,6,"Pink Lloyd","Jordan",10,40,99.05
5567,7,"Surviving J.Kelly","Mark",7,28,94.84
5567,8,"The West Wingard","Simon",7,28,93.28
5568,1,"At Witts End","Paul",15,60,103.84
5568,2,"La MacRaena","Anthony",14,56,105.64
5568,3,"MakingTheirMarcus","James",12,48,103.06
5568,4,"The Big Short","Luke",11,44,103.56
5568,5,"Ariana Grundy","Lester",10,40,99.63
5568,6,"Pink Lloyd","Jordan",10,40,98.63
5568,7,"Surviving J.Kelly","Mark",6,24,94.54
5568,8,"The West Wingard","Simon",6,24,91.71
5569,1,"La MacRaena","Anthony",14,56,105.72
5569,2,"At Witts End","Paul",14,56,102.19
5569,3,"MakingTheirMarcus","James",11,44,101.17
5569,4,"The Big Short","Luke",10,40,103.16
5569,5,"Pink Lloyd","Jordan",10,40,98.63
5569,6,"Ariana Grundy","Lester",9,36,98.96
5569,7,"Surviving J.Kelly","Mark",8,32,96.13
5569,8,"The West Wingard","Simon",8,32,94.37
5570,1,"At Witts End","Paul",14,56,102.72
5570,2,"La MacRaena","Anthony",13,52,105.34
5570,3,"MakingTheirMarcus","James",12,48,102.34
5570,4,"Pink Lloyd","Jordan",11,44,99.37
5570,5,"The Big Short","Luke",10,40,103.49
5570,6,"Ariana Grundy","Lester",10,40,99.6
5570,7,"Surviving J.Kelly","Mark",7,28,94.63
5570,8,"The West Wingard","Simon",7,28,93.03
5571,1,"La MacRaena","Anthony",14,56,104.84
5571,2,"At Witts End","Paul",14,56,102.64
5571,3,"Ariana Grundy","Lester",12,48,101.07
5571,4,"The Big Short","Luke",10,40,103.58
5571,5,"MakingTheirMarcus","James",10,40,101.27
5571,6,"Pink Lloyd","Jordan",9,36,97.98
5571,7,"Surviving J.Kelly","Mark",8,32,95.77
5571,8,"The West Wingard","Simon",7,28,93.18
5572,1,"La MacRaena","Anthony",15,60,106.13
5572,2,"At Witts End","Paul",13,52,102.43
5572,3,"MakingTheirMarcus","James",11,44,102.04
5572,4,"Ariana Grundy","Lester",11,44,99.75
5572,5,"The Big Short","Luke",9,36,102.18
5572,6,"Pink Lloyd","Jordan",9,36,97.95
5572,7,"Surviving J.Kelly","Mark",8,32,96.66
5572,8,"The West Wingard","Simon",8,32,93.23
5573,1,"La MacRaena","Anthony",14,56,104.75
5573,2,"At Witts End","Paul",12,48,101.54
5573,3,"The Big Short","Luke",11,44,103.59
5573,4,"MakingTheirMarcus","James",11,44,101.88
5573,5,"Ariana Grundy","Lester",11,44,100.06
5573,6,"Pink Lloyd","Jordan",10,40,98.85
5573,7,"The West Wingard","Simon",8,32,94.06
5573,8,"Surviving J.Kelly","Mark",7,28,95.65
5574,1,"La MacRaena","Anthony",15,60,106.12
5574,2,"At Witts End","Paul",15,60,103.52
5574,3,"MakingTheirMarcus","James",11,44,101.62
5574,4,"Pink Lloyd","Jordan",10,40,99.45
5574,5,"The Big Short","Luke",9,36,103.11
5574,6,"Ariana Grundy","Lester",9,36,98.57
5574,7,"The West Wingard","Simon",8,32,93.28
5574,8,"Surviving J.Kelly","Mark",7,28,94.82
5575,1,"At Witts End","Paul",15,60,102.9
5575,2,"La MacRaena","Anthony",14,56,104.87
5575,3,"MakingTheirMarcus","James",11,44,102.61
5575,4,"The Big Short","Luke",10,40,103.61
5575,5,"Ariana Grundy","Lester",10,40,99.45
5575,6,"Pink Lloyd","Jordan",8,32,97.78
5575,7,"Surviving J.Kelly","Mark",8,32,95.75
5575,8,"The West Wingard","Simon",8,32,93.44
5576,1,"La MacRaena","Anthony",14,56,105.08
5576,2,"At Witts End","Paul",13,52,102.12
5576,3,"MakingTheirMarcus","James",12,48,101.89
5576,4,"The Big Short","Luke",10,40,103.16
5576,5,"Ariana Grundy","Lester",9,36,99.07
5576,6,"Pink Lloyd","Jordan",9,36,98.05
5576,7,"The West Wingard","Simon",9,36,94.68
5576,8,"Surviving J.Kelly","Mark",8,32,96.26
5577,1,"La MacRaena","Anthony",15,60,105.87
5577,2,"At Witts End","Paul",13,52,102.46
5577,3,"MakingTheirMarcus","James",11,44,101.76
5577,4,"Ariana Grundy","Lester",11,44,100.14
5577,5,"The Big Short","Luke",9,36,102.14
5577,6,"Pink Lloyd","Jordan",9,36,98.2
5577,7,"Surviving J.Kelly","Mark",8,32,95.62
5577,8,"The West Wingard","Simon",8,32,94.12
5578,1,"La MacRaena","Anthony",14,56,104.89
5578,2,"At Witts End","Paul",14,56,102.17
5578,3,"MakingTheirMarcus","James",11,44,101.98
5578,4,"The Big Short","Luke",10,40,103.5
5578,5,"Pink Lloyd","Jordan",9,36,98.81
5578,6,"Ariana Grundy","Lester",9,36,98.44
5578,7,"Surviving J.Kelly","Mark",9,36,96.52
5578,8,"The West Wingard","Simon",8,32,94.04
5579,1,"La MacRaena","Anthony",13,52,104.61
5579,2,"At Witts End","Paul",13,52,102.17
5579,3,"MakingTheirMarcus","James",12,48,102.61
5579,4,"Pink Lloyd","Jordan",11,44,99.05
5579,5,"The Big Short","Luke",10,40,103.6
5579,6,"Ariana Grundy","Lester",10,40,99.35
5579,7,"Surviving J.Kelly","Mark",8,32,96.03
5579,8,"The West Wingard","Simon",7,28,93
5580,1,"La MacRaena","Anthony",14,56,105.32
5580,2,"At Witts End","Paul",13,52,102.35
5580,3,"MakingTheirMarcus","James",12,48,102.22
5580,4,"The Big Short","Luke",10,40,103.3
5580,5,"Ariana Grundy","Lester",10,40,99.13
5580,6,"The West Wingard","Simon",9,36,94.18
5580,7,"Pink Lloyd","Jordan",8,32,98.34
5580,8,"Surviving J.Kelly","Mark",8,32,95.51
5581,1,"At Witts End","Paul",15,60,103.42
5581,2,"La MacRaena","Anthony",13,54,105.12
5581,3,"MakingTheirMarcus","James",12,48,102.17
5581,4,"Pink Lloyd","Jordan",11,44,99.83
5581,5,"The Big Short","Luke",10,42,103.44
5581,6,"Ariana Grundy","Lester",10,40,98.78
5581,7,"Surviving J.Kelly","Mark",6,24,95.07
5581,8,"The West Wingard","Simon",6,24,92.68
5582,1,"At Witts End","Paul",13,54,102.39
5582,2,"La MacRaena","Anthony",13,52,104.97
5582,3,"MakingTheirMarcus","James",12,48,102.16
5582,4,"Ariana Grundy","Lester",12,48,100.67
5582,5,"The Big Short","Luke",11,44,103.68
5582,6,"Pink Lloyd","Jordan",10,40,98.84
5582,7,"The West Wingard","Simon",6,26,93.05
5582,8,"Surviving J.Kelly","Mark",6,24,94.75
5583,1,"La MacRaena","Anthony",13,52,104.28
5583,2,"MakingTheirMarcus","James",13,52,103.12
5583,3,"At Witts End","Paul",13,52,101.68
5583,4,"Ariana Grundy","Lester",10,40,99.19
5583,5,"The Big Short","Luke",9,36,102.33
5583,6,"Pink Lloyd","Jordan",9,36,98.26
5583,7,"Surviving J.Kelly","Mark",9,36,97.34
5583,8,"The West Wingard","Simon",8,32,93.99
5584,1,"La MacRaena","Anthony",13,52,104.77
5584,2,"MakingTheirMarcus","James",12,48,102.29
5584,3,"At Witts End","Paul",12,48,101.19
5584,4,"The Big Short","Luke",11,44,103.63
5584,5,"Ariana Grundy","Lester",11,44,99.84
5584,6,"Pink Lloyd","Jordan",9,36,98.05
5584,7,"Surviving J.Kelly","Mark",8,32,96.57
5584,8,"The West Wingard","Simon",8,32,93.93
5585,1,"La MacRaena","Anthony",16,64,106.55
5585,2,"At Witts End","Paul",13,52,101.61
5585,3,"MakingTheirMarcus","James",12,48,102.7
5585,4,"Ariana Grundy","Lester",10,40,99.24
5585,5,"Pink Lloyd","Jordan",10,40,98.99
5585,6,"The Big Short","Luke",9,36,103.25
5585,7,"Surviving J.Kelly","Mark",7,28,95.28
5585,8,"The West Wingard","Simon",7,28,92.89
5586,1,"La MacRaena","Anthony",15,60,106.02
5586,2,"At Witts End","Paul",13,52,102.11
5586,3,"MakingTheirMarcus","James",12,48,102.1
5586,4,"Ariana Grundy","Lester",11,44,100.91
5586,5,"Pink Lloyd","Jordan",10,40,98.38
5586,6,"The Big Short","Luke",9,36,102.79
